ReportingDate,FACILITY NAME,COUNTY,TYPE,COMPLIANCE,NEW RESIDENT CASES,TOTAL RESIDENT CASES,NEW RESIDENT DEATHS,TOTAL RESIDENT DEATHS,NEW STAFF CASES,TOTAL STAFF CASES,NEW STAFF DEATHS,TOTAL STAFF DEATHS,Reporting
11-16-2020,Leighton House Inn Bay City,BAY,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,New Hope Bay West,BAY,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,"New Hope Bay, LLC",BAY,HFA, ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,The Carriage House of Bay City,BAY,SNF, ,0.0,7.0,0.0,0.0,3.0,11.0,0.0,0.0,Yes
11-16-2020,Maples Benzie Co Medical Care,BENZIE,SNF, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,Paul Oliver Memorial Hospital LTCU,BENZIE,SNF, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,Beacon Home at Beacon Springs East,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Beacon Home at Beacon Springs West,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Buchanan Meadows 1,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Buchanan Meadows 2,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Caretel Inns Of Royalton  - Dover,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Caretel Inns Of Royalton - Bristol,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Caretel Inns Of Royalton Arlington,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Caretel Inns of Royalton Eaton,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Chalet of Niles-Nursing and Rehab Center,BERRIEN,SNF, ,0.0,17.0,0.0,2.0,0.0,18.0,0.0,0.0,Yes
11-16-2020,Coventry House Inn,BERRIEN,SNF, ,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,Yes
11-16-2020,Fullerton House,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Hallmark Living--Benton Harbor,BERRIEN,SNF, ,0.0,40.0,0.0,18.0,1.0,17.0,0.0,0.0,Yes
11-16-2020,Royalton Manor,BERRIEN,SNF, ,0.0,3.0,0.0,1.0,2.0,15.0,0.0,0.0,Yes
11-16-2020,Woodland Terrace  - Lilac Court,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Woodland Terrace - Dogwood Court,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Woodland Terrace - Magnolia Court,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Woodland Terrace at Longmeadow,BERRIEN,HFA, ,0.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,Yes
11-16-2020,Woodland Terrace of Paw Paw Lake,BERRIEN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Masonville Place,BRANCH,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Westbrook Home,BRANCH,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Advantage Living Center - Battle Creek,CALHOUN,SNF, ,0.0,20.0,0.0,5.0,4.0,18.0,0.0,0.0,Yes
11-16-2020,Battle Creek Bickford Cottage,CALHOUN,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Brookdale Battle Creek AL (MI),CALHOUN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Brookdale Battle Creek MC (MI),CALHOUN,AFC, ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Calhoun County Medical Care Facility,CALHOUN,SNF, ,0.0,45.0,0.0,9.0,3.0,46.0,0.0,0.0,Yes
11-16-2020,Infinity AFC,CALHOUN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Lakeview Assisted Living HFA,CALHOUN,HFA, ,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Marshall Nursing & Rehab Community,CALHOUN,SNF, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Pennfield Premier Living North,CALHOUN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,The Heritage Assisted Living Community,CALHOUN,HFA, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,The Oaks at Northpointe Woods,CALHOUN,SNF, ,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,The Reflections,CALHOUN,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Forest Glen Assisted Living,CASS,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,The Timbers of Cass County,CASS,SNF, ,0.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,Yes
11-16-2020,Boulder Park Terrace,CHARLEVOIX,SNF, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Grandvue Medical Care Facility,CHARLEVOIX,SNF, ,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,Yes
11-16-2020,Chippewa County War Mem Hosp LTCU,CHIPPEWA,SNF, ,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,Yes
11-16-2020,Hearthside Assisted Living,CHIPPEWA,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,McBride Main Street Living,CLARE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Medilodge of Clare,CLARE,SNF, ,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,North Woods Nursing Center,CLARE,SNF, ,0.0,40.0,2.0,10.0,6.0,34.0,0.0,0.0,Yes
11-16-2020,Hazel I. Findlay Country Manor,CLINTON,SNF, ,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,Yes
11-16-2020,Ovid Healthcare Center,CLINTON,SNF, ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Yes
11-16-2020,The Willows at East Lansing,CLINTON,SNF, ,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,Yes
11-16-2020,The Woodlands Of DeWitt,CLINTON,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Grayling Nursing & Rehab Community,CRAWFORD,SNF, ,0.0,18.0,0.0,2.0,0.0,31.0,0.0,0.0,Yes
11-16-2020,Munson Health Crawford Continuing Care ,CRAWFORD,SNF, ,0.0,18.0,0.0,2.0,0.0,17.0,0.0,0.0,Yes
11-16-2020,Bishop Noa Home for Senior Citizens,DELTA,SNF, ,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,Yes
11-16-2020,Bishop Noa Home for Senior Citizens HFA,DELTA,HFA, ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Bridgewood Central,DELTA,AFC, ,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,Yes
11-16-2020,Christian Park HCC,DELTA,SNF, ,0.0,62.0,7.0,19.0,1.0,45.0,0.0,0.0,Yes
11-16-2020,Christian Park Village,DELTA,SNF, ,0.0,52.0,0.0,11.0,0.0,39.0,0.0,0.0,Yes
11-16-2020,Manorcare Nursing and Rehab Center,DICKINSON,SNF, ,0.0,58.0,0.0,9.0,2.0,40.0,0.0,0.0,Yes
11-16-2020,Bickford of W Lansing,EATON,HFA, ,0.0,11.0,1.0,1.0,1.0,10.0,0.0,0.0,Yes
11-16-2020,Eaton County Health and Rehabilitation ,EATON,SNF, ,0.0,3.0,0.0,0.0,0.0,37.0,0.0,0.0,Yes
11-16-2020,Hope Landing,EATON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Island City Assisted Living,EATON,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Medilodge Of Lansing,EATON,SNF, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Sensations,EATON,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Story Point of Grand Ledge,EATON,HFA, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Bay Bluffs - Emmet Co. Medical Care,EMMET,SNF, ,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,Yes
11-16-2020,Addington Place of Grand Blanc 1,GENESEE,AFC, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Addington Place of Grand Blanc II,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Argentine Care Center,GENESEE,SNF, ,0.0,34.0,2.0,5.0,4.0,39.0,0.0,0.0,Yes
11-16-2020,Brookdale Grand Blanc MC,GENESEE,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Caretel Inns of Linden,GENESEE,SNF, ,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Yes
11-16-2020,Courtyard Manor of Fenton,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Courtyard Manor of Swartz Creek,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Degas House Inn Linden,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Flatrock Manor of Burton,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Flatrock Manor of Burton East,GENESEE,AFC, ,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Genesys Short Term Rehabilitation Center,GENESEE,SNF, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Gross AFC,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Gross Assisted Living,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Group Living Facility Inc,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Heartland HCC Briarwood,GENESEE,SNF, ,0.0,21.0,0.0,5.0,2.0,14.0,0.0,0.0,Yes
11-16-2020,Heartland HCC Fostrian,GENESEE,SNF, ,0.0,1.0,0.0,0.0,5.0,15.0,0.0,0.0,Yes
11-16-2020,Heritage Manor Healthcare Center,GENESEE,SNF, ,0.0,45.0,0.0,0.0,0.0,30.0,0.0,1.0,Yes
11-16-2020,Homer House Inn,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Hyde Park AL I,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Hyde Park AL II,GENESEE,AFC, ,0.0,4.0,0.0,6.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Living Joy AL,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Maple Woods Manor,GENESEE,SNF, ,0.0,67.0,0.0,31.0,3.0,97.0,0.0,0.0,Yes
11-16-2020,Medilodge of Grand Blanc,GENESEE,SNF, ,0.0,10.0,0.0,2.0,2.0,23.0,0.0,0.0,Yes
11-16-2020,Medilodge of Montrose,GENESEE,SNF, ,0.0,5.0,0.0,0.0,1.0,7.0,0.0,0.0,Yes
11-16-2020,Monet House Inn Linden,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Paragon NPHC,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Swank Home Assisted Living,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,The Cottage of Davison,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,The Oaks at Woodfield,GENESEE,SNF, ,0.0,1.0,0.0,0.0,3.0,12.0,0.0,0.0,Yes
11-16-2020,Van Gogh House Inn Linden,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Vicinia Gardens Assisted Living of Fenton LLC,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Vicinia Gardens Memory of Fenton,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Vicinia Gardens Transition,GENESEE,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Wellbridge of Fenton,GENESEE,SNF, ,0.0,15.0,0.0,7.0,2.0,17.0,0.0,0.0,Yes
11-16-2020,Gladwin Nursing & Rehab. Community,GLADWIN,SNF, ,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Heavenly Homestead Adult Foster Care-South,GLADWIN,AFC, ,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,Yes
11-16-2020,The Horizon Senior Living VI,GLADWIN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Westgate Nursing & Rehab Community,GOGEBIC,SNF, ,0.0,55.0,1.0,10.0,1.0,27.0,0.0,0.0,Yes
11-16-2020,Boardman Lake Glens:  Brigadoon,GRAND TRAVERSE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Boardman Lake Glens:  Inverness,GRAND TRAVERSE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Grand Traverse Pavilions,GRAND TRAVERSE,SNF, ,0.0,9.0,0.0,0.0,0.0,22.0,0.0,0.0,Yes
11-16-2020,"Joy Givers, Inc.",GRAND TRAVERSE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Medilodge of Grand Traverse County,GRAND TRAVERSE,SNF, ,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Medilodge of Traverse City,GRAND TRAVERSE,SNF, ,0.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,Yes
11-16-2020,The Villa at Traverse Point,GRAND TRAVERSE,SNF, ,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,Yes
11-16-2020,Arbor Grove Assisted Living,GRATIOT,HFA, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Ashley Care Center,GRATIOT,SNF, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Country Friends Assisted Living,GRATIOT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Masonic Health Care Center,GRATIOT,SNF, ,0.0,20.0,0.0,7.0,2.0,20.0,0.0,0.0,Yes
11-16-2020,Riverside Healthcare Center,GRATIOT,SNF, ,0.0,16.0,0.0,4.0,1.0,7.0,0.0,0.0,Yes
11-16-2020,Wallace St Assisted Living Center,GRATIOT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Warwick Living Center,GRATIOT,SNF, ,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,Yes
11-16-2020,Hillsdale Hosp McGuire & MacRitchie LTCU,HILLSDALE,SNF, ,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,Yes
11-16-2020,Canal View-Houghton,HOUGHTON,SNF, ,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,Yes
11-16-2020,GreenTree at Hubbell,HOUGHTON,SNF, ,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,Yes
11-16-2020,Portagepointe,HOUGHTON,SNF, ,0.0,5.0,0.0,0.0,1.0,6.0,0.0,0.0,Yes
11-16-2020,Huron County Medical Care Facility,HURON,SNF, ,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,Yes
11-16-2020,Lakeview Extended Care And Rehab,HURON,SNF, ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Meadow Lane Assisted Living,HURON,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Scheurer Long Term Care Unit,HURON,SNF, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Aria Nursing and Rehab,INGHAM,SNF, ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Brookdale Meridian AL,INGHAM,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Brookdale Meridian MC,INGHAM,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Grandhaven Living Center,INGHAM,AFC, ,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,Grandhaven Living Center 1,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Grandhaven Living Center 2,INGHAM,AFC, ,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,Grandhaven Living Center 3,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Grandhaven Living Center 4,INGHAM,AFC, ,0.0,13.0,0.0,1.0,0.0,12.0,0.0,0.0,Yes
11-16-2020,Holt Senior Care and Rehab Center,INGHAM,SNF, ,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,Yes
11-16-2020,Homecrest Manor,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Ingham County Medical Care Facility ,INGHAM,SNF, ,0.0,46.0,0.0,9.0,5.0,45.0,0.0,0.0,Yes
11-16-2020,Lansing Bickford Cottage,INGHAM,HFA, ,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,Yes
11-16-2020,M.A.C. House,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,MediLodge of East Lansing,INGHAM,SNF, ,0.0,15.0,0.0,0.0,0.0,9.0,0.0,0.0,Yes
11-16-2020,Medilodge of Okemos,INGHAM,SNF, ,0.0,24.0,0.0,1.0,1.0,10.0,0.0,0.0,Yes
11-16-2020,Moore Living Connections 1,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Moore Living Connections 2,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Origami AFC,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Prestige Way #2,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Riverwind Adult Foster Care,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Robinwood Landing Alzheim,INGHAM,HFA, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,The Willows at Okemos,INGHAM,SNF, ,0.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,Yes
11-16-2020,SKLD Ionia,IONIA,SNF, ,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,Yes
11-16-2020,Iosco County Medical Care Facility ,IOSCO,SNF, ,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,Yes
11-16-2020,Lakeview Manor Healthcare Center,IOSCO,SNF, ,0.0,35.0,0.0,4.0,2.0,30.0,0.0,0.0,Yes
11-16-2020,Iron Co Medical Care Facility,IRON,SNF, ,0.0,57.0,0.0,16.0,6.0,62.0,0.0,0.0,Yes
11-16-2020,Iron River Care Center,IRON,SNF, ,0.0,41.0,0.0,5.0,0.0,15.0,0.0,0.0,Yes
11-16-2020,Crestwood Village Assisted,ISABELLA,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Isabella Co Medical Care Facility,ISABELLA,SNF, ,0.0,24.0,0.0,4.0,4.0,24.0,0.0,0.0,Yes
11-16-2020,Laurels of Mt. Pleasant (The),ISABELLA,SNF, ,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,Yes
11-16-2020,Margarets Meadows,ISABELLA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,McVey St Home,ISABELLA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Allegra Nursing and Rehab,JACKSON,SNF, ,0.0,21.0,2.0,4.0,2.0,8.0,0.0,0.0,Yes
11-16-2020,Arbor Manor Care Center,JACKSON,SNF, ,0.0,4.0,0.0,1.0,1.0,14.0,0.0,0.0,Yes
11-16-2020,Countryside Care Center,JACKSON,SNF, ,0.0,49.0,0.0,16.0,0.0,48.0,0.0,0.0,Yes
11-16-2020,Highland Home for the Aged,JACKSON,HFA, ,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,Yes
11-16-2020,Hope House I,JACKSON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Hope House II/Fowler House,JACKSON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Jackson County Medical Care Facility ,JACKSON,SNF, ,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,Yes
11-16-2020,Rice Manor,JACKSON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Ridgecrest Health Campus,JACKSON,SNF, ,0.0,1.0,0.0,0.0,6.0,8.0,0.0,0.0,Yes
11-16-2020,RidgeCrest Health Campus HFA,JACKSON,HFA, ,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,Yes
11-16-2020,Summit Park Assisted Living Center,JACKSON,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,The Jackson Friendly Home,JACKSON,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Vista Grande Villa,JACKSON,SNF, ,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,Yes
11-16-2020,Beacon Pointe Memory Care,KALAMAZOO,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Borgess Gardens,KALAMAZOO,SNF, ,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,Yes
11-16-2020,Brookdale Portage AL,KALAMAZOO,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Friendship Village,KALAMAZOO,SNF, ,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,Yes
11-16-2020,"Hudson's Country Manor, Inc.",KALAMAZOO,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Laurels of Galesburg,KALAMAZOO,SNF, ,0.0,1.0,2.0,2.0,12.0,26.0,0.0,0.0,Yes
11-16-2020,Medilodge of Kalamazoo,KALAMAZOO,SNF, ,0.0,63.0,0.0,23.0,0.0,23.0,0.0,0.0,Yes
11-16-2020,Medilodge of Portage,KALAMAZOO,SNF, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Medilodge of Westwood,KALAMAZOO,SNF, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Nazareth Center,KALAMAZOO,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,New Friends Dementia Community 1,KALAMAZOO,AFC, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Plainwell Pines Nursing & Rehab.,KALAMAZOO,SNF, ,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Portage Bickford Cottage,KALAMAZOO,HFA, ,0.0,10.0,0.0,3.0,1.0,8.0,0.0,0.0,Yes
11-16-2020,Sojourner Place,KALAMAZOO,HFA, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,StoryPoint of Portage,KALAMAZOO,HFA, ,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Yes
11-16-2020,The Springs at the Fountains,KALAMAZOO,SNF, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Vineyard Assisted Living,KALAMAZOO,HFA, ,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Kalkaska Memorial Assisted Living,KALKASKA,HFA, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Kalkaska Memorial Health Center LTC,KALKASKA,SNF, ,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Yes
11-16-2020,Addington Place at East Paris #3,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Addington Place at East Paris #5,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Addington Place at East Paris #6,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Addington Place at East Paris 7,KENT,AFC, ,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Addington Place at East Paris 8,KENT,AFC, ,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Addington Place of Grand Rapids BP,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,Addington Place of Grand Rapids N,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,Addington Place of Grand Rapids SS,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,AHSL Kentwood Cobblestone,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Alpine Grove,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,American House Wyoming,KENT,HFA, ,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,Yes
