ReportingDate,CCN/LICENSE,FACILITY NAME,COUNTY,TYPE,COMPLIANCE,NEW RESIDENT CASES,TOTAL RESIDENT CASES,NEW RESIDENT DEATHS,TOTAL RESIDENT DEATHS,NEW STAFF CASES,TOTAL STAFF CASES,NEW STAFF DEATHS,TOTAL STAFF DEATHS
11-23-2020,AL230391222,New Life Assisted Living Center Lansing 2,EATON,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235706,Regency at Lansing West,EATON,SNF, ,0.0,11.0,0.0,2.0,1.0,14.0,0.0,0.0
11-23-2020,AL230006951,"River Inn AFC, Inc.",EATON,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AH230303551,Sensations,EATON,HFA,NOT IN COMPLIANCE,,0.0,,0.0,,0.0,,0.0
11-23-2020,AH230342257,Story Point of Grand Ledge,EATON,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,23-5033,Bay Bluffs - Emmet Co. Medical Care,EMMET,SNF, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
11-23-2020,AL240388304,Mallard Cove Assisted Living,EMMET,AFC, ,,4.0,,1.0,,1.0,,0.0
11-23-2020,AL240388305,Mallard Cove East,EMMET,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AH240389978,Pineview Cottage,EMMET,HFA, ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11-23-2020,235429,The Villa at the Bay,EMMET,SNF, ,0.0,76.0,6.0,18.0,2.0,53.0,0.0,0.0
11-23-2020,AL250404670,Addington Place of Grand Blanc 1,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL250404671,Addington Place of Grand Blanc II,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL250402322,Americana Seniors 1,GENESEE,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL250402258,Americana Seniors 2,GENESEE,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235584,Argentine Care Center,GENESEE,SNF, ,0.0,34.0,2.0,7.0,1.0,40.0,0.0,0.0
11-23-2020,AH250385140,Bella Vita of Grand Blanc,GENESEE,HFA,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL250015880,Bentley Manor #8,GENESEE,AFC, ,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AH250236939,Brookdale Grand Blanc AL,GENESEE,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AH250236933,Brookdale Grand Blanc MC,GENESEE,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,235646,Caretel Inns of Linden,GENESEE,SNF, ,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
11-23-2020,AL250345346,Courtyard Manor of Fenton,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL250345337,Courtyard Manor of Swartz Creek,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL250384217,Cranberry Park III,GENESEE,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL250384188,Cranberry Park Memory Of Clio,GENESEE,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL250384167,Cranberry Park Of Clio,GENESEE,AFC,NOT IN COMPLIANCE,,1.0,,0.0,,0.0,,0.0
11-23-2020,AL250331306,Degas House Inn Linden,GENESEE,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,3.0,,0.0
11-23-2020,235482,Fenton HealthCare,GENESEE,SNF, ,6.0,61.0,0.0,6.0,0.0,19.0,0.0,0.0
11-23-2020,AL250388516,Flatrock Manor of Burton,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL250388515,Flatrock Manor of Burton East,GENESEE,AFC, ,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,AL250397136,Flatrock Manor of Fenton,GENESEE,AFC, ,6.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0
11-23-2020,AH250293039,Fostrian Court Assisted Living,GENESEE,HFA, ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11-23-2020,235713,Genesys Short Term Rehabilitation Center,GENESEE,SNF, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
11-23-2020,AL250390289,Grand Blanc Fields Assisted Living,GENESEE,AFC, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,AL250255297,Gross AFC,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AL250367374,Gross Assisted Living,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL250006953,Group Living Facility Inc,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL250382506,Hampton Manor Davison 1,GENESEE,AFC, ,,4.0,,0.0,,1.0,,0.0
11-23-2020,AL250382511,Hampton Manor Davison 2,GENESEE,AFC, ,,3.0,,0.0,,1.0,,0.0
11-23-2020,AL250384760,Hampton Manor Of Davison III,GENESEE,AFC, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,AL250281678,Harmony Manor,GENESEE,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235184,Heartland HCC Briarwood,GENESEE,SNF, ,0.0,21.0,0.0,5.0,0.0,14.0,0.0,0.0
11-23-2020,235132,Heartland HCC Fostrian,GENESEE,SNF, ,0.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0
11-23-2020,235363,Heritage Manor Healthcare Center,GENESEE,SNF, ,0.0,45.0,0.0,0.0,1.0,31.0,0.0,1.0
11-23-2020,AL250331295,Homer House Inn,GENESEE,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,3.0,,0.0
11-23-2020,AL250381017,Hyde Park AL I,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL250381015,Hyde Park AL II,GENESEE,AFC, ,0.0,4.0,0.0,6.0,0.0,3.0,0.0,0.0
11-23-2020,AL250304175,JJS AFC LLC,GENESEE,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,235343,Kith Haven,GENESEE,SNF, ,0.0,73.0,0.0,23.0,0.0,30.0,0.0,0.0
11-23-2020,AH250236841,Landings of Genesee Valley,GENESEE,HFA,NOT IN COMPLIANCE,,2.0,,2.0,,1.0,,0.0
11-23-2020,AL250281713,Leighton House Inn Linden,GENESEE,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,3.0,,0.0
11-23-2020,AL250381018,Living Joy AL,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL250387323,Maple Place,GENESEE,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235518,Maple Woods Manor,GENESEE,SNF, ,0.0,67.0,0.0,31.0,0.0,97.0,0.0,0.0
11-23-2020,AL250388977,Marie Manor,GENESEE,AFC, ,,1.0,,0.0,,0.0,,0.0
11-23-2020,AH250356639,McFarlan Home,GENESEE,HFA,NOT IN COMPLIANCE,,0.0,,0.0,,2.0,,0.0
11-23-2020,235226,Medilodge of Grand Blanc,GENESEE,SNF, ,0.0,10.0,0.0,2.0,2.0,25.0,0.0,0.0
11-23-2020,235600,Medilodge of Montrose,GENESEE,SNF, ,2.0,7.0,0.0,0.0,1.0,8.0,0.0,0.0
11-23-2020,AL250281706,Monet House Inn Linden,GENESEE,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,3.0,,0.0
11-23-2020,AL250006962,Paragon NPHC,GENESEE,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL250388975,Pearl Manor,GENESEE,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,235666,Regency at Grand Blanc,GENESEE,SNF, ,0.0,79.0,0.0,13.0,1.0,60.0,0.0,1.0
11-23-2020,AH250382043,Springvale Assisted Living,GENESEE,HFA, ,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
11-23-2020,AL250376703,Sugarbush Manor,GENESEE,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL250072158,Swank Home Assisted Living,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AL250337633,The Cottage of Davison,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235660,The Oaks at Woodfield,GENESEE,SNF, ,0.0,1.0,0.0,0.0,2.0,14.0,0.0,0.0
11-23-2020,AH250314824,The Oaks at Woodfield HFA,GENESEE,HFA,NOT IN COMPLIANCE,,1.0,,0.0,,7.0,,0.0
11-23-2020,AL250382864,The Pines Of Burton,GENESEE,AFC, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,AL250382837,The Pines Of Burton - Memory,GENESEE,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AH250382918,The Pines Of Burton Memory - South,GENESEE,HFA, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL250382795,The Pines Of Goodrich,GENESEE,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL250382983,The Pines Of Goodrich Memory,GENESEE,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL250395759,The Riverglens,GENESEE,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL250281711,Van Gogh House Inn Linden,GENESEE,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,3.0,,0.0
11-23-2020,AL250337850,Vicinia Gardens Assisted Living of Fenton LLC,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL250348949,Vicinia Gardens Memory of Fenton,GENESEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AH250382445,Vicinia Gardens Transition,GENESEE,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235715,Wellbridge of Fenton,GENESEE,SNF, ,2.0,17.0,0.0,7.0,2.0,19.0,0.0,0.0
11-23-2020,235171,Wellbridge of Grand Blanc ,GENESEE,SNF, ,8.0,15.0,0.0,0.0,4.0,10.0,0.0,0.0
11-23-2020,235550,Willowbrook Manor,GENESEE,SNF, ,3.0,63.0,0.0,20.0,12.0,29.0,0.0,0.0
11-23-2020,235335,Gladwin Nursing & Rehab. Community,GLADWIN,SNF, ,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,235485,Gladwin Pines Nursing Home,GLADWIN,SNF, ,3.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0
11-23-2020,AL260338397,Heavenly Homestead Adult Foster Care-South,GLADWIN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL260317409,The Horizon Senior Living V,GLADWIN,AFC,NOT IN COMPLIANCE,,1.0,,0.0,,0.0,,0.0
11-23-2020,AL260388581,The Horizon Senior Living VI,GLADWIN,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,0.0,,0.0
11-23-2020,235026,Gogebic Medical Care Facility ,GOGEBIC,SNF, ,9.0,27.0,0.0,1.0,7.0,27.0,0.0,0.0
11-23-2020,AL270006972,Keen Agers Inc Afc,GOGEBIC,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AH270236923,Westgate Living Center,GOGEBIC,HFA, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,235565,Westgate Nursing & Rehab Community,GOGEBIC,SNF, ,0.0,55.0,0.0,10.0,0.0,27.0,0.0,0.0
11-23-2020,AH280318130,Bay Ridge Assisted Living,GRAND TRAVERSE,HFA, ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11-23-2020,AL280335950,Boardman Lake Glens:  Brigadoon,GRAND TRAVERSE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL280335955,Boardman Lake Glens:  Inverness,GRAND TRAVERSE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL280369175,Cherry Hill Haven,GRAND TRAVERSE,AFC, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,AL280369173,Cherry Hill Haven III,GRAND TRAVERSE,AFC, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,AL280291584,Culver Meadows Adult Foster Care,GRAND TRAVERSE,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL280303758,Culver Meadows Senior Living,GRAND TRAVERSE,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235088,Grand Traverse Pavilions,GRAND TRAVERSE,SNF, ,0.0,9.0,0.0,0.0,1.0,23.0,0.0,0.0
11-23-2020,AG280278926,Green Acres,GRAND TRAVERSE,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL280095116,"Joy Givers, Inc.",GRAND TRAVERSE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL280402242,Meadow Hill AFC,GRAND TRAVERSE,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235243,Medilodge of Grand Traverse County,GRAND TRAVERSE,SNF, ,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
11-23-2020,265336,Medilodge of Traverse City,GRAND TRAVERSE,SNF, ,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0
11-23-2020,235412,The Villa at Traverse Point,GRAND TRAVERSE,SNF, ,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
11-23-2020,AL280312738,"West Shore AFC Home, LLC",GRAND TRAVERSE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AH290297372,Arbor Grove Assisted Living,GRATIOT,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235532,Ashley Care Center,GRATIOT,SNF, ,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
11-23-2020,AL290385681,Country Friends Assisted Living,GRATIOT,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL290087811,Ithaca AFC,GRATIOT,AFC, ,,17.0,,0.0,,2.0,,0.0
11-23-2020,235513,"Laurels of Fulton, The",GRATIOT,SNF, ,18.0,26.0,0.0,0.0,12.0,17.0,0.0,0.0
11-23-2020,23-5020,Masonic Health Care Center,GRATIOT,SNF, ,2.0,22.0,0.0,7.0,11.0,31.0,0.0,0.0
11-23-2020,AH290278031,Michigan Masonic Home,GRATIOT,HFA, ,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
11-23-2020,235324,Riverside Healthcare Center,GRATIOT,SNF, ,0.0,16.0,0.0,4.0,0.0,7.0,0.0,0.0
11-23-2020,AL290066931,Rosewood I,GRATIOT,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,235384,Schnepp Senior Care & Rehab Center,GRATIOT,SNF, ,3.0,30.0,0.0,1.0,7.0,26.0,0.0,0.0
11-23-2020,AL290252478,Wallace St Assisted Living Center,GRATIOT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235607,Warwick Living Center,GRATIOT,SNF, ,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,AL300249260,Country Living Of Hillsdale  LLC,HILLSDALE,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL300296087,"Country Living of Hillsdale, LLC",HILLSDALE,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL300272932,Drews Place at Village Green,HILLSDALE,AFC, ,,0.0,,0.0,,2.0,,0.0
11-23-2020,AL300291024,Drews Place at Village Green II,HILLSDALE,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL300007000,Drews Place Of Hillsdale Inc,HILLSDALE,AFC, ,,7.0,,0.0,,2.0,,0.0
11-23-2020,235197,Hillsdale Co Medical Care Faci,HILLSDALE,SNF, ,2.0,60.0,0.0,20.0,4.0,64.0,0.0,0.0
11-23-2020,235567,Hillsdale Hosp McGuire & MacRitchie LTCU,HILLSDALE,SNF, ,1.0,1.0,0.0,0.0,2.0,19.0,0.0,0.0
11-23-2020,AL300352081,Maple Ridge Farms Assisted Living,HILLSDALE,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL300077696,The Haven,HILLSDALE,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235031,Canal View-Houghton,HOUGHTON,SNF, ,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0
11-23-2020,AH310301010,Gardenview,HOUGHTON,HFA,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235551,GreenTree at Hubbell,HOUGHTON,SNF, ,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
11-23-2020,235624,Portagepointe,HOUGHTON,SNF, ,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0
11-23-2020,235552,The Lighthouse at Hancock,HOUGHTON,SNF, ,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0
11-23-2020,AH320238093,Country Gardens,HURON,HFA,NOT IN COMPLIANCE,,0.0,,0.0,,1.0,,0.0
11-23-2020,235456,Courtney Manor,HURON,SNF, ,1.0,5.0,0.0,1.0,1.0,4.0,0.0,0.0
11-23-2020,235028,Huron County Medical Care Facility,HURON,SNF, ,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0
11-23-2020,AL320297229,Karen's Place,HURON,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235295,Lakeview Extended Care And Rehab,HURON,SNF, ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
11-23-2020,AH320297377,Meadow Lane Assisted Living,HURON,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL320293084,Medallion Village AFC,HURON,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AG320015863,Osantoski Inc,HURON,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,23E362,Scheurer Long Term Care Unit,HURON,SNF, ,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
11-23-2020,235561,Aria Nursing and Rehab,INGHAM,SNF, ,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0
11-23-2020,AL330079965,Bridges Crisis Unit (AFC),INGHAM,AFC, ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11-23-2020,AH330236940,Brookdale Meridian AL,INGHAM,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AH330236935,Brookdale Meridian MC,INGHAM,HFA, ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11-23-2020,235236,Burcham Hills Center for Health & Rehab,INGHAM,SNF, ,1.0,44.0,2.0,9.0,0.0,69.0,0.0,0.0
11-23-2020,AH330236746,Burcham Hills Retirement Center II,INGHAM,HFA, ,1.0,8.0,1.0,4.0,2.0,10.0,0.0,1.0
11-23-2020,AL330083930,Cedarwood Residential Services,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AL330093679,Crafts Care Homes,INGHAM,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL330404952,Divine Life Assisted Living Center 3 LLC,INGHAM,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL330387563,"Divine Nest Assisted Living, LLC",INGHAM,AFC, ,,12.0,,6.0,,9.0,,0.0
11-23-2020,AL330356409,East Oak Residents Home,INGHAM,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL330380274,"Elder Ridge Manor II, LLC",INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL330378741,Grandhaven Living Center,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
11-23-2020,AL330237775,Grandhaven Living Center 1,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL330237781,Grandhaven Living Center 2,INGHAM,AFC, ,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11-23-2020,AL330267336,Grandhaven Living Center 3,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
11-23-2020,AL330268975,Grandhaven Living Center 4,INGHAM,AFC, ,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
11-23-2020,AL330314460,Green Acres Mason,INGHAM,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL330299047,Green Acres Retirement Living Mason,INGHAM,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL330093906,Haven Of Rest,INGHAM,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235279,Holt Senior Care and Rehab Center,INGHAM,SNF, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,AL330391868,Homecrest Manor,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235015,Ingham County Medical Care Facility ,INGHAM,SNF, ,0.0,46.0,0.0,9.0,2.0,47.0,0.0,0.0
11-23-2020,AH330278347,Lansing Bickford Cottage,INGHAM,HFA, ,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,AL330015396,M.A.C. House,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235517,Medilodge of Campus Area,INGHAM,SNF, ,1.0,57.0,0.0,10.0,1.0,18.0,0.0,0.0
11-23-2020,235653,MediLodge of Capital Area,INGHAM,SNF, ,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0
11-23-2020,235283,MediLodge of East Lansing,INGHAM,SNF, ,2.0,17.0,0.0,0.0,5.0,14.0,0.0,0.0
11-23-2020,235647,Medilodge of Okemos,INGHAM,SNF, ,0.0,24.0,0.0,1.0,0.0,10.0,0.0,0.0
11-23-2020,AL330007014,Moore Living Connections 1,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL330007013,Moore Living Connections 2,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL330365205,New Life Assisted Living Center Haslett 1,INGHAM,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL330317162,New Life Assisted Living Center Haslett 2,INGHAM,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL330068918,Origami AFC,INGHAM,AFC, ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
11-23-2020,AL330404596,Prestige Way #1,INGHAM,AFC, ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AL330404597,Prestige Way #2,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AL330068555,Riverwind Adult Foster Care,INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AH330386131,Robinwood Landing Alzheim,INGHAM,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL330404984,Safe Haven Assisted Living Of Haslett,INGHAM,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AH330336314,The Legacy at The Willows,INGHAM,HFA,NOT IN COMPLIANCE,,0.0,,0.0,,2.0,,0.0
11-23-2020,AH330336309,The Willows at East Lansing HFA,INGHAM,HFA,NOT IN COMPLIANCE,,1.0,,0.0,,0.0,,0.0
11-23-2020,235701,The Willows at Okemos,INGHAM,SNF, ,0.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0
11-23-2020,AH330342717,The Willows at Okemos HFA,INGHAM,HFA, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,AL330280995,"Walnut Ridge Country Estate, LLC",INGHAM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL340080355,Gibbs Adult Care Hubbardston,IONIA,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL340390582,Green Acres of Ionia,IONIA,AFC, ,,0.0,,0.0,,2.0,,0.0
11-23-2020,AL340338193,Harrison House AFC,IONIA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235357,Mission Point of Belding,IONIA,SNF, ,11.0,12.0,0.0,0.0,4.0,5.0,0.0,0.0
11-23-2020,AL340365433,Portland Assisted Living & Memory Center,IONIA,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235032,SKLD Ionia,IONIA,SNF, ,0.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0
11-23-2020,AH350338564,Hale Creek Manor,IOSCO,HFA, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,235011,Iosco County Medical Care Facility ,IOSCO,SNF, ,1.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0
11-23-2020,235515,Lakeview Manor Healthcare Center,IOSCO,SNF, ,0.0,35.0,0.0,4.0,0.0,30.0,0.0,0.0
11-23-2020,235379,MediLodge of Tawas City,IOSCO,SNF, ,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0
11-23-2020,AL350390822,"Oscoda Assisted Living, LLC",IOSCO,AFC, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,235257,Iron Co Medical Care Facility,IRON,SNF, ,0.0,57.0,0.0,16.0,2.0,64.0,0.0,0.0
11-23-2020,235601,Iron River Care Center,IRON,SNF, ,0.0,41.0,0.0,5.0,2.0,17.0,0.0,0.0
11-23-2020,AL370068815,Country Place Senior Care Center,ISABELLA,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AH370325563,Crestwood Village Assisted,ISABELLA,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AL370337347,Green Acres Mt. Pleasant I,ISABELLA,AFC, ,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
11-23-2020,AL370379057,Green Acres of Mt. Pleasant III,ISABELLA,AFC, ,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
11-23-2020,235037,Isabella Co Medical Care Facility,ISABELLA,SNF, ,0.0,24.0,0.0,4.0,2.0,26.0,0.0,0.0
11-23-2020,235385,Laurels of Mt. Pleasant (The),ISABELLA,SNF, ,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0
11-23-2020,AL370264709,Margarets Meadows,ISABELLA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL370007043,McVey St Home,ISABELLA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235490,Medilodge Of Mt Pleasant,ISABELLA,SNF, ,6.0,10.0,0.0,1.0,4.0,11.0,0.0,0.0
11-23-2020,AL370404604,Prestige Centre I,ISABELLA,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AL370404605,Prestige Centre II,ISABELLA,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AL370377901,Stone Lodge Supportive Senior Living,ISABELLA,AFC, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,235016,Allegra Nursing and Rehab,JACKSON,SNF, ,1.0,22.0,0.0,4.0,4.0,12.0,0.0,0.0
11-23-2020,235360,Arbor Manor Care Center,JACKSON,SNF, ,3.0,7.0,0.0,1.0,2.0,16.0,0.0,0.0
