State_County,State_FacilityName,State_CMS_ProvNum,State_ReportingDate,State_confirmed_cases,State_deaths,State_CFR,State_outbreaks,State_Closed_Outbreaks,State_Open_Outbreaks,State_facilities,CMS_Week Ending,CMS_Federal Provider Number,CMS_Provider Name,CMS_Provider Address,CMS_Provider City,CMS_Provider State,CMS_Provider Zip Code,CMS_County,CMS_Number of All Beds
Cook,Bria Place of Indian Head Park,145784,2020-07-10,31,6,0.1935483870967742,1,0,1,1,2020-12-06,145784,BRIAR PLACE NURSING,6800 WEST JOLIET,INDIAN HEAD PARK,IL,60525,Cook,232.0
Cook,Arden Courts of Elk Grove,No Match,2020-07-10,31,8,0.25806451612903225,1,0,1,1,,,,,,,,,
Champaign,Reflections Memory Care,No Match,2020-07-10,31,4,0.12903225806451613,1,0,1,1,,,,,,,,,
Cook,Aperion Care Dolton,145877,2020-07-10,30,5,0.16666666666666666,1,0,1,1,2020-12-06,145877,APERION CARE DOLTON,14325 SOUTH BLACKSTONE,DOLTON,IL,60419,Cook,88.0
Will,Shady Oaks,No Match,2020-07-10,30,3,0.1,1,1,0,1,,,,,,,,,
DuPage,Belmont Village Senior Living Carol Stream,No Match,2020-07-10,30,3,0.1,1,0,1,1,,,,,,,,,
DuPage,Artis Senior Living of Bartlett,No Match,2020-07-10,29,12,0.4137931034482759,1,0,1,1,,,,,,,,,
Kane,Bickford of Aurora,No Match,2020-07-10,29,7,0.2413793103448276,1,1,0,1,,,,,,,,,
St. Clair,Bria of Cahokia,145613,2020-07-10,29,3,0.10344827586206896,1,0,1,1,2020-12-06,145613,BRIA OF CAHOKIA,3354 JEROME LANE,CAHOKIA,IL,62206,St. Clair,
Winnebago,Van Matre Encompas Health,No Match,2020-07-10,29,3,0.10344827586206896,1,0,1,1,,,,,,,,,
Clinton,Clinton Manor Living Facility,146025,2020-07-10,29,1,0.03448275862068965,1,0,1,1,2020-12-06,146025,CLINTON MANOR LIVING CENTER,111 EAST ILLINOIS STREET,NEW BADEN,IL,62265,Clinton,33.0
Cook,Oak Park Oasis,145714,2020-07-10,29,11,0.3793103448275862,1,0,1,1,2020-12-06,145714,OAK PARK OASIS,625 NORTH HARLEM,OAK PARK,IL,60302,Cook,204.0
Cook,Greek American Rehab & Care,146031,2020-07-10,28,2,0.07142857142857142,1,0,1,1,2020-12-06,146031,GREEK AMERICAN REHAB CARE CTR,220 N FIRST STREET,WHEELING,IL,60090,Cook,188.0
Cook,Sunrise of Schaumburg,No Match,2020-07-10,28,4,0.14285714285714285,1,0,1,1,,,,,,,,,
Whiteside,Parkway Center,No Match,2020-07-10,28,5,0.17857142857142858,1,0,1,1,,,,,,,,,
Cook,Prairie Manor Rehab and Nursing,145629,2020-07-10,28,11,0.3928571428571429,1,0,1,1,2020-12-06,145629,PRAIRIE MANOR NRSG & REHAB CTR,345 DIXIE HIGHWAY,CHICAGO HEIGHTS,IL,60411,Cook,148.0
Cook,Aperion Care Forest Park,145969,2020-07-10,28,3,0.10714285714285714,1,0,1,1,2020-12-06,145969,APERION CARE FOREST PARK,8200 WEST ROOSEVELT ROAD,FOREST PARK,IL,60130,Cook,232.0
Cook,The Grove of Skokie,145860,2020-07-10,27,6,0.2222222222222222,1,0,1,1,2020-12-06,145860,"GROVE OF SKOKIE, THE",9000 LA VERGNE AVENUE,SKOKIE,IL,60077,Cook,
Cook,Vi at the Glen,146107,2020-07-10,27,4,0.14814814814814814,1,0,1,1,2020-12-06,146107,VI AT THE GLEN,2401 INDIGO LANE,GLENVIEW,IL,60026,Cook,47.0
Cook,Citadel of Northbrook,145982,2020-07-10,27,2,0.07407407407407407,1,0,1,1,2020-12-06,145982,"CITADEL OF NORTHBROOK, THE",3300 MILWAUKEE AVE.,NORTHBROOK,IL,60062,Cook,148.0
Cook,Southview Manor,146161,2020-07-10,27,2,0.07407407407407407,1,0,1,1,2020-12-06,146161,SOUTHVIEW MANOR,3311 S. MICHIGAN AVE.,CHICAGO,IL,60616,Cook,200.0
Cook,Manor Care at Arlington Heights,145199,2020-07-10,26,2,0.07692307692307693,1,0,1,1,2020-12-06,145199,MANORCARE OF ARLINGTON HEIGHTS,715 WEST CENTRAL ROAD,ARLINGTON HTS,IL,60005,Cook,151.0
Cook,Aperion Care Evanston,146058,2020-07-10,25,2,0.08,1,0,1,1,2020-12-06,146058,APERION CARE EVANSTON,1300 OAK AVENUE,EVANSTON,IL,60201,Cook,57.0
DuPage,Ray Graham Iona Glos,No Match,2020-07-10,25,2,0.08,1,0,1,1,,,,,,,,,
Cook,Presence Nazarethville,146180,2020-07-10,25,6,0.24,1,0,1,1,2020-12-06,146180,ASCENSION NAZARETHVILLE PLACE,300 NORTH RIVER ROAD,DES PLAINES,IL,60016,Cook,68.0
Cook,Villa at Palos Heights,145779,2020-07-10,25,5,0.2,1,0,1,1,2020-12-06,145779,VILLA AT PALOS HEIGHTS,12550 SOUTH RIDGELAND AVENUE,PALOS HEIGHTS,IL,60463,Cook,106.0
Cook,Symphony of Evanston,145803,2020-07-10,25,1,0.04,1,0,1,1,2020-12-06,145803,SYMPHONY EVANSTON HEALTHCARE,820 FOSTER STREET,EVANSTON,IL,60201,Cook,158.0
Cook,Belmont Village Senior Living of Glenview,No Match,2020-07-10,24,4,0.16666666666666666,1,0,1,1,,,,,,,,,
Cook,Weinberg Community for Senior Living,No Match,2020-07-10,24,2,0.08333333333333333,1,0,1,1,,,,,,,,,
DuPage,Terra Vista of Oakbrook Terrace,No Match,2020-07-10,24,3,0.125,1,0,1,1,,,,,,,,,
Winnebago,Anam Care Facility,No Match,2020-07-10,24,7,0.2916666666666667,1,1,0,1,,,,,,,,,
Cook,AMITA Health Holy Family Medical Center ,No Match,2020-07-10,24,1,0.04166666666666666,1,0,1,1,,,,,,,,,
Cook,Citadel of Warren Park,No Match,2020-07-10,24,4,0.16666666666666666,1,0,1,1,,,,,,,,,
Cook,Grace Point Place Memory Care,No Match,2020-07-10,24,8,0.3333333333333333,1,0,1,1,,,,,,,,,
DuPage,Lakeview Memory Care Community,No Match,2020-07-10,24,3,0.125,1,0,1,1,,,,,,,,,
Jackson,Integrity Healthcare of Carbondale,145757,2020-07-10,24,5,0.20833333333333331,1,0,1,1,2020-12-06,145757,INTEGRITY HC OF CARBONDALE,120 NORTH TOWER ROAD,CARBONDALE,IL,62901,Jackson,131.0
Cook,Parkshore Estates,145938,2020-07-10,23,1,0.043478260869565216,1,0,1,1,2020-12-06,145938,PARKSHORE ESTATES NURSING & REHAB,6125 SOUTH KENWOOD,CHICAGO,IL,60637,Cook,318.0
Cook,Lexington of Chicago Ridge,145700,2020-07-10,23,12,0.5217391304347826,1,1,0,1,2020-12-06,145700,LEXINGTON OF CHICAGO RIDGE,10300 SOUTHWEST HIGHWAY,CHICAGO RIDGE,IL,60415,Cook,203.0
Cook,Lydia Health Care Center,No Match,2020-07-10,23,3,0.13043478260869565,1,0,1,1,,,,,,,,,
Cook,Heather Manor Nursing & Rehabilitation Center,No Match,2020-07-10,23,4,0.17391304347826084,1,0,1,1,,,,,,,,,
Cook,Symphony of Hanover Park,146143,2020-07-10,22,2,0.09090909090909093,1,0,1,1,2020-12-06,146143,SYMPHONY OF HANOVER PARK,2000 WEST LAKE STREET,HANOVER PARK,IL,60133,Cook,110.0
Lake,Auberge at Lake Zurich,No Match,2020-07-10,22,6,0.2727272727272727,1,0,1,1,,,,,,,,,
Cook,Balmoral Home,145796,2020-07-10,21,0,0.0,1,0,1,1,2020-12-06,145796,BALMORAL HOME,2055 WEST BALMORAL AVENUE,CHICAGO,IL,60625,Cook,213.0
DuPage,Alden Village Bloomingdale,No Match,2020-07-10,21,1,0.047619047619047616,1,0,1,1,,,,,,,,,
Rock Island,Fort Armstrong,No Match,2020-07-10,20,1,0.05,1,0,1,1,,,,,,,,,
Cook,Brookdale Des Plaines,No Match,2020-07-10,20,6,0.3,1,0,1,1,,,,,,,,,
Tazewell,Reflections Memory Care,No Match,2020-07-10,20,4,0.2,1,0,1,1,,,,,,,,,
Cook,Edward Hines VA Community Living Center,No Match,2020-07-10,20,3,0.15,1,0,1,1,,,,,,,,,
DuPage,Brookdale Burr Ridge,146094,2020-07-10,20,5,0.25,1,0,1,1,2020-12-06,146094,BROOKDALE BURR RIDGE,6801 HIGHGROVE BOULEVARD,BURR RIDGE,IL,60521,DuPage,124.0
Lake,Libertyville Manor,145344,2020-07-10,20,10,0.5,1,0,1,1,2020-12-06,145344,LIBERTYVILLE MANOR EXT CARE,610 PETERSON ROAD,LIBERTYVILLE,IL,60048,Lake,174.0
Peoria,EP!C,No Match,2020-07-10,19,0,0.0,1,1,0,1,,,,,,,,,
Madison,Beverly Farm,No Match,2020-07-10,19,0,0.0,1,0,1,1,,,,,,,,,
Lake,Mount St. Joseph,No Match,2020-07-10,19,1,0.05263157894736842,1,0,1,1,,,,,,,,,
Cook,Elevate Care South Holland,No Match,2020-07-10,19,6,0.3157894736842105,1,0,1,1,,,,,,,,,
Peoria,Grand View Alzheimers Special Care Center,No Match,2020-07-10,18,2,0.1111111111111111,1,0,1,1,,,,,,,,,
Lake,Sheridan at Green Oaks,No Match,2020-07-10,18,2,0.1111111111111111,1,0,1,1,,,,,,,,,
Cook,Waverly Inn Memory Care Community,No Match,2020-07-10,18,8,0.4444444444444444,1,0,1,1,,,,,,,,,
Cook,Lakefront Nursing,145235,2020-07-10,18,0,0.0,1,0,1,1,2020-12-06,145235,LAKEFRONT NURSING & REHAB CTR,7618 NORTH SHERIDAN ROAD,CHICAGO,IL,60626,Cook,99.0
Cook,The Clare,146141,2020-07-10,18,0,0.0,1,0,1,1,2020-12-06,146141,TERRACES AT THE CLARE,55 EAST PEARSON,CHICAGO,IL,60611,Cook,50.0
Will,Willow House,No Match,2020-07-10,18,0,0.0,1,1,0,1,,,,,,,,,
Winnebago,PA Peterson at theCitadel,145751,2020-07-10,18,4,0.2222222222222222,1,0,1,1,2020-12-06,145751,PA PETERSON AT THE CITADEL,1311 PARKVIEW AVENUE,ROCKFORD,IL,61107,Winnebago,129.0
Whiteside,Harbor Crest,146158,2020-07-10,18,4,0.2222222222222222,1,0,1,1,2020-12-06,146158,HARBOR CREST HOME,817 17TH STREET,FULTON,IL,61252,Whiteside,
Cook,Northbrook Inn Memory Care,No Match,2020-07-10,18,9,0.5,1,0,1,1,,,,,,,,,
Cook,Friendship Village LTC,145341,2020-07-10,18,5,0.2777777777777778,1,0,1,1,2020-12-06,145341,FRIENDSHIP VILLAGE-SCHAUMBURG,350 WEST SCHAUMBURG ROAD,SCHAUMBURG,IL,60194,Cook,250.0
Lake,Brookdale Vernon Hills,No Match,2020-07-10,18,3,0.16666666666666666,1,0,1,1,,,,,,,,,
Cook,Citadel of Wilmette,145932,2020-07-10,17,5,0.29411764705882354,1,0,1,1,2020-12-06,145932,CITADEL CARE CENTER-WILMETTE,432 POPLAR DRIVE,WILMETTE,IL,60091,Cook,62.0
DuPage,Lexington of Elmhurst,145711,2020-07-10,17,11,0.6470588235294118,1,0,1,1,2020-12-06,145711,LEXINGTON OF ELMHURST,420 WEST BUTTERFIELD ROAD,ELMHURST,IL,60126,DuPage,145.0
Rock Island,Aperion Care Moline,No Match,2020-07-10,17,2,0.1176470588235294,1,0,1,1,,,,,,,,,
Lake,The Solana Deer Park,No Match,2020-07-10,17,5,0.29411764705882354,1,0,1,1,,,,,,,,,
Cook,Greenwood Care-Evanston,No Match,2020-07-10,17,1,0.05882352941176471,1,0,1,1,,,,,,,,,
Cook,Alden Lakeland,145450,2020-07-10,17,2,0.1176470588235294,1,0,1,1,2020-12-06,145450,ALDEN LAKELAND REHAB & HCC,820 WEST LAWRENCE,CHICAGO,IL,60640,Cook,300.0
Whiteside,Regency Care of Sterling ,No Match,2020-07-10,17,1,0.05882352941176471,1,0,1,1,,,,,,,,,
Peoria,Bickford Senior Living of Peoria,No Match,2020-07-10,16,3,0.1875,1,1,0,1,,,,,,,,,
Cook,Prairie Green at Dixie Crossing,No Match,2020-07-10,16,5,0.3125,1,0,1,1,,,,,,,,,
Cook,RML Specialty Hospital Hinsdale,No Match,2020-07-10,16,1,0.0625,1,0,1,1,,,,,,,,,
Cook,Westminster Place,145026,2020-07-10,16,0,0.0,1,0,1,1,2020-12-06,145026,WESTMINSTER PLACE,3200 GRANT STREET,EVANSTON,IL,60201,Cook,105.0
Lake,Cedar Lake,No Match,2020-07-10,16,8,0.5,1,1,0,1,,,,,,,,,
Cook,Kensington Place Nursing And Rehabilitation Center,145829,2020-07-10,15,2,0.13333333333333333,1,0,1,1,2020-12-06,145829,KENSINGTON PLACE NRSG & REHAB,3405 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60616,Cook,155.0
McHenry,Fair Oaks Health Care Center,145917,2020-07-10,15,3,0.2,1,1,0,1,2020-12-06,145917,FAIR OAKS HEALTH CARE CENTER,471 TERRA COTTA AVENUE,CRYSTAL LAKE,IL,60014,McHenry,51.0
Will,Spring Creek Nursing Home,146172,2020-07-10,15,2,0.13333333333333333,1,0,1,1,2020-12-06,146172,SPRING CREEK,777 DRAPER AVENUE,JOLIET,IL,60432,Will,168.0
Lake,Victory Lakes Continuing Care Center,No Match,2020-07-10,15,4,0.26666666666666666,1,0,1,1,,,,,,,,,
Cook,Aperion Care Chicago Heights,145180,2020-07-10,15,1,0.06666666666666668,1,0,1,1,2020-12-06,145180,APERION CARE CHICAGO HEIGHTS,490 WEST 16TH PLACE,CHICAGO HEIGHTS,IL,60411,Cook,200.0
Cook,Presence St. Benedict,145731,2020-07-10,15,2,0.13333333333333333,1,0,1,1,2020-12-06,145731,ASCENSION SAINT BENEDICT,6930 WEST TOUHY AVENUE,NILES,IL,60714,Cook,98.0
Will,Alden Estates of Shorewood,146153,2020-07-10,15,2,0.13333333333333333,1,0,1,1,2020-12-06,146153,ALDEN ESTATES OF SHOREWOOD,710 W BLACK ROAD,SHOREWOOD,IL,60404,Will,100.0
Cook,Alden Estates of Evanston,145907,2020-07-10,15,2,0.13333333333333333,1,0,1,1,2020-12-06,145907,ALDEN ESTATES OF EVANSTON,2520 GROSS POINT ROAD,EVANSTON,IL,60201,Cook,99.0
Kane,Bright Oaks of Aurora,No Match,2020-07-10,15,4,0.26666666666666666,1,0,1,1,,,,,,,,,
Cook,Lexington healthcare of Schaumburg,145678,2020-07-10,14,2,0.14285714285714285,1,0,1,1,2020-12-06,145678,LEXINGTON OF SCHAUMBURG,675 SOUTH ROSELLE ROAD,SCHAUMBURG,IL,60193,Cook,214.0
McHenry,Revere Court of Crystal Lake,No Match,2020-07-10,14,3,0.21428571428571427,1,1,0,1,,,,,,,,,
DuPage,The Radcliff Wood Dale,No Match,2020-07-10,14,2,0.14285714285714285,1,0,1,1,,,,,,,,,
Cook,Avenues to Independence,No Match,2020-07-10,14,0,0.0,1,0,1,1,,,,,,,,,
Cook,Madden Mental Health Center,No Match,2020-07-10,14,0,0.0,1,0,1,1,,,,,,,,,
Cook,Bella Terra Streamwood,145701,2020-07-10,14,2,0.14285714285714285,1,0,1,1,2020-12-06,145701,BELLA TERRA STREAMWOOD,815 EAST IRVING PARK ROAD,STREAMWOOD,IL,60107,Cook,214.0
Cook,Inverness Health and Rehab,145994,2020-07-10,14,0,0.0,1,0,1,1,2020-12-06,145994,INVERNESS HEALTH & REHAB,1800 COLONIAL PARKWAY,INVERNESS,IL,60067,Cook,140.0
Cook,Brookdale Orland Park,No Match,2020-07-10,14,6,0.42857142857142855,1,0,1,1,,,,,,,,,
Cook,Oak Park Brookdale,No Match,2020-07-10,14,1,0.07142857142857142,1,0,1,1,,,,,,,,,
Lake,The Village at Victory Lakes,145602,2020-07-10,14,1,0.07142857142857142,1,1,0,1,2020-12-06,145602,"VILLAGE AT VICTORY LAKES, THE",1055 EAST GRAND AVENUE,LINDENHURST,IL,60046,Lake,120.0
Cook,The Hartwell,No Match,2020-07-10,14,0,0.0,1,0,1,1,,,,,,,,,
Cook,Albany Care,No Match,2020-07-10,14,0,0.0,1,0,1,1,,,,,,,,,
Kane,Fox knoll,No Match,2020-07-10,13,2,0.15384615384615385,1,0,1,1,,,,,,,,,
Cook,Presence MaryHaven,145741,2020-07-10,13,4,0.3076923076923077,1,1,0,1,2020-12-06,145741,"CITADEL OF GLENVIEW,THE",1700 EAST LAKE AVENUE,GLENVIEW,IL,60025,Cook,135.0
Montgomery,Tremont Ridge,No Match,2020-07-10,13,0,0.0,1,0,1,1,,,,,,,,,
Cook,Bryn Mawr Care,No Match,2020-07-10,13,0,0.0,1,0,1,1,,,,,,,,,
Winnebago,Rock River Health Care,145818,2020-07-10,13,1,0.07692307692307693,1,0,1,1,2020-12-06,145818,ROCK RIVER HEALTH CARE,707 WEST RIVERSIDE BOULEVARD,ROCKFORD,IL,61103,Winnebago,130.0
Kane,Northern Illinois Academy,No Match,2020-07-10,13,0,0.0,1,0,1,1,,,,,,,,,
DuPage,Aspired Living of Westmont,No Match,2020-07-10,13,4,0.3076923076923077,1,0,1,1,,,,,,,,,
Cook,Pershing Garden,146078,2020-07-10,13,4,0.3076923076923077,1,1,0,1,2020-12-06,146078,PERSHING GARDENS HEALTHCARE CENTER,3900 SOUTH OAK PARK AVENUE,STICKNEY,IL,60402,Cook,51.0
Cook,Alden Estates Des Plaines,145998,2020-07-10,13,2,0.15384615384615385,1,0,1,1,2020-12-06,145998,ALDEN DES PLAINES REHAB & HC,1221 EAST GOLF ROAD,DES PLAINES,IL,60016,Cook,110.0
Cook,Aspire Living Prospect Heights,No Match,2020-07-10,13,0,0.0,1,0,1,1,,,,,,,,,
Rock Island,Illini Restorative Care,145703,2020-07-10,13,0,0.0,1,0,1,1,2020-12-06,145703,ILLINI RESTORATIVE CARE,1455 HOSPITAL ROAD,SILVIS,IL,61282,Rock Island,120.0
Will,Senior Star at Weber Place,No Match,2020-07-10,13,4,0.3076923076923077,1,1,0,1,,,,,,,,,
Kane,White Oaks Spring Street,No Match,2020-07-10,12,2,0.16666666666666666,1,0,1,1,,,,,,,,,
Cook,Abington of Glenview,145683,2020-07-10,12,1,0.08333333333333333,1,0,1,1,2020-12-06,145683,ABINGTON OF GLENVIEW NURSING,3901 GLENVIEW ROAD,GLENVIEW,IL,60025,Cook,192.0
Winnebago,Fairhaven Christian Retirement Center,14E345,2020-07-10,12,0,0.0,1,0,1,1,2020-12-06,14E345,FAIRHAVEN CHRISTIAN RET CENTER,3470 NORTH ALPINE ROAD,ROCKFORD,IL,61114,Winnebago,186.0
St. Clair,Cedarhurst of Shiloh,No Match,2020-07-10,12,0,0.0,1,0,1,1,,,,,,,,,
Cook,Sunrise of Flossmore,No Match,2020-07-10,12,6,0.5,1,0,1,1,,,,,,,,,
DuPage,Sunrise of Willowbrook Assisted Living,No Match,2020-07-10,12,1,0.08333333333333333,1,0,1,1,,,,,,,,,
DuPage,Naperville Manor Health & Rehab Center,No Match,2020-07-10,12,1,0.08333333333333333,1,0,1,1,,,,,,,,,
DuPage,Arista Healthcare Naperville,145358,2020-07-10,12,1,0.08333333333333333,1,0,1,1,2020-12-06,145358,ARISTA HEALTHCARE,1136 NORTH MILL STREET,NAPERVILLE,IL,60563,DuPage,153.0
Cook,Margaret Manor Central,No Match,2020-07-10,12,1,0.08333333333333333,1,0,1,1,,,,,,,,,
McDonough,The Lamoine Assisted Living & Memory Care,No Match,2020-07-10,12,1,0.08333333333333333,1,1,0,1,,,,,,,,,
Cook,Victory Centre of Sierra Ridge,No Match,2020-07-10,12,1,0.08333333333333333,1,0,1,1,,,,,,,,,
Kane,Batavia Rehabilitation Center,140E96,2020-07-10,11,2,0.18181818181818185,1,0,1,1,,,,,,,,,
Kane,Sunnymere,No Match,2020-07-10,11,0,0.0,1,1,0,1,,,,,,,,,
Kane,Avantara Elgin,145699,2020-07-10,11,0,0.0,1,0,1,1,2020-12-06,145699,AVANTARA OF ELGIN,1950 LARKIN AVENUE,ELGIN,IL,60123,Kane,112.0
Will,"Charter Senoir Living, The Cottages",No Match,2020-07-10,11,2,0.18181818181818185,1,1,0,1,,,,,,,,,
Winnebago,River Bluff Nursing Home,145771,2020-07-10,11,0,0.0,1,0,1,1,2020-12-06,145771,RIVER BLUFF NURSING HOME,4401 NORTH MAIN STREET,ROCKFORD,IL,61103,Winnebago,304.0
Cook,Elevate Care Niles,145662,2020-07-10,11,5,0.4545454545454545,1,0,1,1,2020-12-06,145662,ELEVATE CARE NILES,8333 WEST GOLF ROAD,NILES,IL,60714,Cook,302.0
Cook,Prairie Green at Fays Point,No Match,2020-07-10,11,3,0.2727272727272727,1,0,1,1,,,,,,,,,
Lake,Balmoral Care Center,No Match,2020-07-10,11,2,0.18181818181818185,1,0,1,1,,,,,,,,,
Cook,Presence Resurrection Life Center,145960,2020-07-10,11,1,0.09090909090909093,1,0,1,1,2020-12-06,145960,ASCENSION RESURRECTION LIFE,7370 WEST TALCOTT AVENUE,CHICAGO,IL,60631,Cook,162.0
Cook,Emerald Place Memory Care,No Match,2020-07-10,11,2,0.18181818181818185,1,0,1,1,,,,,,,,,
Kane,Grove of St. Charles,No Match,2020-07-10,11,2,0.18181818181818185,1,1,0,1,,,,,,,,,
Cook,The Grove of Northbrook,145809,2020-07-10,10,0,0.0,1,0,1,1,2020-12-06,145809,"GROVE OF NORTHBROOK,THE",263 SKOKIE BOULEVARD,NORTHBROOK,IL,60062,Cook,132.0
Cook,Central Baptist Village,145853,2020-07-10,10,0,0.0,1,0,1,1,2020-12-06,145853,CENTRAL BAPTIST VILLAGE,4747 NORTH CANFIELD AVENUE,NORRIDGE,IL,60656,Cook,120.0
Cook,Holy Family Villa,146053,2020-07-10,10,3,0.3,1,0,1,1,2020-12-06,146053,HOLY FAMILY VILLA,12220 SOUTH WILL COOK ROAD,PALOS PARK,IL,60464,Cook,
Cook,Evergreen Senior Living,No Match,2020-07-10,10,4,0.4,1,0,1,1,,,,,,,,,
Kane,Riverview Rehab Center,No Match,2020-07-10,10,0,0.0,1,0,1,1,,,,,,,,,
Cook,St Joseph Home For the Elderly,No Match,2020-07-10,10,0,0.0,1,0,1,1,,,,,,,,,
Cook,Skokie Meadows,No Match,2020-07-10,10,0,0.0,1,0,1,1,,,,,,,,,
Cook,Brandel Care Center,145527,2020-07-10,10,0,0.0,1,0,1,1,2020-12-06,145527,BRANDEL HEALTH AND REHAB,2155 PFINGSTEN ROAD,NORTHBROOK,IL,60062,Cook,89.0
Cook,North Shore Place,No Match,2020-07-10,10,0,0.0,1,0,1,1,,,,,,,,,
Will,Smith Crossing,146110,2020-07-10,10,0,0.0,1,0,1,1,2020-12-06,146110,SMITH CROSSING,10501 EMILIE LANE,ORLAND PARK,IL,60467,Cook,92.0
DuPage,The Birches Assisted Living Clarendon Hills,No Match,2020-07-10,10,0,0.0,1,0,1,1,,,,,,,,,
DuPage,West Chicago Terrace,14E392,2020-07-10,10,2,0.2,1,0,1,1,2020-12-06,14E392,WEST CHICAGO TERRACE,928 JOLIET ROAD,WEST CHICAGO,IL,60185,DuPage,120.0
Cook,Mercy Circle,146174,2020-07-10,10,0,0.0,1,0,1,1,2020-12-06,146174,MERCY CIRCLE,3659 WEST 99TH STREET,CHICAGO,IL,60655,Cook,23.0
Rock Island,Hope Creek,145269,2020-07-10,10,1,0.1,1,0,1,1,2020-12-06,145269,HOPE CREEK NURSING & REHAB,4343 KENNEDY DRIVE,EAST MOLINE,IL,61244,Rock Island,245.0
Lake,Brookdale - Hawthorn Lakes,No Match,2020-07-10,9,0,0.0,1,0,1,1,,,,,,,,,
DuPage,Oak Trace,145804,2020-07-10,9,3,0.3333333333333333,1,0,1,1,2020-12-06,145804,OAK TRACE,250 VILLAGE DRIVE,DOWNERS GROVE,IL,60516,DuPage,102.0
Cook,Alden Estates of Barrington,145557,2020-07-10,9,0,0.0,1,0,1,1,2020-12-06,145557,ALDEN ESTATES OF BARRINGTON,1420 SOUTH BARRINGTON ROAD,BARRINGTON,IL,60010,Cook,150.0
Cook,The Sheridan of Park Ridge,No Match,2020-07-10,9,3,0.3333333333333333,1,0,1,1,,,,,,,,,
Lake,Hillcrest Retirement Village,146130,2020-07-10,9,0,0.0,1,0,1,1,2020-12-06,146130,HILLCREST RETIREMENT VILLAGE,1740 NORTH CIRCUIT DRIVE,ROUND LAKE BEACH,IL,60073,Lake,138.0
Lake,The Wellshire Lincolnshire,No Match,2020-07-10,9,3,0.3333333333333333,1,0,1,1,,,,,,,,,
Cook,Oak Park Arms,No Match,2020-07-10,9,2,0.2222222222222222,1,1,0,1,,,,,,,,,
DuPage,Westbridge Assisted Living Wheaton,No Match,2020-07-10,9,4,0.4444444444444444,1,0,1,1,,,,,,,,,
Madison,Cedarhurst of Godfrey,No Match,2020-07-10,9,0,0.0,1,0,1,1,,,,,,,,,
St. Clair,Knollwood,No Match,2020-07-10,9,1,0.1111111111111111,1,0,1,1,,,,,,,,,
Sangamon,Cedarhurst Assisted Living and Memory Care,No Match,2020-07-10,9,1,0.1111111111111111,1,0,1,1,,,,,,,,,
Cook,Victory Centre of Riverwoods,No Match,2020-07-10,9,4,0.4444444444444444,1,0,1,1,,,,,,,,,
Will,Victorian Village,146178,2020-07-10,9,1,0.1111111111111111,1,1,0,1,2020-12-06,146178,VICTORIAN VILLAGE HLTH & WELL,12525 W RENAISSANCE CIRCLE,HOMER GLEN,IL,60491,Will,50.0
Kendall,Hillside Rehab and Care,145609,2020-07-10,8,2,0.25,1,0,1,1,2020-12-06,145609,HILLSIDE REHAB & CARE CENTER,1308 GAME FARM ROAD,YORKVILLE,IL,60560,Kendall,79.0
DuPage,Brookdale Glen Ellyn,No Match,2020-07-10,8,1,0.125,1,0,1,1,,,,,,,,,
Kane,Alden Courts of Waterford,146182,2020-07-10,8,0,0.0,1,1,0,1,2020-12-06,146182,ALDEN COURTS OF WATERFORD,1991 RANDI DRIVE,AURORA,IL,60504,Kane,64.0
Cook,Country Club Terrace,No Match,2020-07-10,8,0,0.0,1,0,1,1,,,,,,,,,
Will,Willow Falls,No Match,2020-07-10,8,2,0.25,1,1,0,1,,,,,,,,,
Lake,Azpira Place of Lake Zurich,No Match,2020-07-10,8,1,0.125,1,1,0,1,,,,,,,,,
DuPage,Clarendale of Addison,No Match,2020-07-10,8,0,0.0,1,0,1,1,,,,,,,,,
Lake,Sunrise of Barrington,No Match,2020-07-10,8,1,0.125,1,1,0,1,,,,,,,,,
Cook,Peace Village,No Match,2020-07-10,8,1,0.125,1,0,1,1,,,,,,,,,
Cook,Brookdale Hoffman Estates,No Match,2020-07-10,8,0,0.0,1,0,1,1,,,,,,,,,
McDonough,Mosaic,No Match,2020-07-10,8,0,0.0,1,0,1,1,,,,,,,,,
Cook,Revere Court of South Barrington,No Match,2020-07-10,8,2,0.25,1,0,1,1,,,,,,,,,
Lake,Victory Centre of  Vernon Hills,No Match,2020-07-10,8,0,0.0,1,1,0,1,,,,,,,,,
Will,Alden Courts of Shorewood,146183,2020-07-10,8,1,0.125,1,1,0,1,2020-12-06,146183,ALDEN COURTS OF SHOREWOOD,700 WEST BLACK ROAD,SHOREWOOD,IL,60404,Will,50.0
Will,Aperion Wilmington,145316,2020-07-10,8,0,0.0,1,1,0,1,2020-12-06,145316,APERION CARE WILMINGTON,555 WEST KAHLER,WILMINGTON,IL,60481,Will,171.0
Cook,Brookdale - Lake Shore,No Match,2020-07-10,8,0,0.0,1,0,1,1,,,,,,,,,
Kankakee,Riverside Senior Life at Bourbonnais,No Match,2020-07-10,8,0,0.0,1,1,0,1,,,,,,,,,
Lake,The Auberge At Highland Park,No Match,2020-07-10,7,3,0.42857142857142855,1,1,0,1,,,,,,,,,
Lake,Rolling Hills Place,No Match,2020-07-10,7,1,0.14285714285714285,1,1,0,1,,,,,,,,,
