County,FacilityName,confirmed_cases,deaths,CFR,outbreaks
Cook,Lexington of Chicago Ridge,23,12,0.5217391304347826,1
Cook,Edward Hines VA Community Living Center,23,3,0.13043478260869565,1
Cook,Heather Manor Nursing & Rehabilitation Center,23,4,0.17391304347826086,1
Cook,Inverness Health and Rehab,23,0,0.0,1
Cook,Alden Estates Des Plaines,23,2,0.08695652173913043,2
Lake,Brookdale Vernon Hills,23,3,0.13043478260869565,1
Macoupin,Gillespie Heritage Health,23,3,0.13043478260869565,1
Will,Our Lady Of Angels Retirement Home,23,1,0.043478260869565216,2
Cook,Citadel of Skokie,23,4,0.17391304347826086,2
Peoria,Generations at Peoria,23,2,0.08695652173913043,1
Lake,The Wellshire Lincolnshire,23,3,0.13043478260869565,1
Vermilion,Arcadia Care of Danville,23,1,0.043478260869565216,1
Kane,Heritage Woods of Batavia ,23,1,0.043478260869565216,1
Cook,Friendship Village LTC,23,5,0.21739130434782608,1
Lake,Mount St. Joseph,22,1,0.045454545454545456,1
Lake,The Solana Deer Park,22,5,0.22727272727272727,2
Richland,LAVENDER RIDGE MEMORY CARE,22,4,0.18181818181818182,1
Coles,Copper Creek Cottages,22,5,0.22727272727272727,1
Madison,Beverly Farm,22,0,0.0,1
DuPage,Alden Village Bloomingdale,22,2,0.09090909090909091,1
Cook,Lydia Health Care Center,22,3,0.13636363636363635,1
Cook,Bella Terra Streamwood,21,3,0.14285714285714285,1
Bond,Greenville Nursing & Rehab,21,1,0.047619047619047616,1
Saline,Saline Care Nursing and Rehab,21,0,0.0,1
St. Clair,Mercy ,21,2,0.09523809523809523,1
Peoria,EP!C,21,0,0.0,1
Winnebago,Rock River Health Care,21,2,0.09523809523809523,1
Winnebago,Fairhaven Christian Retirement Center,21,0,0.0,1
DuPage,Brookdale Burr Ridge,21,5,0.23809523809523808,1
DuPage,The Radcliff Wood Dale,21,2,0.09523809523809523,2
Will,Willow Falls,21,2,0.09523809523809523,2
Whiteside,Exceptional Care and Training Center,21,0,0.0,1
Whiteside,Regency Care of Sterling ,20,2,0.1,1
Macon,Prairie Creek Village,20,0,0.0,2
Wabash,Villas of Holly Brook,20,1,0.05,1
Macon,Lincolnshire Place,20,0,0.0,1
Bond,Cedarhurst of Greenville,20,3,0.15,1
Livingston,Good Samaritan Rehabilitation/Healthcare,20,1,0.05,1
Rock Island,Fort Armstrong,20,1,0.05,1
Cook,Brookdale Des Plaines,20,7,0.35,1
St. Clair,Brightly Senior Living,20,0,0.0,1
DuPage,Clarendale of Addison,20,3,0.15,2
Tazewell,Reflections Memory Care,20,4,0.2,1
DeKalb,Oakcrest DeKalb Area Retirement Center,20,1,0.05,1
Champaign,Champaign Urbana Nursing and Rehab,20,1,0.05,1
St. Clair,Freeburg Terrace,20,0,0.0,1
Randolph,Coulterville Rehabilitation & Health Care Center,20,0,0.0,3
Pike,Kepley House,20,0,0.0,1
Cook,Citadel of Wilmette,19,5,0.2631578947368421,1
Tazewell,Generations Riverview SNF,19,2,0.10526315789473684,1
Cook,Elevate Care South Holland,19,6,0.3157894736842105,1
Sangamon,Villa Healthcare Center West,19,1,0.05263157894736842,1
Ogle,Rochelle Rehab,19,2,0.10526315789473684,1
Lee,Dixon Healthc,19,0,0.0,1
McLean,Luther Oakes,19,0,0.0,3
DeKalb,DeKalb County Rehab and Nursing,19,0,0.0,2
Monroe,Integrity Healthcare-Columbia Rehab & Care Center,19,3,0.15789473684210525,1
Cook,Jackson Park Assisted living,19,3,0.15789473684210525,1
Cook,Artis Senior Living of Lakeview,19,8,0.42105263157894735,1
Kankakee,Manteno Veterans Home,19,2,0.10526315789473684,1
Will,Willow House,18,0,0.0,1
Cook,Northbrook Inn Memory Care,18,5,0.2777777777777778,1
Sangamon,St. Josephs Home,18,1,0.05555555555555555,1
Cook,Oak Park Brookdale,18,1,0.05555555555555555,2
Cook,Waverly Inn Memory Care Community,18,8,0.4444444444444444,1
Cook,Elevate Care Niles,18,5,0.2777777777777778,1
Cook,Prairie Green at Dixie Crossing,18,6,0.3333333333333333,1
Cook,Alden,18,0,0.0,1
Cook,Presbyterian Westminster Homes,18,0,0.0,1
Will,Parc of Joliet,18,0,0.0,1
Cook,St. Mary of Providence in Chicago,18,0,0.0,1
Macon,Fair Havens Senior Living Facility,18,0,0.0,1
Rock Island,Friendship Manor,18,0,0.0,2
Cook,Alden Estates of Evanston,18,2,0.1111111111111111,1
Rock Island,Illini Restorative Care,17,0,0.0,2
Rock Island,Serenity  (Aperion) Moline,17,2,0.11764705882352941,1
Peoria,Grand View Alzheimers Special Care Center,17,4,0.23529411764705882,1
Whiteside,Harbor Crest,17,4,0.23529411764705882,1
Clinton,Carlyle Healthcare Center,17,0,0.0,1
Lake,Victory Lakes Continuing Care Center,17,4,0.23529411764705882,2
Kane,Bright Oaks of Aurora,17,4,0.23529411764705882,1
McLean,The Villas of Holly Brook-Towanda Barnes,17,2,0.11764705882352941,1
Will,Village Woods,17,0,0.0,1
Peoria,Bickford Senior Living of Peoria,16,3,0.1875,1
Champaign,Meadowbrook at Clark-Lindsey,16,0,0.0,2
Lake,Cedar Lake,16,8,0.5,1
Will,Alden Courts of Shorewood,16,1,0.0625,3
Cook,Alden Village North,16,0,0.0,2
Winnebago,PA Peterson at theCitadel,16,7,0.4375,1
Will,Senior Star at Weber Place,16,4,0.25,2
Lake,Balmoral Care Center,16,2,0.125,1
Mercer,Brookstone of Aledo,16,4,0.25,1
DuPage,Rehab Without Walls,16,0,0.0,1
Cook,RML Specialty Hospital Hinsdale,16,1,0.0625,1
DuPage,Oak Trace Skilled Nursing,16,0,0.0,2
DuPage,Wynscape Health and Rehabilitation,16,0,0.0,3
Sangamon,Concordia Village Senior ,16,0,0.0,1
Ford,Accolade Senior Living,16,0,0.0,1
Cook,Westminster Place,16,0,0.0,1
Cook,PACTT Learning -Oak Park,16,0,0.0,1
Cook,The Hartwell,16,0,0.0,1
Cook,The Mather,16,1,0.0625,1
Madison,Cedarhurst of Collinsville,15,1,0.06666666666666667,1
Cook,Kensington Place Nursing And Rehabilitation Center,15,2,0.13333333333333333,1
McHenry,Fair Oaks Health Care Center,15,3,0.2,1
Cook,Presence St. Benedict,15,3,0.2,1
Cook,Central Baptist Village,15,1,0.06666666666666667,2
Will,Aperion Wilmington,15,0,0.0,3
Cook,Brookdale Orland Park,15,6,0.4,1
St. Clair,Four Fountains2,15,1,0.06666666666666667,1
Lake,Charter Senior Living LLC,15,0,0.0,1
DeKalb,Opportunity House,15,0,0.0,1
Bureau,Aperion Care- Princeton,15,1,0.06666666666666667,1
Cook,Holy Family Villa,15,4,0.26666666666666666,2
Champaign,University Rehab Center,14,0,0.0,2
Kane,Fox knoll,14,2,0.14285714285714285,1
McHenry,Revere Court of Crystal Lake,14,3,0.21428571428571427,1
Adams,Cedarhurst,14,0,0.0,1
Whiteside,Citadel of Sterling ,14,0,0.0,1
Lake,The Village at Victory Lakes,14,1,0.07142857142857142,1
Cook,Weinberg Senior Living,14,0,0.0,1
Cook,Emerald Place Memory Care,14,2,0.14285714285714285,2
Cook,Wesley Place,14,0,0.0,2
Winnebago,East Bank Center,14,0,0.0,2
Kane,Greenfields of Geneva,14,0,0.0,2
Winnebago,Medina Nursing Center,13,0,0.0,1
Lake,Auberge at Highland Park,13,0,0.0,1
Monroe,Cedarhurst of Waterloo,13,0,0.0,1
Lake,Lambs Farm,13,0,0.0,1
McLean,The Lofts Rehabilitation and Nursing of Normal,13,1,0.07692307692307693,1
Adams,Good Samaritan Home,13,1,0.07692307692307693,1
Kane,Northern Illinois Academy,13,0,0.0,1
Cook,Three Crowns Park,13,0,0.0,1
Cook,Aspire Living Prospect Heights,13,1,0.07692307692307693,1
Kane,Riverview Rehab Center,13,0,0.0,1
Montgomery,Tremont Ridge,13,3,0.23076923076923078,1
Cook,The Reserve at Arlington Heights,13,1,0.07692307692307693,1
LaSalle,Heritage Health Peru,13,0,0.0,1
DuPage,Sunrise Fountain Square Lombard,13,1,0.07692307692307693,1
St. Clair,Cedarhurst of Shiloh,13,0,0.0,1
Cook,North Shore Place,13,0,0.0,2
Madison,Elmwood Nursing and Rehab,13,0,0.0,1
Cook,Presence MaryHaven,13,4,0.3076923076923077,1
Cook,Pershing Garden,13,4,0.3076923076923077,1
Jefferson,Lavender Ridge Memory Care,13,3,0.23076923076923078,1
Cook,Misericordia - Marian Center,13,0,0.0,1
Lake,Rolling Hills Manor,12,1,0.08333333333333333,2
DuPage,Sunrise of Willowbrook Assisted Living,12,1,0.08333333333333333,1
LaSalle,Ottawa Pavilion,12,0,0.0,1
Cook,Margaret Manor Central,12,1,0.08333333333333333,1
Tazewell,Apostolic Christian Restmor,12,0,0.0,1
Kane,White Oaks Spring Street,12,2,0.16666666666666666,1
Cook,Sunrise of Flossmore,12,6,0.5,1
Brown,Heritage Health,12,0,0.0,1
Kane,Batavia Rehabilitation Center,12,2,0.16666666666666666,1
Cook,Manor Care Palos Heights East,12,1,0.08333333333333333,1
Madison,Evergreen Place,12,1,0.08333333333333333,1
Cook,Covenant Home of Chicago,12,0,0.0,2
McHenry,Eastgate Manor of Algonquin,12,0,0.0,1
McDonough,The Lamoine Assisted Living & Memory Care,12,1,0.08333333333333333,1
Cook,Brookdale - Lake Shore,12,0,0.0,1
DuPage,West Chicago Terrace,12,0,0.0,2
Cook,Victory Centre of Sierra Ridge,12,1,0.08333333333333333,1
DuPage,Winfield Woods Healthcare Center,12,0,0.0,2
Sangamon,Heritage Health Springfield,12,0,0.0,1
Logan,Vonderlieth Living Center,12,1,0.08333333333333333,1
Cook,Brookdale Hoffman Estates,12,0,0.0,1
Warren,Monmouth Nursing Home,12,2,0.16666666666666666,1
Lake,Sunrise of Barrington,11,3,0.2727272727272727,2
DuPage,Saratoga Grove,11,0,0.0,2
Madison,Cedarhurst of Highland,11,0,0.0,2
Madison,Cedarhurst of Bethalto,11,0,0.0,2
DuPage,Naperville Manor Health & Rehab Center,11,1,0.09090909090909091,1
Wabash,Oakview Nursing and Rehabilitation,11,0,0.0,1
Piatt,Arbor Rose of Monticello,11,0,0.0,1
LaSalle,Heritage Health Streator,11,0,0.0,1
Kane,Grove of St. Charles,11,2,0.18181818181818182,1
Will,"Charter Senoir Living, The Cottages",11,2,0.18181818181818182,1
St. Clair,Integrity Care of Belleville,11,1,0.09090909090909091,1
Kane,Heritage Woods and White Oaks of Huntley,11,0,0.0,1
DuPage,Westbridge Assisted Living Wheaton,11,5,0.45454545454545453,2
Lake,Azpira Place of Lake Zurich,11,1,0.09090909090909091,1
Winnebago,TLC Living Community,11,1,0.09090909090909091,1
Cook,Inverness Health and Rehab Center,11,0,0.0,1
Kane,Sunnymere,11,0,0.0,1
Cook,Symphony Residences at Lincoln Park,11,0,0.0,1
Cook,Avenues to Independence,11,0,0.0,1
Cook,Prairie Green at Fays Point,11,3,0.2727272727272727,1
Cook,Avantara Park Ridge,11,2,0.18181818181818182,2
Cook,The Grove of La Grange,11,1,0.09090909090909091,2
Champaign,Bickford Senior Living,10,3,0.3,1
Douglas,Tuscola Health Care Center,10,1,0.1,1
Moultrie,Aspen Creek of Sullivan,10,0,0.0,1
Cass,Heritage Health,10,0,0.0,1
Madison,Liberty Village of Maryville,10,0,0.0,1
Lake,Brookdale - Hawthorn Lakes,10,0,0.0,1
Cook,Lexington Of Chicago Ridge,10,0,0.0,1
Cook,The Sheridan of Park Ridge,10,3,0.3,1
Champaign,Eagles View Supportive Living and Memory Care,10,0,0.0,1
McLean,MarcFirst,10,0,0.0,1
Cook,Skokie Meadows,10,0,0.0,1
Cook,St Joseph Home For the Elderly,10,0,0.0,1
Macoupin,Sunset Skilled Nursing & Rehab,10,0,0.0,1
Cook,St. Joseph Village of Chicago,10,0,0.0,2
DuPage,The Birches Assisted Living Clarendon Hills,10,0,0.0,1
Rock Island,Friendship Manor ,10,0,0.0,1
Cook,Country Club Terrace,10,0,0.0,1
Madison,Cedarhurst of Godfrey,10,0,0.0,1
Cook,Alden Wentworth Rehab & Healthcare Center,10,0,0.0,1
Cook,Palos Hills Healthcare,10,2,0.2,1
Madison,Care Center at Center Grove,10,0,0.0,1
McLean,The Villas of Holly Brook,10,0,0.0,1
Randolph,Cedarhurst of Sparta,10,0,0.0,2
Williamson,Integrity Healthcare of Herrin,10,2,0.2,1
Cook,Brandel Care Center,10,0,0.0,1
Sangamon,Cedarhurst Assisted Living and Memory Care,9,1,0.1111111111111111,1
St. Clair,Parkway Gardens,9,0,0.0,1
Tazewell,Generations at Riverview,9,2,0.2222222222222222,2
Winnebago,Highview in the Woodlands (2),9,0,0.0,1
Peoria,Evergreen Senior Living,9,1,0.1111111111111111,1
St. Clair,Freeburg  Care  Center,9,0,0.0,1
Vermilion,Hawthorne Inn,9,0,0.0,1
Kane,Alden Estates Courts of Huntley ,9,0,0.0,1
DuPage,Sunrise of Bloomingdale Assisted Living,9,1,0.1111111111111111,2
Cook,Victory Centre of Riverwoods,9,4,0.4444444444444444,1
Cook,Asbury Court Senior Living,9,1,0.1111111111111111,1
Cook,Greenview Place Senior Living,9,0,0.0,1
Champaign,Country Health and Rehab,9,0,0.0,2
Cook,Aperion Care Burbank,9,1,0.1111111111111111,2
Cook,Evergreen Senior Living,9,4,0.4444444444444444,1
Cook,Madden Mental Health Center,9,0,0.0,1
Kane,The Grove Fox Valley,9,0,0.0,2
Kane,The Grove St. Charles ,9,0,0.0,2
Cook,Lexington Health Care Center of Chicago Ridge,9,0,0.0,1
Cook,Revere Court of South Barrington,9,2,0.2222222222222222,1
Cook,Oak Park Arms,9,2,0.2222222222222222,1
DuPage,Oak Trace,9,3,0.3333333333333333,1
Adams,Sunset Home,9,0,0.0,1
Cook,Aperion Care Midlothian,8,0,0.0,2
Lake,Victory Centre of  Vernon Hills,8,0,0.0,1
McLean,Westminster Village Assisted Living ,8,0,0.0,1
Will,Symphony of Joliet,8,0,0.0,2
Will,Lakeshore Rehab & Healthcare,8,0,0.0,2
McLean,Westminster Village-Martin Health,8,0,0.0,1
Cook,Abington of Glenview,8,1,0.125,1
Cook,Greenwood Care-Evanston,8,0,0.0,1
Cook,Oasis,8,0,0.0,1
McDonough,Mosaic,8,0,0.0,1
St. Clair,Knollwood,8,1,0.125,1
Cook,Berkeley Nursing and Rehabilitation Center,8,3,0.375,2
St. Clair,Sycamore Village,8,0,0.0,1
Kane,Brighton Gardens ,8,0,0.0,1
Jasper,Villas of Hollybrook,8,0,0.0,1
Cook,Bridgeview Health Care Center,8,1,0.125,1
Kane,Association for Individual Development - Violet,8,0,0.0,1
Wayne,Fairfield Memorial Hospital,8,2,0.25,1
Vermilion,Colonial Manor,8,0,0.0,1
Kane,Alden Estates-Courts of Huntley ,8,0,0.0,1
Adams,Bradford Villa,8,1,0.125,1
Kane,Alden Courts of Waterford,8,0,0.0,1
Clark,Villas of Holly Brook Marshall,8,0,0.0,1
Cook,Brookdale Prospect Heights,8,1,0.125,1
Peoria,Sharon Healthcare Elms,8,0,0.0,1
Cook,Victory Center of Bartlett,8,1,0.125,2
Kankakee,Riverside Senior Life at Bourbonnais,8,0,0.0,1
DuPage,Brookdale Lisle Assisted and Independent Living,8,0,0.0,1
Champaign,Brookdale Urbana,8,1,0.125,1
Cook,Sheridan Park Ridge,8,0,0.0,1
Kendall,Hillside Rehab and Care,8,2,0.25,1
Knox,Serenity of Galesburg,8,0,0.0,1
Christian,Lifes Journey,8,2,0.25,1
DuPage,Brookdale Glen Ellyn,8,1,0.125,1
Richland,Carle Richland Memorial Hospital Long Term Care,8,0,0.0,1
Kankakee,Presence Our Lady of Victory,8,0,0.0,1
Cook,Presence Resurrection Retirement Community,8,0,0.0,2
DuPage,Alden Trails,8,0,0.0,2
Winnebago,Luther Center Assisted Living,8,0,0.0,1
Kane,Arden Courts of Geneva,7,2,0.2857142857142857,1
Livingston,Evenglow Lodge,7,0,0.0,1
Kendall,Symphony at the Tillers of Oswego,7,0,0.0,1
Lake,Arboria of Long Grove,7,0,0.0,2
Cook,Ludeman Center,7,0,0.0,1
Lake,Glenkirk Acorn CILA,7,1,0.14285714285714285,1
Marion,Doctors Nursing and Rehab Center,7,0,0.0,1
St. Clair,Memorial Convalescent Center,7,0,0.0,1
Pike,Pittsfield Manor,7,0,0.0,1
Kane,Heritage Woods of South Elgin ,7,2,0.2857142857142857,2
Kane,Fox Knoll,7,0,0.0,2
Peoria,Aperion Care Peoria Heights,7,0,0.0,1
Lake,Gurnee Meadows,7,0,0.0,1
Cook,The Mather Evanston,7,0,0.0,1
Pike,Eastside Health & Rehab,7,0,0.0,1
McHenry,Hearthstone Manor  (2),7,0,0.0,1
Coles,Villas of Holly,7,0,0.0,1
Will,Timbers of Shorewood,7,1,0.14285714285714285,2
Lake,Rolling Hills Place,7,1,0.14285714285714285,1
Clinton,Villa Catherine,7,0,0.0,1
DuPage,Lexington Square Lombard,7,0,0.0,2
Peoria,Sharon Healthcare Willows,7,0,0.0,1
Lake,The Auberge At Highland Park,7,3,0.42857142857142855,1
Peoria,University Rehab at Northmoor,7,1,0.14285714285714285,2
Cook,Progressive Housing,7,3,0.42857142857142855,1
Vermilion,Illiana Va Medical,7,0,0.0,1
Rock Island,Overlook Village,7,0,0.0,1
Scott,Shelby County Community Servicesi,7,0,0.0,1
Vermilion,Gardenview Manor,7,0,0.0,2
Kane,The Sheridan at Tyler Creek,7,0,0.0,2
Kane,The Grove of Fox Valley,7,0,0.0,1
DuPage,The Pearl Naperville,7,0,0.0,1
Lake,ELEVATE CARE WAUKEGAN,7,0,0.0,1
Tazewell,Apostolic Christian Timber Ridge,6,0,0.0,1
Madison,Integrity Healthcare of Alton,6,0,0.0,1
Peoria,Sharon Healthcare - Woods,6,1,0.16666666666666666,1
Cook,Covenant Enabling Residence,6,0,0.0,1
Cook,Caledonia Senior Living & Memory Care,6,0,0.0,1
Stephenson,Heritage Woods,6,0,0.0,1
Sangamon,Centennial Pointe,6,1,0.16666666666666666,1
Madison,Villas of Holly Brook-Bethalto,6,0,0.0,1
McHenry,Mercy Harvard Care Center,6,0,0.0,1
DuPage,Harbor Chase of Naperville,6,0,0.0,1
DuPage,Maple Glen Memory Care,6,0,0.0,1
DuPage,Park Place Health and Wellness,6,0,0.0,1
Cook,Oak Lawn Respiratory and Rehab,6,1,0.16666666666666666,1
McHenry,The Fountains at Crystal Lake (#3),6,0,0.0,1
Shelby,Villas of Holly Brook-Shelbyville,6,0,0.0,1
St. Clair,Bradford Place2,6,0,0.0,1
St. Clair,Marka Nursing and Rehabilitation,6,0,0.0,1
Cook,The Auberge at Morton Grove,6,0,0.0,1
Monroe,Cedarhurst Senior Living -Waterloo,6,0,0.0,1
Cook,LITTLE SISTERS OF THE POOR ST MARYS HOME,6,0,0.0,1
St. Clair,Colonnade,6,0,0.0,1
Ogle,Rochelle Rehab & Healthcare Center,6,0,0.0,1
Cook,Grand Regency of South Shore,6,0,0.0,1
Madison,Collinsville Rehabilitation and Healthcare,6,2,0.3333333333333333,1
Perry,Manor of Mason Woods,6,1,0.16666666666666666,1
Kane,River Glen,6,0,0.0,1
Kankakee,Heritage Village,6,0,0.0,2
Cook,Belmont Oak Park,6,2,0.3333333333333333,1
Kane,Dunham Rehabilitation Center,6,1,0.16666666666666666,1
Boone,Park Place of Belvidere,6,0,0.0,1
Macon,Imboden Creek,6,0,0.0,1
Will,Harbor Chase of Plainfield,6,1,0.16666666666666666,1
Lake,Sunrise of Buffalo Grove,6,0,0.0,2
Clinton,Warren G. Murray Developmental Center,6,0,0.0,1
Lake,Heritage Woods of Gurnee,6,0,0.0,2
Logan,Christian Nursing Home,6,0,0.0,2
Kane,Michealsen Health Center ,6,0,0.0,1
Will,Marley Oaks,6,1,0.16666666666666666,1
Cook,Alden Estates of Skokie,6,0,0.0,1
Kankakee,Bickford Senior Center of Bourbonnais,6,1,0.16666666666666666,1
Lake,Thrive of Lake County,6,1,0.16666666666666666,1
Boone,Maple Crest Care Center,6,0,0.0,1
Cook,Avanti Nursing and Rehab,6,1,0.16666666666666666,1
Kane,Dunham Rehab & Healthcare,6,0,0.0,2
Champaign,Autumn Fields-Savoy,6,0,0.0,1
Wayne,Aperion Care Fairfield,6,1,0.16666666666666666,1
Lake,"Bayside Terrace, LLC",6,0,0.0,1
Champaign,Evergreen Place,6,0,0.0,1
Kane,Alden of Waterford ,6,0,0.0,1
Champaign,Green House Homes at Clark-Lindsey,6,0,0.0,2
Madison,Alhambra Rehab and Healthcare,6,0,0.0,1
Williamson,Villas Of Hollybrook,6,0,0.0,1
Macoupin,Sunrise Skilled Nursing Facility,6,0,0.0,1
Kankakee,Kankakee terrace,5,0,0.0,1
Cook,Pauls House and Healthcare Center,5,0,0.0,1
Kankakee,Aperion Care Bradley,5,0,0.0,2
DuPage,Cedarhurst of Naperville,5,1,0.2,1
Sangamon,Lewis Memorial Christian Village,5,0,0.0,1
DuPage,Alden of Old Town East,5,0,0.0,2
Coles,Mattoon Healthcare,5,0,0.0,2
McLean,McLean County Nursing Home,5,0,0.0,1
Kankakee,Citadel Care Center of Kankakee,5,0,0.0,1
Moultrie,Mason Point,5,2,0.4,1
Lake,Glenkirk West Shore CILA,5,0,0.0,1
Winnebago,Fairhaven Christian Retirement Center (2),5,0,0.0,1
Coles,Brookstone Estates North,5,0,0.0,1
Williamson,Fifth Seasons,5,0,0.0,1
Sangamon,Aperion Care Capitol,5,0,0.0,1
Cook,Brookdale Assisted living,5,1,0.2,1
Lake,Prarieview at the Garlands,5,1,0.2,1
DuPage,Lexington Square Elmhurst AL/IL,5,0,0.0,2
Clark," Villas of Holly Brook Marshall, Clark ",5,0,0.0,1
Lake,Spring Meadows Libertyville,5,0,0.0,1
Champaign,Villas of Hollybrook-Rantoul,5,0,0.0,1
McLean,Aperion Care-Bloomington,5,0,0.0,1
Cook,Brookdale Northbrook ,5,3,0.6,1
DuPage,Alden Village,5,0,0.0,1
Cook,Atria Glenview,5,0,0.0,1
Union,Illinois Veterans Home Anna,5,0,0.0,1
Madison,Cambridge House of Maryville,5,0,0.0,1
Kane,Bright Oaks,5,0,0.0,1
Cook,Crestwood Terrace,5,0,0.0,1
Macoupin,Village of Morse Farms,5,0,0.0,1
Boone,Heritage of Woods,5,1,0.2,1
Cook,Bria Place,5,0,0.0,1
Cook,El Valor,5,0,0.0,1
Macoupin,Carlinville Rehabilitation and Health Care Center,5,0,0.0,1
Fulton,Farmington County Manor,5,0,0.0,1
Franklin,Helia Healthcare of Benton,5,0,0.0,1
Kane,White Oaks at South Elgin,5,1,0.2,1
Cook,Autumn Green at Midway Village,5,1,0.2,2
Cook,Heritage Woods,5,0,0.0,1
McHenry,Hearthstone Village,5,0,0.0,1
Kane,Vistas Fox Valley,5,0,0.0,1
St. Clair,Aperion Care,5,2,0.4,1
Cook,Ashbury Senior Living,5,0,0.0,1
Ogle,Generations At Neighbors,5,0,0.0,1
St. Clair,Cambridge House,5,0,0.0,1
Ford,Accolade Healthcare,5,0,0.0,1
Cook,Leeda Services,5,0,0.0,1
Winnebago,Peterson Meadows,4,1,0.25,1
Richland,Emerald Glen,4,0,0.0,1
Adams,Senior Center,4,2,0.5,1
Richland,Helia Healthcare of Olney,4,0,0.0,1
Champaign,Arbor Rose of Tolono,4,0,0.0,1
Winnebago,Van Matre Encompass Health,4,0,0.0,1
Winnebago,Prairie View Assisted Living (2),4,0,0.0,1
Champaign,Champaign-Urbana Nursing and Rehab,4,1,0.25,1
Cook,Montclare Supportive Living,4,0,0.0,1
Winnebago,Cor Mariae,4,0,0.0,1
Champaign,University Rehabilitation Center,4,0,0.0,1
Cook,Citadel of Skokie  (3),4,0,0.0,1
Tazewell,Villas of Hollybrook,4,0,0.0,1
Stephenson,Manor Court ,4,0,0.0,1
St. Clair,The Assisted Living at Silver Crrek,4,0,0.0,1
Cook,Fairmont Care Center,4,0,0.0,1
Cook,GOLFVIEW DEVELOPMENTAL CENTER,4,0,0.0,1
Will,Arbor Terrace of Naperville,4,0,0.0,1
Will,Heritage Woods of Plainfield,4,1,0.25,1
Cook,Alden North Shore ,4,0,0.0,1
Will,Rock Run Place,4,0,0.0,1
Cook,Manor Care Health Services- Palos Heights West,4,0,0.0,1
Sangamon,Villas of Holly Brook and Reflections Memory Care,4,0,0.0,1
Sangamon,Heritage Health: Therapy & Senior Care - Springfie,4,0,0.0,1
Sangamon,Cedarhurst Senior Living,4,0,0.0,1
Cook,Pine Crest Healthcare,4,1,0.25,1
Lake,Azira Place of Lake Zurich,4,0,0.0,1
Adams,Adams Pointe Senior Living,4,0,0.0,1
Iroquois,Arcadia Care Clifton (formerly Merkle Knipprath),4,0,0.0,1
Kankakee,Presence Our Lady of Victory - Ascension Living,4,1,0.25,1
Kankakee,Momence Meadows Nursing & Rehabilitation Center ,4,0,0.0,1
Kane,Eden Supportive Living,4,0,0.0,2
Jo Daviess,Galena Stauss Senior Care,4,0,0.0,1
Morgan,Heritage Health Care Center,4,0,0.0,1
Morgan,Cedarhurst of Jacksonville,4,0,0.0,1
Kankakee,Kankakee Senior Life Assisted Living,4,0,0.0,1
Ford,Gibson Area Hospital Annex,4,0,0.0,1
Madison,Eden Village Retirement Communtiy,4,0,0.0,1
Kankakee,Harvest View Senior Living,4,0,0.0,1
Lake,The Village at Victory Lakes Continuing Care Cente,4,0,0.0,1
DuPage,Harbor Chase of Naperville Assisted Living,4,0,0.0,1
Kane,Aperion Care Elgin,4,0,0.0,1
Kane,Symphony Orchard Valley,4,0,0.0,1
Effingham,The Glenwood,4,0,0.0,1
Macoupin,Heritage Health - Staunton ,4,0,0.0,1
DuPage,St. Patricks Residence Nursing & Rehabilitation,4,0,0.0,1
DuPage,Sunrise of Bloomingdale,4,0,0.0,1
Kane,Marklund Hyde Center,4,0,0.0,1
Macoupin,Heritage Health ,4,0,0.0,1
Peoria,Sharon Healthcare Willows South,4,1,0.25,1
Lake,Stonebridge of Gurnee,4,0,0.0,1
Kane,GreenFields of Geneva,4,0,0.0,1
Knox,Hawthorne Terrace,4,0,0.0,1
DeKalb,Prairie Crossing Living and Rehab,4,0,0.0,1
Lake,Anthology Grayslake,4,0,0.0,1
DuPage,Bridgeway of Bensenville,4,0,0.0,1
Knox,Marigold,4,0,0.0,1
Jackson,Prairie Living at Chautauqua,4,1,0.25,1
DuPage,Alden Old Town East,4,0,0.0,1
Marion,Heritage Woods of Centralia,4,0,0.0,1
Lake,Lake Forest Place - Balmoral,4,0,0.0,1
Madison,Hitz Memorial Home,4,0,0.0,1
Kendall,Association for Individual Development (A.I.D),4,3,0.75,1
Macoupin,Carlinville Heritage Health,3,0,0.0,1
Kane,Brighton Garden of St Charles,3,1,0.3333333333333333,1
Cook,"David Webb, Jr. Senior Living Complex",3,2,0.6666666666666666,1
Cook,Bickford of Tinley Park,3,0,0.0,1
Cook,Bellwood Developmental Center,3,0,0.0,1
Whiteside,Winning Wheels,3,0,0.0,1
Cook,Beechwood Manor,3,0,0.0,1
Iroquois,Prairieview Lutheran Homes,3,0,0.0,1
Cook,Chalet Living and Rehab,3,0,0.0,1
White,Carmi Manor,3,0,0.0,1
Jefferson,Mt. Vernon Countryside Manor,3,0,0.0,1
Jersey,Jerseyville Estates,3,0,0.0,1
Kane,Alden Gardens of Waterford,3,0,0.0,1
Tazewell,Pekin Manor,3,0,0.0,1
Cook,Clearbrook West,3,0,0.0,1
Tazewell,UAW Senior Citizens Center,3,0,0.0,1
Cook,Clear Oaks Senior Living,3,0,0.0,1
Cook,Burbank Rehabilitation,3,0,0.0,1
Madison,Faith Countryside,3,0,0.0,1
Madison,Granite Nursing and Rehabilitation Center,3,1,0.3333333333333333,1
Cook,Continental Nursing #2,3,0,0.0,1
Cook,Calumet City Terrace,3,0,0.0,1
Kane,MarkLund Hyde Center,3,0,0.0,1
