County,Provider Name,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities,VLOOKUP,Change Score
Cook,ELEVATE CARE NORTHBROOK,2020-11-13,84,18,0.21428571428571427,1,1,ELEVATE CARE NORTHBROOK,100
Cook,ELEVATE CARE SOUTH HOLLAND,2020-11-13,19,6,0.3157894736842105,1,1,FAIRMONT CARE,86
Cook,ELEVATE SAINT ANDREW,2020-11-13,42,9,0.21428571428571427,1,1,ELEVATE ST ANDREW LIVING COMM,78
Cook,EMERALD PLACE MEMORY CARE,2020-11-13,14,2,0.14285714285714285,2,1,FAIRMONT CARE,86
Cook,ESTATES OF HYDE PARK,2020-11-13,57,12,0.21052631578947367,1,1,"ESTATES OF HYDE PARK, THE",95
Cook,EVERGREEN SENIOR LIVING,2020-11-13,9,4,0.4444444444444444,1,1,AVANTARA EVERGREEN PARK,58
Cook,FAIRMONT CARE,2020-11-13,151,32,0.2119205298013245,1,1,FAIRMONT CARE,100
Cook,FAIRMONT CARE CENTER,2020-11-13,8,0,0.0,1,1,FAIRMONT CARE,90
Cook,FOSTER HEALTH & REHAB,2020-11-13,32,7,0.21875,1,1,FOSTER HEALTH & REHAB CENTER,95
Cook,FRANCISCAN VILLAGE,2020-11-13,52,6,0.1153846153846154,2,1,FRANCISCAN VILLAGE,100
Cook,FRANCISCAN VILLAGE - MOTHER TERESA HOUSE,2020-11-13,11,2,0.18181818181818185,1,1,FRANCISCAN VILLAGE,90
Cook,FRIENDSHIP VILLAGE LTC,2020-11-13,23,5,0.21739130434782608,1,1,FRIENDSHIP VILLAGE-SCHAUMBURG,86
Cook,FRIENDSHIP VILLAGE OF SCHAUMBURG,2020-11-13,4,0,0.0,1,1,FRIENDSHIP VILLAGE-SCHAUMBURG,95
Cook,GARDEN CENTER SERVICES-HOME FACILITY,2020-11-13,2,0,0.0,1,1,BALMORAL HOME,86
Cook,GENERATIONS AT APPLEWOOD,2020-11-13,83,20,0.24096385542168675,1,1,GENERATIONS AT APPLEWOOD,100
Cook,GENERATIONS AT ELMWOOD PARK,2020-11-13,89,19,0.21348314606741567,1,1,GENERATIONS AT ELMWOOD PARK,100
Cook,GENERATIONS AT OAKTON,2020-11-13,64,13,0.203125,2,1,GENERATIONS OAKTON PAVILLION,87
Cook,GENERATIONS AT REGENCY,2020-11-13,133,33,0.2481203007518797,2,1,GENERATIONS AT REGENCY,100
Cook,GLENVIEW TERRACE,2020-11-13,190,33,0.1736842105263158,1,1,GLENVIEW TERRACE NURSING CTR,90
Cook,GLENWOOD HEALTH CARE & REHAB,2020-11-13,89,6,0.06741573033707865,1,1,ELEVATE CARE NILES,86
Cook,GOLFVIEW DEVELOPMENTAL CENTER,2020-11-13,123,11,0.08943089430894309,1,1,PRESENCE SAINTS MARY & ELIZABETH MEDICAL CENTER,86
Cook,GOLFVIEW DEVELOPMENTAL CENTER,2020-11-13,4,0,0.0,1,1,PRESENCE SAINTS MARY & ELIZABETH MEDICAL CENTER,86
Cook,GOOD SHEPHERD MANOR,2020-11-13,3,1,0.3333333333333333,1,1,CLARK MANOR,86
Cook,GRACE POINT PLACE MEMORY CARE,2020-11-13,24,8,0.3333333333333333,1,1,APERION CARE DOLTON,86
Cook,GRAND REGENCY OF SOUTH SHORE,2020-11-13,6,0,0.0,1,1,BRIA OF RIVER OAKS,86
Cook,GREEK AMERICAN REHAB & CARE,2020-11-13,32,2,0.0625,1,1,GREEK AMERICAN REHAB CARE CTR,95
Cook,GREENVIEW PLACE SENIOR LIVING,2020-11-13,9,0,0.0,1,1,BRIAR PLACE NURSING,86
Cook,GREENWOOD CARE-EVANSTON,2020-11-13,8,0,0.0,1,1,FAIRMONT CARE,86
Cook,GROSSE POINTE MANOR,2020-11-13,118,25,0.21186440677966098,1,1,GROSSE POINTE MANOR,100
Cook,HARBOR HOUSE MEMORY CARE,2020-11-13,36,12,0.3333333333333333,1,1,FAIRMONT CARE,86
Cook,HARMONY HEALTHCARE AND REHAB,2020-11-13,139,29,0.20863309352517986,2,1,BRANDEL HEALTH AND REHAB,73
Cook,HEARTIS VILLAGE OF ORLAND PARK,2020-11-13,2,0,0.0,1,1,AVANTARA PARK RIDGE,86
Cook,HEATHER MANOR NURSING & REHABILITATION CENTER,2020-11-13,23,4,0.17391304347826084,1,1,ABINGTON OF GLENVIEW NURSING,86
Cook,HERITAGE WOODS,2020-11-13,5,0,0.0,1,1,APERION CARE GLENWOOD,57
Cook,HOLY FAMILY VILLA,2020-11-13,16,4,0.25,2,1,HOLY FAMILY VILLA,100
Cook,INVERNESS HEALTH AND REHAB,2020-11-13,23,0,0.0,1,1,INVERNESS HEALTH & REHAB,95
Cook,INVERNESS HEALTH AND REHAB CENTER,2020-11-13,12,1,0.08333333333333333,1,1,INVERNESS HEALTH & REHAB,95
Cook,JACKSON PARK ASSISTED LIVING,2020-11-13,19,3,0.15789473684210525,1,1,OAK PARK OASIS,86
Cook,KENSINGTON PLACE NURSING AND REHABILITATION CENTER,2020-11-13,21,2,0.09523809523809523,2,1,ABINGTON OF GLENVIEW NURSING,86
Cook,LAKE COOK REHAB & HEALTHCARE(FORMERLY ROSEWOOD),2020-11-13,50,12,0.24,1,1,LAKE COOK REHAB & HEALTHCARE,90
Cook,LAKEFRONT NURSING,2020-11-13,35,0,0.0,2,1,LAKEFRONT NURSING & REHAB CTR,90
Cook,LAKEVIEW NURSING AND REHAB,2020-11-13,93,22,0.23655913978494625,2,1,LAKEVIEW REHAB & NURSING CENTER,87
Cook,LANDMARK OF DES PLAINES,2020-11-13,95,22,0.23157894736842105,1,1,LANDMARK OF DES PLAINES REHAB,95
Cook,LANDMARK OF RICHTON PARK,2020-11-13,51,9,0.17647058823529413,2,1,LANDMARK OF RICHTON PARK REHAB & NSG CTR,90
Cook,LEE MANOR REHAB AND NURSING,2020-11-13,104,20,0.19230769230769232,1,1,LEE MANOR,90
Cook,LEEDA SERVICES,2020-11-13,5,0,0.0,1,1,ELEVATE CARE NILES,50
Cook,LEMONT CENTER,2020-11-13,33,8,0.24242424242424246,1,1,AMBASSADOR NURSING & REHAB CENTER,86
Cook,LEXINGTON HEALTH CARE CENTER OF CHICAGO RIDGE,2020-11-13,9,0,0.0,1,1,ABINGTON OF GLENVIEW NURSING,86
Cook,LEXINGTON HEALTH CARE ORLAND PARK,2020-11-13,77,18,0.23376623376623376,1,1,LEXINGTON OF ORLAND PARK,88
Cook,LEXINGTON HEALTHCARE OF LA GRANGE,2020-11-13,40,5,0.125,2,1,BRIA OF FOREST EDGE,86
Cook,LEXINGTON HEALTHCARE OF SCHAUMBURG,2020-11-13,30,3,0.1,1,1,LEXINGTON OF SCHAUMBURG,95
Cook,LEXINGTON OF CHICAGO RIDGE,2020-11-13,23,12,0.5217391304347826,1,1,LEXINGTON OF CHICAGO RIDGE,100
Cook,LEXINGTON OF CHICAGO RIDGE,2020-11-13,12,0,0.0,1,1,LEXINGTON OF CHICAGO RIDGE,100
Cook,LIEBERMAN GERIATRIC CENTER,2020-11-13,76,8,0.10526315789473684,1,1,PRESENCE SAINTS MARY & ELIZABETH MEDICAL CENTER,86
Cook,LINCOLNWOOD PLACE,2020-11-13,46,15,0.32608695652173914,1,1,LINCOLNWOOD PLACE,100
Cook,LITTLE SISTERS OF THE POOR ST MARYS HOME,2020-11-13,6,0,0.0,1,1,LITTLE SISTERS OF THE POOR,90
Cook,LITTLE SISTERS OF THE POOR/ST. MARYS HOME,2020-11-13,61,13,0.21311475409836064,1,1,LITTLE SISTERS OF THE POOR,90
Cook,LITTLE VILLAGE NURSING HOME,2020-11-13,49,7,0.14285714285714285,2,1,BALMORAL HOME,86
Cook,LUDEMAN CENTER,2020-11-13,7,0,0.0,1,1,AMBASSADOR NURSING & REHAB CENTER,86
Cook,LUDEMAN DEVELOPMENTAL CENTER,2020-11-13,263,9,0.034220532319391636,1,1,PRESENCE SAINTS MARY & ELIZABETH MEDICAL CENTER,86
Cook,LUTHERAN HOME,2020-11-13,58,9,0.15517241379310345,2,1,LUTHERAN HOME FOR THE AGED,90
Cook,LYDIA HEALTH CARE CENTER,2020-11-13,22,3,0.13636363636363635,1,1,FAIRMONT CARE,86
Cook,MACNEAL MEMORIAL HOSPITAL REHAB/LTC,2020-11-13,2,0,0.0,1,1,CHALET LIVING & REHAB,86
Cook,MADDEN MENTAL HEALTH CENTER,2020-11-13,9,0,0.0,1,1,PRESENCE SAINTS MARY & ELIZABETH MEDICAL CENTER,86
Cook,MADO HEALTHCARE UPTOWN,2020-11-13,84,9,0.10714285714285714,1,1,MADO HEALTHCARE - UPTOWN,96
Cook,MADO HEALTHCARE UPTOWN #2,2020-11-13,3,0,0.0,1,1,MADO HEALTHCARE - UPTOWN,95
Cook,MANOR CARE AT ARLINGTON HEIGHTS,2020-11-13,27,2,0.07407407407407407,1,1,MANORCARE OF ARLINGTON HEIGHTS,92
Cook,MANOR CARE HEALTH SERVICES- PALOS HEIGHTS WEST,2020-11-13,4,0,0.0,1,1,ALDEN TOWN MANOR REHAB & HCC,86
Cook,MANOR CARE HEALTH SERVICES-HOMEWOOD,2020-11-13,52,15,0.28846153846153844,1,1,APERION CARE BURBANK,86
Cook,MANOR CARE OAK LAWN EAST. COOK,2020-11-13,86,19,0.22093023255813954,1,1,APERION CARE BURBANK,86
Cook,MANOR CARE PALOS HEIGHTS EAST,2020-11-13,16,3,0.1875,1,1,MANORCARE OF PALOS HEIGHTS EAST,93
Cook,MANORCARE ELKGROVE VILLAGE,2020-11-13,116,25,0.21551724137931036,1,1,MANORCARE OF ELK GROVE VILLAGE,93
Cook,MANORCARE HEALTH SERVICES-PALOS HEIGHTS WEST,2020-11-13,55,16,0.2909090909090909,1,1,MANORCARE OF PALOS HEIGHTS WEST,90
Cook,MANORCARE OAK LAWN WEST,2020-11-13,82,18,0.2195121951219512,1,1,MANORCARE OF OAK LAWN WEST,95
Cook,MANORCARE OF ARLINGTON HEIGHTS,2020-11-13,2,0,0.0,1,1,MANORCARE OF ARLINGTON HEIGHTS,100
Cook,MANORCARE PALOS HEIGHTS EAST,2020-11-13,67,12,0.1791044776119403,1,1,MANORCARE OF PALOS HEIGHTS EAST,95
Cook,MARGARET MANOR CENTRAL,2020-11-13,12,1,0.08333333333333333,1,1,CLARK MANOR,86
Cook,MARKLUND WASMOND CENTER,2020-11-13,2,0,0.0,1,1,LIEBERMAN CENTER FOR HEALTH & REHAB,86
Cook,MAYFIELD CARE CENTER,2020-11-13,154,23,0.14935064935064934,1,1,AMBASSADOR NURSING & REHAB CENTER,86
Cook,MEADOWBROOK MANOR,2020-11-13,83,13,0.1566265060240964,2,1,MEADOWBROOK MANOR - LAGRANGE,90
Cook,MERCY CIRCLE,2020-11-13,38,3,0.07894736842105263,2,1,MERCY CIRCLE,100
Cook,MIDWAY NEURO AND REHAB,2020-11-13,142,12,0.08450704225352113,1,1,AMBASSADOR NURSING & REHAB CENTER,86
Cook,MISERICORDIA,2020-11-13,69,2,0.028985507246376805,2,1,GREEK AMERICAN REHAB CARE CTR,52
Cook,MISERICORDIA - MARIAN CENTER,2020-11-13,13,0,0.0,1,1,PRESENCE SAINTS MARY & ELIZABETH MEDICAL CENTER,86
Cook,MONTCLARE SUPPORTIVE LIVING,2020-11-13,4,0,0.0,1,1,CHALET LIVING & REHAB,54
Cook,MONTGOMERY PLACE,2020-11-13,44,4,0.09090909090909093,2,1,MONTGOMERY PLACE,100
Cook,MOSAIC OF LAKESHORE,2020-11-13,122,29,0.2377049180327869,1,1,"MOSAIC OF LAKESHORE, THE",95
Cook,NEW CITY SUPPORTIVE LIVING,2020-11-13,2,0,0.0,1,1,WARREN PARK HEALTH & LIVING CTR,52
Cook,NILES NURSING AND REHAB CENTER,2020-11-13,216,54,0.25,2,1,BEACON HEALTH CENTER,86
Cook,NORRIDGE GARDENS,2020-11-13,167,46,0.2754491017964072,1,1,NORRIDGE GARDENS,100
Cook,NORTH SHORE PLACE,2020-11-13,24,0,0.0,2,1,ALDEN NORTH SHORE REHAB & HCC,86
Cook,NORTHBROOK INN MEMORY CARE,2020-11-13,18,5,0.2777777777777778,1,1,FAIRMONT CARE,86
Cook,NORWOOD CROSSING SKILLED NURSING,2020-11-13,104,18,0.17307692307692307,1,1,NORWOOD CROSSING,90
Cook,OAK LAWN RESPIRATORY AND REHAB,2020-11-13,6,1,0.16666666666666666,1,1,OAK LAWN RESPIRATORY & REHAB,95
Cook,OAK PARK ARMS,2020-11-13,9,2,0.2222222222222222,1,1,ALDEN ESTATES OF ORLAND PARK,86
Cook,OAK PARK BROOKDALE,2020-11-13,18,1,0.05555555555555555,2,1,ALDEN ESTATES OF ORLAND PARK,86
Cook,OAK PARK OASIS,2020-11-13,29,11,0.3793103448275862,1,1,OAK PARK OASIS,100
Cook,OAKRIDGE HEALTHCARE CENTER,2020-11-13,11,0,0.0,1,1,OAKRIDGE HEALTHCARE CENTER,100
Cook,OASIS,2020-11-13,8,0,0.0,1,1,"AUSTIN OASIS, THE",90
Cook,PACTT LEARNING -OAK PARK,2020-11-13,16,0,0.0,1,1,LANDMARK OF RICHTON PARK REHAB & NSG CTR,86
Cook,PALOS HEIGHTS NURSING AND REHAB,2020-11-13,52,10,0.19230769230769232,1,1,BRIA OF PALOS HILLS,86
Cook,PALOS HILLS HEALTHCARE,2020-11-13,10,2,0.2,1,1,PERSHING GARDENS HEALTHCARE CENTER,86
Cook,PARK LAWN RESIDENTIAL CENTER,2020-11-13,2,0,0.0,1,1,OAK PARK OASIS,86
Cook,PARK VIEW REHAB,2020-11-13,54,11,0.2037037037037037,1,1,PARK VIEW REHAB CENTER,95
Cook,PARKSHORE ESTATES,2020-11-13,27,0,0.0,1,1,PARKSHORE ESTATES NURSING & REHAB,90
Cook,PAULS HOUSE,2020-11-13,49,6,0.12244897959183673,1,1,PAUL HOUSE & HEALTH CR CTR,86
Cook,PAULS HOUSE AND HEALTHCARE CENTER,2020-11-13,5,0,0.0,1,1,BEACON HEALTH CENTER,86
Cook,PEARL OF ROLLING MEADOWS,2020-11-13,124,5,0.04032258064516129,2,1,"PEARL OF ROLLING MEADOWS,THE",95
Cook,PERSHING GARDEN,2020-11-13,13,4,0.3076923076923077,1,1,PERSHING GARDENS HEALTHCARE CENTER,90
Cook,PETERSON PARK HEALTH CARE,2020-11-13,221,35,0.1583710407239819,2,1,PETERSON PARK HEALTH CARE CTR,95
Cook,PINE CREST HEALTHCARE,2020-11-13,4,1,0.25,1,1,PINE CREST HEALTH CARE,98
Cook,PIONEER GARDENS,2020-11-13,3,0,0.0,1,1,CALIFORNIA GARDENS N & REHAB C,86
Cook,PLYMOUTH PLACE SENIOR LIVING,2020-11-13,42,11,0.2619047619047619,1,1,PLYMOUTH PLACE,90
Cook,PRAIRE OASIS SOUTH HOLLAND,2020-11-13,49,14,0.2857142857142857,1,1,"AUSTIN OASIS, THE",86
Cook,PRAIRIE GREEN AT DIXIE CROSSING,2020-11-13,18,6,0.3333333333333333,1,1,NORWOOD CROSSING,86
Cook,PRAIRIE GREEN AT FAYS POINT,2020-11-13,11,3,0.2727272727272727,1,1,PRAIRIE OASIS,86
Cook,PRAIRIE MANOR REHAB AND NURSING,2020-11-13,35,12,0.3428571428571429,1,1,BRIAR PLACE NURSING,86
Cook,PRESBYTERIAN WESTMINSTER HOMES,2020-11-13,32,0,0.0,1,1,WESTMINSTER PLACE,86
Cook,PRESENCE BETHLEHEM WOODS,2020-11-13,5,0,0.0,1,1,PRESENCE SAINTS MARY & ELIZABETH MEDICAL CENTER,86
Cook,PRESENCE MARYHAVEN,2020-11-13,13,4,0.3076923076923077,1,1,PRESENCE MARYHAVEN NSG & REHAB,90
Cook,PRESENCE MARYHAVEN,2020-11-13,3,0,0.0,1,1,PRESENCE MARYHAVEN NSG & REHAB,90
Cook,PRESENCE NAZARETHVILLE,2020-11-13,30,6,0.2,2,1,PRESENCE NAZARETHVILLE,100
Cook,PRESENCE RESURRECTION LIFE CENTER,2020-11-13,52,4,0.07692307692307693,1,1,PRESENCE RESURRECTION LIFE CTR,95
Cook,PRESENCE RESURRECTION RETIREMENT COMMUNITY,2020-11-13,8,0,0.0,2,1,COMMUNITY CARE CENTER,86
Cook,PRESENCE ST. BENEDICT,2020-11-13,15,3,0.2,1,1,PRESENCE SAINT BENEDICT N & R,87
Cook,PRESENCE VILLA SCALABRINI NURSING&REHAB CENTER,2020-11-13,59,6,0.1016949152542373,1,1,PRESENCE VILLA SCALABRINI N&R,87
Cook,PROGRESSIVE HOUSING,2020-11-13,7,3,0.42857142857142855,1,1,PRAIRIE OASIS,56
Cook,RANDOLPH COUNTY CARE CENTER,2020-11-13,5,0,0.0,1,1,ELEVATE CARE NILES,86
Cook,RESURRECTION NURSING & REHAB CENTER,2020-11-13,58,9,0.15517241379310345,1,1,BEACON HEALTH CENTER,86
Cook,REVERE COURT OF SOUTH BARRINGTON,2020-11-13,9,2,0.2222222222222222,1,1,BRIA OF FOREST EDGE,86
Cook,RML SPECIALTY HOSPITAL HINSDALE,2020-11-13,16,1,0.0625,1,1,MACNEAL HOSPITAL SNF,86
Cook,SELFHELP HOME,2020-11-13,47,4,0.0851063829787234,2,1,SELFHELP HOME OF CHICAGO,90
Cook,SHERIDAN PARK RIDGE,2020-11-13,8,0,0.0,1,1,LANDMARK OF RICHTON PARK REHAB & NSG CTR,86
Cook,SHERIDAN VILLAGE,2020-11-13,56,19,0.3392857142857143,1,1,SHERIDAN VILLAGE NRSG & RHB,90
Cook,SKOKIE MEADOWS,2020-11-13,10,0,0.0,1,1,ALDEN ESTATES OF SKOKIE,86
Cook,SMITH VILLAGE,2020-11-13,83,14,0.1686746987951807,2,1,SMITH VILLAGE,100
Cook,SOUTH SUBURBAN REHAB CENTER,2020-11-13,81,20,0.2469135802469136,1,1,SOUTH SUBURBAN REHAB CENTER,100
Cook,SOUTHPOINT NSG AND REHAB,2020-11-13,81,11,0.13580246913580246,1,1,LANDMARK OF RICHTON PARK REHAB & NSG CTR,86
Cook,SOUTHVIEW MANOR,2020-11-13,28,2,0.07142857142857142,2,1,SOUTHVIEW MANOR,100
Cook,ST JOSEPH HOME FOR THE ELDERLY,2020-11-13,10,0,0.0,1,1,"AUSTIN OASIS, THE",86
Cook,ST JOSEPH HOME FOR THE ELDERLY PALATINE,2020-11-13,2,0,0.0,1,1,"ADMIRAL AT THE LAKE, THE",86
Cook,ST. JOSEPH VILLAGE OF CHICAGO,2020-11-13,13,0,0.0,2,1,ST JOSEPH VILLAGE OF CHICAGO,98
Cook,ST. MARY OF PROVIDENCE IN CHICAGO,2020-11-13,18,0,0.0,1,1,BRIA OF FOREST EDGE,86
Cook,SUMMIT OF UPTOWN,2020-11-13,35,15,0.42857142857142855,1,1,ABINGTON OF GLENVIEW NURSING,86
Cook,SUNRISE OF FLOSSMORE,2020-11-13,12,6,0.5,1,1,ASSISI HEALTHCARE OF CLARE OAKS,86
Cook,SUNRISE OF LINCOLN PARK,2020-11-13,3,0,0.0,1,1,LANDMARK OF RICHTON PARK REHAB & NSG CTR,86
Cook,SUNRISE OF PARK RIDGE,2020-11-13,55,11,0.2,2,1,LANDMARK OF RICHTON PARK REHAB & NSG CTR,86
Cook,SUNRISE OF SCHAUMBURG,2020-11-13,28,5,0.17857142857142858,1,1,LANDMARK OF RICHTON PARK REHAB & NSG CTR,86
Cook,SUNRISE PALOS PARK,2020-11-13,3,1,0.3333333333333333,1,1,ALDEN ESTATES OF ORLAND PARK,86
Cook,SYMPHONY AT 87TH,2020-11-13,182,34,0.1868131868131868,1,1,SYMPHONY AT 87TH STREET,95
Cook,SYMPHONY AT ARIA,2020-11-13,31,7,0.2258064516129032,1,1,SYMPHONY AT ARIA,100
Cook,SYMPHONY AT MIDWAY,2020-11-13,220,27,0.12272727272727273,2,1,SYMPHONY AT MIDWAY,100
Cook,SYMPHONY OF BRONZEVILLE,2020-11-13,64,17,0.265625,1,1,SYMPHONY OF BRONZEVILLE,100
Cook,SYMPHONY OF CHICAGO WEST,2020-11-13,62,7,0.1129032258064516,2,1,SYMPHONY OF CHICAGO WEST,100
Cook,SYMPHONY OF CRESTWOOD,2020-11-13,49,8,0.16326530612244894,1,1,SYMPHONY OF CRESTWOOD,100
Cook,SYMPHONY OF EVANSTON,2020-11-13,32,1,0.03125,2,1,SYMPHONY EVANSTON HEALTHCARE,87
Cook,SYMPHONY OF HANOVER PARK,2020-11-13,29,3,0.10344827586206896,1,1,SYMPHONY OF HANOVER PARK,100
Cook,SYMPHONY OF LINCOLN PARK,2020-11-13,205,31,0.15121951219512195,2,1,SYMPHONY OF LINCOLN PARK,100
Cook,SYMPHONY OF MORGAN PARK,2020-11-13,202,26,0.12871287128712872,1,1,SYMPHONY OF MORGAN PARK,100
Cook,SYMPHONY OF SOUTH SHORE,2020-11-13,207,29,0.14009661835748793,2,1,SYMPHONY OF SOUTH SHORE,100
Cook,SYMPHONY RESIDENCES AT LINCOLN PARK,2020-11-13,11,0,0.0,1,1,SYMPHONY OF LINCOLN PARK,88
Cook,THE ADMIRAL AT THE LAKE,2020-11-13,57,6,0.10526315789473684,1,1,"ADMIRAL AT THE LAKE, THE",95
Cook,THE AUBERGE,2020-11-13,5,1,0.2,1,1,"ADMIRAL AT THE LAKE, THE",86
Cook,THE AUBERGE AT MORTON GROVE,2020-11-13,6,0,0.0,1,1,"AUSTIN OASIS, THE",86
Cook,THE CARRINGTON LINCLONWOOD,2020-11-13,46,4,0.08695652173913042,2,1,"AUSTIN OASIS, THE",86
Cook,THE CLARE,2020-11-13,35,0,0.0,3,1,TERRACES AT THE CLARE,90
Cook,THE GROVE,2020-11-13,2,0,0.0,1,1,"ADMIRAL AT THE LAKE, THE",86
Cook,THE GROVE OF BERWYN,2020-11-13,57,14,0.2456140350877193,1,1,"GROVE OF BERWYN, THE",95
Cook,THE GROVE OF EVANSTON,2020-11-13,89,19,0.21348314606741567,1,1,"GROVE OF EVANSTON L & R, THE",95
Cook,THE GROVE OF LA GRANGE,2020-11-13,13,1,0.07692307692307693,2,1,LANDMARK OF RICHTON PARK REHAB & NSG CTR,86
Cook,THE GROVE OF NORTHBROOK,2020-11-13,53,1,0.018867924528301886,2,1,"GROVE OF NORTHBROOK,THE",95
Cook,THE GROVE OF SKOKIE,2020-11-13,31,7,0.2258064516129032,1,1,"GROVE OF SKOKIE, THE",95
Cook,THE HARTWELL,2020-11-13,16,0,0.0,1,1,"ADMIRAL AT THE LAKE, THE",86
Cook,THE MATHER,2020-11-13,16,4,0.25,1,1,"ADMIRAL AT THE LAKE, THE",86
Cook,THE MATHER EVANSTON,2020-11-13,7,0,0.0,1,1,"MATHER EVANSTON, THE",95
Cook,THE MOORING OF ARLINGTON HEIGHTS,2020-11-13,3,0,0.0,1,1,MOORINGS OF ARLINGTON HEIGHTS,92
Cook,THE POINTE OF KILPATRICK,2020-11-13,38,7,0.18421052631578946,1,1,LANDMARK OF RICHTON PARK REHAB & NSG CTR,86
Cook,THE RESERVE AT ARLINGTON HEIGHTS,2020-11-13,13,1,0.07692307692307693,1,1,"AUSTIN OASIS, THE",86
Cook,THE SHERIDAN OF PARK RIDGE,2020-11-13,10,3,0.3,1,1,"AUSTIN OASIS, THE",86
Cook,THE VINE AT COUNTRYSIDE,2020-11-13,31,4,0.12903225806451613,1,1,LITTLE SISTERS OF THE POOR OF PALATINE,86
Cook,THORNTON HEIGHTS TERRACE,2020-11-13,3,0,0.0,1,1,WATERFRONT TERRACE,62
Cook,THREE CROWN PARK,2020-11-13,48,8,0.16666666666666666,1,1,ALDEN ESTATES OF ORLAND PARK,86
Cook,THREE CROWNS PARK,2020-11-13,16,0,0.0,1,1,ALDEN ESTATES OF ORLAND PARK,86
Cook,TRANSITIONAL CARE ARLINGTON HGTS,2020-11-13,45,7,0.15555555555555556,1,1,APERION CARE BURBANK,86
Cook,TRI-STATES NURSING & REHAB CENTER,2020-11-13,40,5,0.125,1,1,BEACON HEALTH CENTER,86
Cook,UPTOWN HEALTH CENTER,2020-11-13,120,18,0.15,1,1,UPTOWN HEALTH CENTER,100
Cook,VI AT THE GLEN,2020-11-13,27,4,0.14814814814814814,1,1,VI AT THE GLEN,100
Cook,VICTORY CENTER OF BARTLETT,2020-11-13,9,1,0.1111111111111111,2,1,LANDMARK OF RICHTON PARK REHAB & NSG CTR,86
Cook,VICTORY CENTER OF RIVER OAKS,2020-11-13,5,0,0.0,1,1,BRIA OF RIVER OAKS,86
Cook,VICTORY CENTER SIERRA RIDGE,2020-11-13,2,0,0.0,1,1,PRESENCE SAINTS MARY & ELIZABETH MEDICAL CENTER,86
Cook,VICTORY CENTRE OF PARK FOREST,2020-11-13,2,0,0.0,1,1,AVANTARA PARK RIDGE,86
Cook,VICTORY CENTRE OF RIVERWOODS,2020-11-13,9,4,0.4444444444444444,1,1,BRIA OF RIVER OAKS,86
Cook,VICTORY CENTRE OF SIERRA RIDGE,2020-11-13,12,1,0.08333333333333333,1,1,AVANTARA PARK RIDGE,86
Cook,VILLA AT PALOS HEIGHTS,2020-11-13,32,5,0.15625,2,1,VILLA AT PALOS HEIGHTS,100
Cook,VILLA AT SOUTH HOLLAND,2020-11-13,33,9,0.2727272727272727,1,1,"VILLA AT SOUTH HOLLAND, THE",95
Cook,VILLA AT WINDSOR PARK,2020-11-13,162,44,0.2716049382716049,2,1,VILLA AT WINDSOR PARK,100
Cook,VILLAS SOUTH HOLLAND,2020-11-13,4,0,0.0,1,1,"VILLA AT SOUTH HOLLAND, THE",81
Cook,WARREN BARR GOLD COAST,2020-11-13,88,6,0.06818181818181818,1,1,WARREN BARR GOLD COAST,100
Cook,WARREN BARR LINCOLN PARK,2020-11-13,66,11,0.16666666666666666,2,1,WARREN BARR LINCOLN PARK,100
Cook,WARREN BARR SOUTH LOOP,2020-11-13,50,3,0.06,1,1,WARREN BARR SOUTH LOOP,100
Cook,WATERFRONT TERRACE,2020-11-13,69,13,0.18840579710144928,1,1,WATERFRONT TERRACE,100
Cook,WAVERLY INN MEMORY CARE COMMUNITY,2020-11-13,18,8,0.4444444444444444,1,1,APERION CARE BURBANK,86
Cook,WEINBERG COMMUNITY FOR SENIOR LIVING,2020-11-13,25,2,0.08,1,1,CHALET LIVING & REHAB,86
Cook,WEINBERG SENIOR LIVING,2020-11-13,29,5,0.1724137931034483,1,1,ASTORIA PLACE LIVING & REHAB,51
Cook,WESLEY PLACE,2020-11-13,15,0,0.0,2,1,WESLEY PLACE,100
Cook,WESTBROOK SENIOR LIVING,2020-11-13,3,0,0.0,1,1,MEADOWBROOK MANOR - LAGRANGE,55
Cook,WESTCHESTER HEALTH AND REHABILITATION CENTER,2020-11-13,46,12,0.2608695652173913,1,1,WESTCHESTER HEALTH & REHABILITATION,95
Cook,WESTMINSTER PLACE,2020-11-13,16,0,0.0,1,1,WESTMINSTER PLACE,100
Cook,WESTWOOD MANOR,2020-11-13,63,2,0.031746031746031744,1,1,"WESTWOOD MANOR, THE",95
Cook,WINDSOR ESTATES,2020-11-13,109,23,0.21100917431192664,1,1,WINDSOR ESTATES NSG & REHAB,90
Cook,WINSTON MANOR,2020-11-13,54,8,0.14814814814814814,2,1,WINSTON MANOR CNV & NURSING,90
Cook,WOODBRIDGE NURSING PAVILION,2020-11-13,219,40,0.18264840182648398,1,1,WOODBRIDGE NURSING PAVILION,100
Crawford,HERITAGE HEALTH,2020-11-13,2,0,0.0,1,1,HERITAGE HEALTH-ROBINSON,90
Cumberland,HEARTLAND SENIOR LIVING,2020-11-13,49,3,0.061224489795918366,1,1,HEARTLAND SENIOR LIVING,100
De Witt,LIBERTY VILLAGE,2020-11-13,74,8,0.10810810810810813,1,1,FARMER CITY REHAB & HEALTHCARE,36
