STATE_ReportingDate,CMS_Provider State,STATE_County,CMS_Provider City,STATE_FacilityName,STATE_CMS_ProvNum,STATE_confirmed_cases,STATE_deaths,STATE_MatchingDate,CMS_Week Ending,CMS_Federal Provider Number
2020-11-06,IL,Stephenson,FREEPORT,Stephenson Nursing Center,145895,30,1,2020-11-08,2020-11-08,145895
2020-11-06,IL,Tazewell,MORTON,Aperion Morton,145248,65,6,2020-11-08,2020-11-08,145248
2020-11-06,IL,Tazewell,MORTON,Apostolic Christian Restmor,145436,12,0,2020-11-08,2020-11-08,145436
2020-11-06,,Tazewell,,Apostolic Christian Timber Ridge,No Match,6,0,2020-11-08,,
2020-11-06,IL,Tazewell,EAST PEORIA,Generations Riverview SNF,145524,19,2,2020-11-08,2020-11-08,145524
2020-11-06,,Tazewell,,Generations Riverview Senior Living,No Match,2,0,2020-11-08,,
2020-11-06,IL,Tazewell,EAST PEORIA,Generations at Riverview,145524,9,2,2020-11-08,2020-11-08,145524
2020-11-06,IL,Tazewell,EAST PEORIA,Lakeside Rehab and Healthcare,145646,2,0,2020-11-08,2020-11-08,145646
2020-11-06,IL,Tazewell,PEKIN,Pekin Manor,145597,3,0,2020-11-08,2020-11-08,145597
2020-11-06,,Tazewell,,Reflections Memory Care,No Match,20,4,2020-11-08,,
2020-11-06,IL,Tazewell,PEKIN,Timbercreek Rehab and Healthcare,145275,62,10,2020-11-08,2020-11-08,145275
2020-11-06,,Tazewell,,UAW Senior Citizens Center,No Match,3,0,2020-11-08,,
2020-11-06,,Tazewell,,Villas of Holly Brook & Reflections Pekin,No Match,64,11,2020-11-08,,
2020-11-06,,Tazewell,,Villas of Hollybrook,No Match,4,0,2020-11-08,,
2020-11-06,,Union,,Illinois Veterans Home Anna,No Match,5,0,2020-11-08,,
2020-11-06,IL,Union,ANNA,Integrity of Anna,146006,82,13,2020-11-08,2020-11-08,146006
2020-11-06,IL,Union,COBDEN,Integrity of Cobden,145922,45,7,2020-11-08,2020-11-08,145922
2020-11-06,IL,Vermilion,DANVILLE,Arcadia Care of Danville,145753,23,1,2020-11-08,2020-11-08,145753
2020-11-06,IL,Vermilion,DANVILLE,Colonial Manor,145183,8,0,2020-11-08,2020-11-08,145183
2020-11-06,IL,Vermilion,DANVILLE,Gardenview Manor,145926,7,0,2020-11-08,2020-11-08,145926
2020-11-06,,Vermilion,,Hawthorne Inn,No Match,9,0,2020-11-08,,
2020-11-06,,Vermilion,,Heritage Health,No Match,2,0,2020-11-08,,
2020-11-06,,Vermilion,,Illiana Va Medical,No Match,7,0,2020-11-08,,
2020-11-06,IL,Wabash,MOUNT CARMEL,Oakview Nursing and Rehabilitation,145376,11,0,2020-11-08,2020-11-08,145376
2020-11-06,,Wabash,,Villas of Holly Brook,No Match,20,1,2020-11-08,,
2020-11-06,,Warren,,Courtyard Estates of Monmouth,No Match,2,0,2020-11-08,,
2020-11-06,IL,Warren,MONMOUTH,Monmouth Nursing Home,146057,12,2,2020-11-08,2020-11-08,146057
2020-11-06,,Washington,,"Washington County Hospital, Long Term Care Unit",No Match,2,1,2020-11-08,,
2020-11-06,,Wayne,,Aperion Care,No Match,51,3,2020-11-08,,
2020-11-06,IL,Wayne,FAIRFIELD,Aperion Care Fairfield,146000,6,1,2020-11-08,2020-11-08,146000
2020-11-06,IL,Wayne,CISNE,Cisne Rehab and Health Care Center,146131,2,0,2020-11-08,2020-11-08,146131
2020-11-06,IL,Wayne,FAIRFIELD,Fairfield Memorial Hospital,145552,8,2,2020-11-08,2020-11-08,145552
2020-11-06,IL,White,CARMI,Carmi Manor,146124,3,0,2020-11-08,2020-11-08,146124
2020-11-06,IL,White,CARMI,Wabash Christian Retirement,146019,42,2,2020-11-08,2020-11-08,146019
2020-11-06,,Whiteside,,Citadel of Sterling ,No Match,14,0,2020-11-08,,
2020-11-06,,Whiteside,,Exceptional Care and Training Center,No Match,21,0,2020-11-08,,
2020-11-06,,Whiteside,,Good Sam - Prophets Riverview,No Match,33,4,2020-11-08,,
2020-11-06,IL,Whiteside,FULTON,Harbor Crest,146158,17,4,2020-11-08,2020-11-08,146158
2020-11-06,,Whiteside,,Kreiders ,No Match,2,0,2020-11-08,,
2020-11-06,,Whiteside,,Parkway Center,No Match,28,5,2020-11-08,,
2020-11-06,,Whiteside,,Pleasant View Rehab,No Match,2,0,2020-11-08,,
2020-11-06,,Whiteside,,Regency Care of Sterling ,No Match,20,2,2020-11-08,,
2020-11-06,,Whiteside,,Resthave Care and Rehabilitation ,No Match,44,3,2020-11-08,,
2020-11-06,,Whiteside,,Windsor Manor Morrison,No Match,2,0,2020-11-08,,
2020-11-06,,Whiteside,,Winning Wheels,No Match,3,0,2020-11-08,,
2020-11-06,IL,Will,SHOREWOOD,Alden Courts of Shorewood,146183,16,1,2020-11-08,2020-11-08,146183
2020-11-06,IL,Will,SHOREWOOD,Alden Estates of Shorewood,146153,28,4,2020-11-08,2020-11-08,146153
2020-11-06,IL,Will,WILMINGTON,Aperion Wilmington,145316,15,0,2020-11-08,2020-11-08,145316
2020-11-06,,Will,,Arbor Terrace,No Match,35,5,2020-11-08,,
2020-11-06,,Will,,Arbor Terrace of Naperville,No Match,4,0,2020-11-08,,
2020-11-06,,Will,,Beecher Manor ,No Match,104,15,2020-11-08,,
2020-11-06,,Will,,"Charter Senoir Living, The Cottages",No Match,11,2,2020-11-08,,
2020-11-06,,Will,,Clarendale of Mokena,No Match,43,8,2020-11-08,,
2020-11-06,,Will,,Frankfort Terrace,140E213,88,2,2020-11-08,,
2020-11-06,,Will,,Harbor Chase of Plainfield,No Match,6,1,2020-11-08,,
2020-11-06,,Will,,Heritage Woods of Bolingbrook,No Match,3,0,2020-11-08,,
2020-11-06,,Will,,Heritage Woods of Plainfield,No Match,4,1,2020-11-08,,
2020-11-06,,Will,,Joliet Terrace,140E248,38,0,2020-11-08,,
2020-11-06,IL,Will,JOLIET,Lakeshore Rehab & Healthcare,145694,8,0,2020-11-08,2020-11-08,145694
2020-11-06,IL,Will,PLAINFIELD,Lakewood Nursing Home,145761,85,6,2020-11-08,2020-11-08,145761
2020-11-06,,Will,,Marley Oaks,No Match,6,1,2020-11-08,,
2020-11-06,,Will,,Meadowbrook Manor of Bolingbrook,No Match,188,41,2020-11-08,,
2020-11-06,IL,Will,JOLIET,Our Lady Of Angels Retirement Home,146126,23,1,2020-11-08,2020-11-08,146126
2020-11-06,,Will,,Parc of Joliet,No Match,18,0,2020-11-08,,
2020-11-06,IL,Will,JOLIET,Presence Villa Franciscan,145029,99,17,2020-11-08,2020-11-08,145029
2020-11-06,,Will,,Revere Court of Bolingbrook,No Match,29,3,2020-11-08,,
2020-11-06,,Will,,Rock Run Place,No Match,4,0,2020-11-08,,
2020-11-06,IL,Will,JOLIET,Salem Village NH,145618,98,5,2020-11-08,2020-11-08,145618
2020-11-06,,Will,,Senior Star at Weber Place,No Match,16,4,2020-11-08,,
2020-11-06,,Will,,Shady Oaks,No Match,30,3,2020-11-08,,
2020-11-06,IL,Will,ORLAND PARK,Smith Crossing,146110,36,2,2020-11-08,2020-11-08,146110
2020-11-06,IL,Will,JOLIET,Spring Creek Nursing Home,146172,33,4,2020-11-08,2020-11-08,146172
2020-11-06,IL,Will,CRETE,St James Manor,145611,86,24,2020-11-08,2020-11-08,145611
2020-11-06,IL,Will,JOLIET,Sunny Hill Nursing Home,145892,71,16,2020-11-08,2020-11-08,145892
2020-11-06,IL,Will,JOLIET,Symphony of Joliet,145372,8,0,2020-11-08,2020-11-08,145372
2020-11-06,IL,Will,JOLIET,The PARC of Joliet,145221,68,17,2020-11-08,2020-11-08,145221
2020-11-06,,Will,,Timbers of Shorewood,No Match,7,1,2020-11-08,,
2020-11-06,IL,Will,HOMER GLEN,Victorian Village,146178,37,1,2020-11-08,2020-11-08,146178
2020-11-06,,Will,,Village Woods,No Match,17,0,2020-11-08,,
2020-11-06,,Will,,WILLOW FALLS ASSISTED LIVING,No Match,2,0,2020-11-08,,
2020-11-06,,Will,,Willow Falls,No Match,21,2,2020-11-08,,
2020-11-06,,Will,,Willow House,No Match,18,0,2020-11-08,,
2020-11-06,IL,Will,JOLIET,symphony of joliet,145372,130,25,2020-11-08,2020-11-08,145372
2020-11-06,,Williamson,,Fifth Seasons,No Match,5,0,2020-11-08,,
2020-11-06,,Williamson,,Fifth Seasons Assisted Living ,No Match,2,0,2020-11-08,,
2020-11-06,IL,Williamson,HERRIN,Integrity Healthcare of Herrin,146092,10,2,2020-11-08,2020-11-08,146092
2020-11-06,,Williamson,,Integrity Healthcare of Marion,No Match,3,0,2020-11-08,,
2020-11-06,IL,Williamson,MARION,Parkway Manor,145841,94,21,2020-11-08,2020-11-08,145841
2020-11-06,IL,Williamson,HERRIN,Shawnee Senior Living,146036,121,18,2020-11-08,2020-11-08,146036
2020-11-06,,Williamson,,The Anchor of the Voyage Senior Living ,No Match,2,0,2020-11-08,,
2020-11-06,,Williamson,,Villas Of Hollybrook,No Match,6,0,2020-11-08,,
2020-11-06,,Williamson,,Villas of Hollybrook ,No Match,2,0,2020-11-08,,
2020-11-06,IL,Winnebago,ROCKFORD,Alden Debes Rehab Inc,145142,79,20,2020-11-08,2020-11-08,145142
2020-11-06,,Winnebago,,Alden Debes Rehabilitation & Health Care Center,No Match,3,0,2020-11-08,,
2020-11-06,IL,Winnebago,ROCKFORD,Alden Park Strathmoor,145259,31,0,2020-11-08,2020-11-08,145259
2020-11-06,IL,Winnebago,ROCKFORD,Alpine Fireside Health Center,146066,38,3,2020-11-08,2020-11-08,146066
2020-11-06,IL,Winnebago,ROCKFORD,Amberwood,145908,72,11,2020-11-08,2020-11-08,145908
2020-11-06,IL,Winnebago,ROCKFORD,Amberwood Care Center,145908,27,1,2020-11-08,2020-11-08,145908
2020-11-06,,Winnebago,,Anam Care Facility,No Match,24,7,2020-11-08,,
2020-11-06,IL,Winnebago,ROCKFORD,Ascension St Anne Center,145563,88,15,2020-11-08,2020-11-08,145563
2020-11-06,IL,Winnebago,ROCKFORD,Cor Mariae,145972,4,0,2020-11-08,2020-11-08,145972
2020-11-06,,Winnebago,,Crimson Pointe Senior Living,No Match,47,12,2020-11-08,,
2020-11-06,IL,Winnebago,LOVES PARK,East Bank Center,146069,14,0,2020-11-08,2020-11-08,146069
2020-11-06,,Winnebago,,Fair Oaks Rehabilitation and Health Care Center,No Match,3,0,2020-11-08,,
2020-11-06,IL,Winnebago,ROCKFORD,Fairhaven Christian Retirement Center,14E345,21,0,2020-11-08,2020-11-08,14E345
2020-11-06,,Winnebago,,Fairhaven Christian Retirement Center (2),No Match,5,0,2020-11-08,,
2020-11-06,IL,Winnebago,ROCKFORD,Forest City Rehab and Nursing,145937,83,9,2020-11-08,2020-11-08,145937
2020-11-06,,Winnebago,,Highview in the Woodlands (2),No Match,9,0,2020-11-08,,
2020-11-06,,Winnebago,,Luther Center Assisted Living,No Match,8,0,2020-11-08,,
2020-11-06,,Winnebago,,Medina Nursing Center,No Match,13,0,2020-11-08,,
2020-11-06,,Winnebago,,Morning Star Village,No Match,25,3,2020-11-08,,
2020-11-06,,Winnebago,,Mosaic - Appletree Group Home,No Match,3,0,2020-11-08,,
2020-11-06,,Winnebago,,North Pointe Terrace (2),No Match,2,0,2020-11-08,,
2020-11-06,,Winnebago,,NorthPointe Terrace (3),No Match,3,0,2020-11-08,,
2020-11-06,IL,Winnebago,ROCKFORD,PA Peterson at theCitadel,145751,16,7,2020-11-08,2020-11-08,145751
2020-11-06,,Winnebago,,Peterson Meadows,No Match,4,1,2020-11-08,,
2020-11-06,,Winnebago,,Prairie View Assisted Living (2),No Match,4,0,2020-11-08,,
2020-11-06,IL,Winnebago,ROCKFORD,River Bluff Nursing Home,145771,82,10,2020-11-08,2020-11-08,145771
2020-11-06,,Winnebago,,Riverbluff Nursing Home ,No Match,3,0,2020-11-08,,
2020-11-06,IL,Winnebago,ROCKFORD,Rock River Health Care,145818,21,2,2020-11-08,2020-11-08,145818
2020-11-06,,Winnebago,,Siena on Brendenwood,No Match,3,0,2020-11-08,,
2020-11-06,,Winnebago,,Stepping Stone of Rockford ,No Match,25,1,2020-11-08,,
2020-11-06,,Winnebago,,TLC Living Community,No Match,11,1,2020-11-08,,
2020-11-06,,Winnebago,,The Atrium Memory Care Community,No Match,3,0,2020-11-08,,
2020-11-06,,Winnebago,,Van Matre Encompas Health,No Match,31,4,2020-11-08,,
2020-11-06,,Winnebago,,Van Matre Encompass Health,No Match,4,0,2020-11-08,,
2020-11-06,,Winnebago,,Walter Lawson Childrens,No Match,3,0,2020-11-08,,
2020-11-06,,Woodford,,Apostolic Christian Home of Roanoke ,No Match,3,0,2020-11-08,,
2020-11-06,IL,Woodford,EL PASO,Heritage Health El Paso,145319,40,7,2020-11-08,2020-11-08,145319
2020-11-06,,Woodford,,Snyder Village Assisted Living ,No Match,2,0,2020-11-08,,
2020-11-06,,Woodford,,Snyder Village Health Center ,No Match,24,2,2020-11-08,,
2020-06-19,IL,Boone,BELVIDERE,Park Place of Belvidere,146071,6,0,2020-06-21,2020-06-21,146071
2020-06-19,,Boone,,Symphony Northwoods,No Match,87,16,2020-06-21,,
2020-06-19,IL,Champaign,SAVOY,Champaign-Urbana Nursing and Rehab,145439,2,0,2020-06-21,2020-06-21,145439
2020-06-19,,Champaign,,Reflections Memory Care,No Match,25,1,2020-06-21,,
2020-06-19,IL,Champaign,URBANA,University Rehab Center,145364,5,0,2020-06-21,2020-06-21,145364
2020-06-19,,Christian,,Villas of Holly Brook,No Match,2,0,2020-06-21,,
2020-06-19,IL,Clinton,CARLYLE,Carlyle HealthCare Center,145729,85,16,2020-06-21,2020-06-21,145729
2020-06-19,IL,Clinton,NEW BADEN,Clinton Manor Living Facility,146025,29,1,2020-06-21,2020-06-21,146025
2020-06-19,,Clinton,,Villa Catherine,No Match,6,0,2020-06-21,,
2020-06-19,,Clinton,,Warrren G Murray Develpmental Center,No Match,61,0,2020-06-21,,
2020-06-19,IL,Coles,CHARLESTON,Charleston Rehab and Healthcare,145636,85,16,2020-06-21,2020-06-21,145636
2020-06-19,IL,Coles,MATTOON,Mattoon Healthcare,145480,2,0,2020-06-21,2020-06-21,145480
2020-06-19,,Cook,,AMITA Health Holy Family Medical Center ,No Match,22,1,2020-06-21,,
2020-06-19,IL,Cook,GLENVIEW,Abington of Glenview,145683,7,1,2020-06-21,2020-06-21,145683
2020-06-19,IL,Cook,WHEELING,Addolorata Villa,145724,95,16,2020-06-21,2020-06-21,145724
2020-06-19,,Cook,,Albany Care,No Match,14,0,2020-06-21,,
2020-06-19,IL,Cook,DES PLAINES,Alden Estates Des Plaines,145998,13,2,2020-06-21,2020-06-21,145998
2020-06-19,IL,Cook,BARRINGTON,Alden Estates of Barrington,145557,7,0,2020-06-21,2020-06-21,145557
2020-06-19,IL,Cook,EVANSTON,Alden Estates of Evanston,145907,14,2,2020-06-21,2020-06-21,145907
2020-06-19,IL,Cook,CHICAGO,Alden Estates of Northmoor,145888,82,19,2020-06-21,2020-06-21,145888
2020-06-19,IL,Cook,ORLAND PARK,Alden Estates of Orland Park,145963,26,12,2020-06-21,2020-06-21,145963
2020-06-19,IL,Cook,SKOKIE,Alden Estates of Skokie,145869,5,0,2020-06-21,2020-06-21,145869
2020-06-19,IL,Cook,CHICAGO,Alden Lakeland,145450,16,1,2020-06-21,2020-06-21,145450
2020-06-19,IL,Cook,CHICAGO,Alden Lincoln Park Rehab,145126,72,10,2020-06-21,2020-06-21,145126
2020-06-19,IL,Cook,SKOKIE,Alden North Shore,145984,3,1,2020-06-21,2020-06-21,145984
2020-06-19,IL,Cook,HOFFMAN ESTATES,Alden PoplarCreek,145403,27,5,2020-06-21,2020-06-21,145403
2020-06-19,IL,Cook,CHICAGO,Alden Princeton Rehab & Health,145688,49,10,2020-06-21,2020-06-21,145688
2020-06-19,,Cook,,Alden Town Manor Care,No Match,7,0,2020-06-21,,
2020-06-19,,Cook,,Alden Village North,No Match,6,0,2020-06-21,,
2020-06-19,,Cook,,Alden Wentworth  Rehab & Healthcare Center,No Match,67,13,2020-06-21,,
2020-06-19,IL,Cook,CHICAGO,All American Nursing Home,14A057,41,4,2020-06-21,2020-06-21,14A057
2020-06-19,,Cook,,All Saints,No Match,2,0,2020-06-21,,
2020-06-19,IL,Cook,CHICAGO,Ambassador Nursing,145343,108,11,2020-06-21,2020-06-21,145343
2020-06-19,IL,Cook,BURBANK,Aperion Care Burbank,145913,5,1,2020-06-21,2020-06-21,145913
2020-06-19,IL,Cook,CHICAGO HEIGHTS,Aperion Care Chicago Heights,145180,13,1,2020-06-21,2020-06-21,145180
2020-06-19,IL,Cook,DOLTON,Aperion Care Dolton,145877,28,5,2020-06-21,2020-06-21,145877
2020-06-19,IL,Cook,EVANSTON,Aperion Care Evanston,146058,25,2,2020-06-21,2020-06-21,146058
2020-06-19,IL,Cook,FOREST PARK,Aperion Care Forest Park,145969,23,3,2020-06-21,2020-06-21,145969
2020-06-19,IL,Cook,CHICAGO,Aperion Care International of Chicago,146001,119,20,2020-06-21,2020-06-21,146001
2020-06-19,IL,Cook,MIDLOTHIAN,Aperion Care Midlothian,145947,3,0,2020-06-21,2020-06-21,145947
2020-06-19,IL,Cook,OAK LAWN,Aperion Care Oak Lawn,145197,88,20,2020-06-21,2020-06-21,145197
2020-06-19,IL,Cook,PALATINE,Aperion Care Plum Grove,145658,45,6,2020-06-21,2020-06-21,145658
2020-06-19,IL,Cook,CHICAGO,Aperion Care West Ridge,145832,33,12,2020-06-21,2020-06-21,145832
2020-06-19,IL,Cook,CHICAGO,Arbour Health Care Center,146169,48,3,2020-06-21,2020-06-21,146169
2020-06-19,,Cook,,Arden Courts of Elk Grove,No Match,23,6,2020-06-21,,
2020-06-19,,Cook,,Arden Courts of Palos Heights,No Match,37,10,2020-06-21,,
2020-06-19,,Cook,,Arden Courts/Manor Care of South Holland ,No Match,42,7,2020-06-21,,
2020-06-19,,Cook,,Artis Senior Living of Lakeview,No Match,34,8,2020-06-21,,
2020-06-19,IL,Cook,DES PLAINES,Asbury Court Senior Living,146187,5,0,2020-06-21,2020-06-21,146187
2020-06-19,,Cook,,Aspire Living Prospect Heights,No Match,13,0,2020-06-21,,
2020-06-19,IL,Cook,CHICAGO,Astoria Place of Chicago,145634,106,21,2020-06-21,2020-06-21,145634
2020-06-19,,Cook,,Atria Glenview,No Match,3,0,2020-06-21,,
2020-06-19,IL,Cook,CHICAGO,Atrium Health Care Center,145479,99,10,2020-06-21,2020-06-21,145479
2020-06-19,IL,Cook,CHICAGO,Austin Oasis,145834,104,12,2020-06-21,2020-06-21,145834
2020-06-19,,Cook,,Autumn Green at Wright Campus,No Match,2,0,2020-06-21,,
2020-06-19,IL,Cook,EVERGREEN PARK,Avantara Evergreen Park,145734,77,21,2020-06-21,2020-06-21,145734
2020-06-19,IL,Cook,PARK RIDGE,Avantara Park Ridge,145667,4,2,2020-06-21,2020-06-21,145667
2020-06-19,,Cook,,Avanti Wellness & Rehabilitation ,No Match,91,17,2020-06-21,,
2020-06-19,,Cook,,Avenues to Independence,No Match,11,0,2020-06-21,,
2020-06-19,IL,Cook,SOUTH CHICAGO HEIGHT,BRIA of Chicago Heights,145898,50,1,2020-06-21,2020-06-21,145898
2020-06-19,IL,Cook,CHICAGO,Balmoral Home,145796,20,0,2020-06-21,2020-06-21,145796
2020-06-19,,Cook,,Barton Senior Living,No Match,2,0,2020-06-21,,
2020-06-19,IL,Cook,CHICAGO,Beacon Care Center,145776,85,14,2020-06-21,2020-06-21,145776
2020-06-19,,Cook,,Beechwood Manor,No Match,2,0,2020-06-21,,
2020-06-19,IL,Cook,MORTON GROVE,Bella Terra Morton Grove,145198,60,9,2020-06-21,2020-06-21,145198
2020-06-19,IL,Cook,STREAMWOOD,Bella Terra Streamwood,145701,10,2,2020-06-21,2020-06-21,145701
2020-06-19,IL,Cook,WHEELING,Bella Terra Wheeling,145835,23,5,2020-06-21,2020-06-21,145835
2020-06-19,IL,Cook,CHICAGO,Bellhaven Nursing and Rehabilitation,145549,87,9,2020-06-21,2020-06-21,145549
2020-06-19,,Cook,,Belmont Oak Park,No Match,6,2,2020-06-21,,
2020-06-19,,Cook,,Belmont Village Senior Living of Glenview,No Match,20,4,2020-06-21,,
2020-06-19,IL,Cook,OAK PARK,Berkeley Nursing and Rehabilitation Center,146013,4,3,2020-06-21,2020-06-21,146013
2020-06-19,IL,Cook,CHICAGO,Bethesda Rehab and Senior Care,145844,34,3,2020-06-21,2020-06-21,145844
2020-06-19,,Cook,,Bickford of Tinley Park,No Match,2,0,2020-06-21,,
2020-06-19,IL,Cook,CHICAGO,Birchwood Plaza Nursing-Rehab,145532,75,10,2020-06-21,2020-06-21,145532
2020-06-19,IL,Cook,NORTHBROOK,Brandel Care Center,145527,10,0,2020-06-21,2020-06-21,145527
2020-06-19,IL,Cook,CHICAGO,Bria Forest Edge,145864,139,2,2020-06-21,2020-06-21,145864
2020-06-19,IL,Cook,INDIAN HEAD PARK,Bria Place of Indian Head Park,145784,30,6,2020-06-21,2020-06-21,145784
2020-06-19,IL,Cook,BURNHAM,Bria River Oaks,145735,95,2,2020-06-21,2020-06-21,145735
2020-06-19,IL,Cook,PALOS HILLS,Bria of Palos Hills,145650,94,16,2020-06-21,2020-06-21,145650
2020-06-19,IL,Cook,BRIDGEVIEW,Bridgeview HC,145208,38,15,2020-06-21,2020-06-21,145208
2020-06-19,,Cook,,Brookdale - Lake Shore,No Match,8,0,2020-06-21,,
2020-06-19,,Cook,,Brookdale Assisted living,No Match,5,1,2020-06-21,,
2020-06-19,,Cook,,Brookdale Des Plaines,No Match,20,6,2020-06-21,,
2020-06-19,,Cook,,Brookdale Hoffman Estates,No Match,6,0,2020-06-21,,
2020-06-19,,Cook,,Brookdale Northbrook ,No Match,4,3,2020-06-21,,
2020-06-19,,Cook,,Brookdale Orland Park,No Match,14,6,2020-06-21,,
2020-06-19,IL,Cook,PROSPECT HEIGHTS,Brookdale Prospect Heights,145852,6,0,2020-06-21,2020-06-21,145852
2020-06-19,,Cook,,Brookdale Senior Living of Chicago,No Match,4,0,2020-06-21,,
2020-06-19,,Cook,,Bryn Mawr Care,No Match,13,0,2020-06-21,,
2020-06-19,IL,Cook,CHICAGO,Buckingham Pavilion,145285,70,12,2020-06-21,2020-06-21,145285
2020-06-19,IL,Cook,BURBANK,Burbank Rehab - Vera Care Stickney,145211,29,10,2020-06-21,2020-06-21,145211
2020-06-19,IL,Cook,CHICAGO,California Gardens Nursing and Rehabilitation Cent,145625,158,5,2020-06-21,2020-06-21,145625
2020-06-19,IL,Cook,CHICAGO,Carlton at the Lake,145679,123,17,2020-06-21,2020-06-21,145679
2020-06-19,IL,Cook,CHICAGO,Center Home for Hispanic Elderly,146062,89,30,2020-06-21,2020-06-21,146062
2020-06-19,IL,Cook,NORRIDGE,Central Baptist Village,145853,8,0,2020-06-21,2020-06-21,145853
2020-06-19,IL,Cook,CHICAGO,Central Nursing Home,145648,104,17,2020-06-21,2020-06-21,145648
2020-06-19,IL,Cook,CHICAGO,Chalet Living And Rehab Center,145670,91,13,2020-06-21,2020-06-21,145670
2020-06-19,IL,Cook,CHICAGO RIDGE,Chicago Ridge Nursing and Rehab,145639,52,16,2020-06-21,2020-06-21,145639
2020-06-19,IL,Cook,NORTHBROOK,Citadel of Northbrook,145982,23,2,2020-06-21,2020-06-21,145982
2020-06-19,IL,Cook,SKOKIE,Citadel of Skokie,145468,4,1,2020-06-21,2020-06-21,145468
2020-06-19,,Cook,,Citadel of Warren Park,No Match,22,4,2020-06-21,,
2020-06-19,,Cook,,Citadel of Waterford,No Match,66,14,2020-06-21,,
2020-06-19,IL,Cook,WILMETTE,Citadel of Wilmette,145932,12,5,2020-06-21,2020-06-21,145932
2020-06-19,IL,Cook,CICERO,City View Multi Care Center,145850,245,14,2020-06-21,2020-06-21,145850
2020-06-19,IL,Cook,CHICAGO,Clark Manor,145507,106,13,2020-06-21,2020-06-21,145507
2020-06-19,IL,Cook,CHICAGO,Community Care Nursing Home,146164,87,9,2020-06-21,2020-06-21,146164
2020-06-19,IL,Cook,CHICAGO,Continental Nursing and Rehabilitation Center,145730,68,12,2020-06-21,2020-06-21,145730
2020-06-19,,Cook,,Country Club Terrace,No Match,8,0,2020-06-21,,
2020-06-19,IL,Cook,DOLTON,Countryside Nursing and Rehab Center,145798,43,5,2020-06-21,2020-06-21,145798
2020-06-19,,Cook,,Covenant Enabling Residence,No Match,5,0,2020-06-21,,
2020-06-19,,Cook,,Covenant Home of Chicago,No Match,2,0,2020-06-21,,
2020-06-19,,Cook,,"David Webb, Jr. Senior Living Complex",No Match,3,2,2020-06-21,,
2020-06-19,IL,Cook,EVANSTON,Dobson Plaza,145122,71,20,2020-06-21,2020-06-21,145122
2020-06-19,,Cook,,Edward Hines VA Community Living Center,No Match,5,0,2020-06-21,,
2020-06-19,IL,Cook,CHICAGO,Elevate Care Chicago North,145484,183,32,2020-06-21,2020-06-21,145484
2020-06-19,IL,Cook,CHICAGO,Elevate Care Irving Park,145415,70,12,2020-06-21,2020-06-21,145415
2020-06-19,IL,Cook,NILES,Elevate Care Niles,145662,8,5,2020-06-21,2020-06-21,145662
2020-06-19,IL,Cook,NORTHBROOK,Elevate Care Northbrook,145171,67,12,2020-06-21,2020-06-21,145171
2020-06-19,,Cook,,Elevate Care South Holland,No Match,19,6,2020-06-21,,
2020-06-19,IL,Cook,NILES,Elevate Saint Andrew,146176,23,8,2020-06-21,2020-06-21,146176
2020-06-19,,Cook,,Emerald Place Memory Care,No Match,10,2,2020-06-21,,
2020-06-19,IL,Cook,CHICAGO,Estates of Hyde Park,145828,39,11,2020-06-21,2020-06-21,145828
2020-06-19,,Cook,,Evergreen Senior Living,No Match,14,7,2020-06-21,,
2020-06-19,IL,Cook,CHICAGO,Fairmont Care,145867,149,28,2020-06-21,2020-06-21,145867
2020-06-19,IL,Cook,CHICAGO,Foster Health & Rehab,146167,31,7,2020-06-21,2020-06-21,146167
2020-06-19,IL,Cook,LEMONT,Franciscan Village,146029,4,1,2020-06-21,2020-06-21,146029
2020-06-19,IL,Cook,SCHAUMBURG,Friendship Village LTC,145341,17,5,2020-06-21,2020-06-21,145341
2020-06-19,IL,Cook,DES PLAINES,Generations At Oakton,145626,48,13,2020-06-21,2020-06-21,145626
2020-06-19,IL,Cook,MATTESON,Generations at Applewood,145781,72,18,2020-06-21,2020-06-21,145781
2020-06-19,IL,Cook,ELMWOOD PARK,Generations at Elmwood Park,145419,88,17,2020-06-21,2020-06-21,145419
2020-06-19,IL,Cook,NILES,Generations at Regency,145237,113,28,2020-06-21,2020-06-21,145237
2020-06-19,IL,Cook,GLENVIEW,Glenview Terrace,145268,180,34,2020-06-21,2020-06-21,145268
2020-06-19,,Cook,,Glenwood Health Care & Rehab,No Match,84,5,2020-06-21,,
2020-06-19,,Cook,,Golfview Developmental Center,No Match,107,11,2020-06-21,,
2020-06-19,,Cook,,Good Shepherd Manor,No Match,3,1,2020-06-21,,
2020-06-19,,Cook,,Grace Point Place Memory Care,No Match,24,8,2020-06-21,,
2020-06-19,IL,Cook,WHEELING,Greek American Rehab & Care,146031,15,2,2020-06-21,2020-06-21,146031
2020-06-19,,Cook,,Greenview Place Senior Living,No Match,4,0,2020-06-21,,
2020-06-19,,Cook,,Greenwood Care-Evanston,No Match,17,1,2020-06-21,,
2020-06-19,IL,Cook,NILES,Grosse Pointe Manor,145999,80,17,2020-06-21,2020-06-21,145999
2020-06-19,,Cook,,Harbor House Memory Care,No Match,36,10,2020-06-21,,
2020-06-19,IL,Cook,CHICAGO,Harmony Healthcare and Rehab,145775,135,26,2020-06-21,2020-06-21,145775
2020-06-19,,Cook,,Heather Manor Nursing & Rehabilitation Center,No Match,11,2,2020-06-21,,
