reporting_date,County,FacilityName,confirmed_cases,deaths,ReportDate,status,CFR,outbreaks
2020-11-27,Cook,Aperion Care Oak Lawn,101,22,2020-11-27T00:00:00,Closed,0.21782178217821782,1
2020-11-27,Cook,Alden Wentworth  Rehab & Healthcare Center,71,15,2020-11-27T00:00:00,Closed,0.2112676056338028,1
2020-11-27,Cook,Revere Court of South Barrington,10,2,2020-11-27T00:00:00,Open,0.2,1
2020-11-27,Cook,Presence Villa Scalabrini Nursing&Rehab Center,74,6,2020-11-27T00:00:00,Open,0.08108108108108109,1
2020-11-27,Cook,The Grove of Berwyn,60,15,2020-11-27T00:00:00,Open,0.25,1
2020-11-27,Cook,The Vine At Countryside,31,4,2020-11-27T00:00:00,Closed,0.12903225806451613,1
2020-11-27,Cook,Elevate Saint Andrew,42,9,2020-11-27T00:00:00,Open,0.21428571428571427,1
2020-11-27,Cook,ManorCare ElkGrove Village,116,25,2020-11-27T00:00:00,Closed,0.21551724137931033,1
2020-11-27,Cook,Presence St. Benedict,15,3,2020-11-27T00:00:00,Closed,0.2,1
2020-11-27,Cook,The Mather Evanston,7,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Symphony of Hanover Park,31,3,2020-11-27T00:00:00,Open,0.0967741935483871,1
2020-11-27,Cook,Arden Courts of Palos Heights,55,10,2020-11-27T00:00:00,Open,0.18181818181818182,1
2020-11-27,Cook,Jackson Park Assisted living,19,3,2020-11-27T00:00:00,Closed,0.15789473684210525,1
2020-11-27,Cook,Autumn Green at Midway Village,3,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Misericordia,46,2,2020-11-27T00:00:00,Closed,0.043478260869565216,1
2020-11-27,Cook,Aperion Care Midlothian,5,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Avantara Park Ridge,9,2,2020-11-27T00:00:00,Closed,0.2222222222222222,1
2020-11-27,Cook,Palos Heights Nursing and Rehab,52,10,2020-11-27T00:00:00,Closed,0.19230769230769232,1
2020-11-27,Cook,South Suburban Rehab Center,81,20,2020-11-27T00:00:00,Closed,0.24691358024691357,1
2020-11-27,Cook,Lee Manor Rehab and Nursing,107,20,2020-11-27T00:00:00,Open,0.18691588785046728,1
2020-11-27,Cook,Greek American Rehab & Care,28,2,2020-11-27T00:00:00,Closed,0.07142857142857142,1
2020-11-27,Cook,Addolorata Villa,104,20,2020-11-27T00:00:00,Closed,0.19230769230769232,1
2020-11-27,Cook,Oak Park Arms,9,2,2020-11-27T00:00:00,Closed,0.2222222222222222,1
2020-11-27,Cook,Harbor House Memory Care,34,11,2020-11-27T00:00:00,Closed,0.3235294117647059,1
2020-11-27,Cook,Resurrection Nursing & rehab Center,54,9,2020-11-27T00:00:00,Closed,0.16666666666666666,1
2020-11-27,Cook,Elevate Care Northbrook,85,18,2020-11-27T00:00:00,Open,0.21176470588235294,1
2020-11-27,Cook,Bria River Oaks,193,2,2020-11-27T00:00:00,Open,0.010362694300518135,1
2020-11-27,Cook,Glenwood Health Care & Rehab,89,6,2020-11-27T00:00:00,Open,0.06741573033707865,1
2020-11-27,Cook,Symphony at Midway,218,27,2020-11-27T00:00:00,Closed,0.12385321100917432,1
2020-11-27,Cook,Park Lawn Residential Center,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Elevate Care South Holland,19,6,2020-11-27T00:00:00,Closed,0.3157894736842105,1
2020-11-27,Cook,Skokie Meadows,10,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Bickford of Tinley Park,2,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Peterson Park Health Care,213,35,2020-11-27T00:00:00,Closed,0.1643192488262911,1
2020-11-27,Cook,Buckingham Pavilion,72,13,2020-11-27T00:00:00,Closed,0.18055555555555555,1
2020-11-27,Cook,Alden Lincoln Park Rehab,74,12,2020-11-27T00:00:00,Closed,0.16216216216216217,1
2020-11-27,Cook,Meadowbrook Manor,80,13,2020-11-27T00:00:00,Closed,0.1625,1
2020-11-27,Cook,Alden Estates Des Plaines,13,2,2020-11-27T00:00:00,Closed,0.15384615384615385,1
2020-11-27,Cook,Heartis Village of Orland Park,2,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Alden Estates of Evanston,18,2,2020-11-27T00:00:00,Closed,0.1111111111111111,1
2020-11-27,Cook,Tri-States Nursing & rehab Center,40,5,2020-11-27T00:00:00,Open,0.125,1
2020-11-27,Cook,Barton Senior Living,2,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Sunrise of Schaumburg,28,5,2020-11-27T00:00:00,Open,0.17857142857142858,1
2020-11-27,Cook,Lake Cook Rehab & Healthcare(formerly Rosewood),51,12,2020-11-27T00:00:00,Open,0.23529411764705882,1
2020-11-27,Cook,DD Homes,2,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Foster Health & Rehab,32,7,2020-11-27T00:00:00,Closed,0.21875,1
2020-11-27,Cook,Mercy Circle,25,3,2020-11-27T00:00:00,Closed,0.12,1
2020-11-27,Cook,Presence Resurrection Life Center,52,4,2020-11-27T00:00:00,Open,0.07692307692307693,1
2020-11-27,Cook,Citadel of Wilmette,19,5,2020-11-27T00:00:00,Closed,0.2631578947368421,1
2020-11-27,Cook,The Reserve at Arlington Heights,13,1,2020-11-27T00:00:00,Open,0.07692307692307693,1
2020-11-27,Cook,Alden Estates of Barrington,28,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Transitional Care Arlington Hgts,45,7,2020-11-27T00:00:00,Open,0.15555555555555556,1
2020-11-27,Cook,Sunrise of Lincoln Park,3,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Alden Estates of Skokie,6,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Alden PoplarCreek,91,26,2020-11-27T00:00:00,Open,0.2857142857142857,1
2020-11-27,Cook,Central Baptist Village,12,1,2020-11-27T00:00:00,Closed,0.08333333333333333,1
2020-11-27,Cook,Edward Hines VA Community Living Center,25,3,2020-11-27T00:00:00,Open,0.12,1
2020-11-27,Cook,Manor Care at Arlington Heights,27,2,2020-11-27T00:00:00,Closed,0.07407407407407407,1
2020-11-27,Cook,Dobson Plaza,77,21,2020-11-27T00:00:00,Closed,0.2727272727272727,1
2020-11-27,Cook,Citadel of Skokie,9,2,2020-11-27T00:00:00,Closed,0.2222222222222222,1
2020-11-27,Cook,Inverness Health and Rehab,23,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Berkeley Nursing and Rehabilitation Center,4,3,2020-11-27T00:00:00,Closed,0.75,1
2020-11-27,Cook,Presence Bethlehem Woods,5,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,RML Specialty Hospital Hinsdale,16,1,2020-11-27T00:00:00,Closed,0.0625,1
2020-11-27,Cook,North Shore Place,9,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,The Auberge at Morton Grove,6,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Abington of Glenview,8,1,2020-11-27T00:00:00,Closed,0.125,1
2020-11-27,Cook,Friendship Village LTC,23,5,2020-11-27T00:00:00,Closed,0.21739130434782608,1
2020-11-27,Cook,Villa at Palos Heights,26,5,2020-11-27T00:00:00,Closed,0.19230769230769232,1
2020-11-27,Cook,Clearbrook Center,44,7,2020-11-27T00:00:00,Closed,0.1590909090909091,1
2020-11-27,Cook,St. Joseph Village of Chicago,6,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Pearl of Rolling Meadows,7,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,The Clare,17,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Wesley Place,9,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Franciscan Village,6,1,2020-11-27T00:00:00,Open,0.16666666666666666,1
2020-11-27,Cook,Clearbrook West,3,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Montclare Supportive Living,4,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Waverly Inn Memory Care Community,18,8,2020-11-27T00:00:00,Closed,0.4444444444444444,1
2020-11-27,Cook,The Grove of Northbrook,12,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Brookdale Prospect Heights,8,1,2020-11-27T00:00:00,Closed,0.125,1
2020-11-27,Cook,Countryside Nursing and Rehab Center,71,11,2020-11-27T00:00:00,Open,0.15492957746478872,1
2020-11-27,Cook,Clear Oaks Senior Living,7,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Grand Regency of South Shore,6,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Bella Terra Streamwood,31,4,2020-11-27T00:00:00,Open,0.12903225806451613,1
2020-11-27,Cook,Alden Town Manor Care,3,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Asbury Court Senior Living,9,1,2020-11-27T00:00:00,Closed,0.1111111111111111,1
2020-11-27,Cook,Balmoral Home,26,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Eden Supportive Living,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Heritage Woods,5,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Oak Lawn Respiratory and Rehab,6,1,2020-11-27T00:00:00,Open,0.16666666666666666,1
2020-11-27,Cook,Presence Nazarethville,25,6,2020-11-27T00:00:00,Closed,0.24,1
2020-11-27,Cook,Atria Glenview,5,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Pine Crest Healthcare,4,1,2020-11-27T00:00:00,Closed,0.25,1
2020-11-27,Cook,St Joseph Home For the Elderly,10,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Brandel Care Center,10,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,St. Mary of Providence in Chicago,18,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Lexington Healthcare of La Grange,35,5,2020-11-27T00:00:00,Closed,0.14285714285714285,1
2020-11-27,Cook,The Grove of La Grange,6,1,2020-11-27T00:00:00,Closed,0.16666666666666666,1
2020-11-27,Cook,Arden Courts of Elk Grove,31,8,2020-11-27T00:00:00,Open,0.25806451612903225,1
2020-11-27,Cook,Marklund Wasmond Center,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Autumn Green at Wright Campus,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Bellwood Development Center,2,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Lexington healthcare of Schaumburg,30,3,2020-11-27T00:00:00,Closed,0.1,1
2020-11-27,Cook,The Pointe of Kilpatrick ,38,7,2020-11-27T00:00:00,Open,0.18421052631578946,1
2020-11-27,Cook,Brookdale - Lake Shore,12,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Symphony Residences at Lincoln Park,11,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,All Saints,3,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,The Mooring of Arlington heights,3,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Bella Terra Wheeling,95,19,2020-11-27T00:00:00,Open,0.2,1
2020-11-27,Cook,Victory Center of Bartlett,3,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Victory Centre of Riverwoods,9,4,2020-11-27T00:00:00,Closed,0.4444444444444444,1
2020-11-27,Cook,Aspire Living Prospect Heights,13,1,2020-11-27T00:00:00,Closed,0.07692307692307693,1
2020-11-27,Cook,Country Club Terrace,10,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,MacNeal Memorial Hospital Rehab/LTC,2,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Pioneer Gardens,3,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Greenview Place Senior Living,9,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Brookdale Hoffman Estates,11,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Peace Village,3,1,2020-11-27T00:00:00,Open,0.3333333333333333,1
2020-11-27,Cook,Beechwood Manor,3,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Misericordia - Marian Center,13,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Crestwood Terrace,3,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,PACTT Learning -Oak Park,16,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Lexington Health Care Center of Chicago Ridge,9,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Alden North Shore ,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Calumet City Terrace,3,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Alden Estates of Skokie ,3,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Citadel of Skokie,18,2,2020-11-27T00:00:00,Open,0.1111111111111111,1
2020-11-27,Cook,Leeda Services,5,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Oak Park Brookdale,4,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Alden Lakeland,17,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,The Clare,2,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Alden Village North,22,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Greenwood Care-Evanston,8,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Albany Care,39,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Little Village Nursing Home,3,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Peterson Park Health Care,8,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Elevate Care Chicago North,8,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Bethane Place,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Inverness Health and Rehab Center,14,2,2020-11-27T00:00:00,Open,0.14285714285714285,1
2020-11-27,Cook,Presence Maryhaven,9,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,GOLFVIEW DEVELOPMENTAL CENTER,4,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Caledonia Senior Living & Memory Care,13,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Ludeman Center,20,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Palos Hills Healthcare,24,2,2020-11-27T00:00:00,Open,0.08333333333333333,1
2020-11-27,Cook,Winston Manor,6,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Arbour Health Care Center,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Citadel of Waterford,2,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Pauls House and Healthcare Center,5,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Symphony at Midway,2,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Garden Center Services-home facility,2,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Holy Family Villa,6,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Buckingham Pavilion,6,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Carlton at the Lake,8,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Southview Manor,2,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,The Clare,16,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Villa at Windsor Park,2,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,North Shore Place,24,1,2020-11-27T00:00:00,Open,0.041666666666666664,1
2020-11-27,Cook,Elevate Care North Branch,6,1,2020-11-27T00:00:00,Open,0.16666666666666666,1
2020-11-27,Cook,Franciscan Village,46,5,2020-11-27T00:00:00,Open,0.10869565217391304,1
2020-11-27,Cook,Mercy Circle,13,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Three Crowns Park,22,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Villa at Palos Heights,6,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,The Mather,16,4,2020-11-27T00:00:00,Open,0.25,1
2020-11-27,Cook,St. Joseph Village of Chicago,7,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Central Baptist Village,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Alden Town Manor Rehabilitation & Health Care Cent,121,25,2020-11-27T00:00:00,Open,0.2066115702479339,1
2020-11-27,Cook,The Grove of La Grange,11,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,El Valor,5,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Lexington Of Chicago Ridge,13,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Lutheran Home,3,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Alden Poplar,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Autumn Green at Midway Village,2,1,2020-11-27T00:00:00,Open,0.5,1
2020-11-27,Cook,Harmony Healthcare and Rehab,3,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Lakefront Nursing,5,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Aperion Care West Ridge,8,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Elevate Care Irving Park,8,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Presence Resurrection Retirement Community,6,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Aperion Care Midlothian,7,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Victory Center of Bartlett,7,1,2020-11-27T00:00:00,Open,0.14285714285714285,1
2020-11-27,Cook,Alden Lincoln Park Rehab,6,1,2020-11-27T00:00:00,Open,0.16666666666666666,1
2020-11-27,Cook,Alden Wentworth Rehab & Healthcare Center,10,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,LITTLE SISTERS OF THE POOR ST MARYS HOME,6,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Warren Barr Lincoln Park,10,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Victory Centre of Park Forest,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Presbyterian Westminster Homes,32,2,2020-11-27T00:00:00,Open,0.0625,1
2020-11-27,Cook,Presence Nazarethville,7,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Sunrise of Park Ridge,7,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Bria Place,5,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Victory Center Sierra Ridge,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Thornton Heights Terrace,3,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Concord  Place,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Alden Lakeland,89,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Ambassador Nursing,6,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Bethesda Rehab and Senior Care,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Misericordia,22,1,2020-11-27T00:00:00,Closed,0.045454545454545456,1
2020-11-27,Cook,Alden,37,2,2020-11-27T00:00:00,Open,0.05405405405405406,1
2020-11-27,Cook,Victory Center of River Oaks,5,1,2020-11-27T00:00:00,Open,0.2,1
2020-11-27,Cook,Meadowbrook Manor,7,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,The Auberge,5,1,2020-11-27T00:00:00,Open,0.2,1
2020-11-27,Cook,Covenant Home of Chicago,9,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Selfhelp Home,7,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Smith Village,15,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Symphony of Lincoln Park,26,1,2020-11-27T00:00:00,Open,0.038461538461538464,1
2020-11-27,Cook,Beacon Care Center,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Chalet Living and Rehab,5,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Continental Nursing #2,5,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Lexington Healthcare of La Grange,5,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Brookdale Prospect Heights,11,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Villas South Holland,5,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Weinberg Senior Living,42,8,2020-11-27T00:00:00,Open,0.19047619047619047,1
2020-11-27,Cook,Alden Estates Des Plaines,13,2,2020-11-27T00:00:00,Open,0.15384615384615385,1
2020-11-27,Cook,Emerald Place Memory Care,5,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Manor Care Palos Heights East,71,6,2020-11-27T00:00:00,Open,0.08450704225352113,1
2020-11-27,Cook,Manor Care Health Services- Palos Heights West,10,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Alden Estates of Barrington,8,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,The Grove,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Friendship Village of Schaumburg,17,3,2020-11-27T00:00:00,Open,0.17647058823529413,1
2020-11-27,Cook,Avantara Evergreen Park,10,1,2020-11-27T00:00:00,Open,0.1,1
2020-11-27,Cook,Generations at Regency,8,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Berkeley Nursing and Rehabilitation Center,36,8,2020-11-27T00:00:00,Open,0.2222222222222222,1
2020-11-27,Cook,Landmark of Richton Park,16,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Westbrook Senior Living,5,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Franciscan Village - Mother Teresa House,22,2,2020-11-27T00:00:00,Open,0.09090909090909091,1
2020-11-27,Cook,Generations At Oakton,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Bridgeview Health Care Center,12,2,2020-11-27T00:00:00,Closed,0.16666666666666666,1
2020-11-27,Cook,Lakeview Nursing and Rehab,3,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Austin Oasis,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Fairmont Care Center,8,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Symphony of South Shore,19,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Oasis,8,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Ashbury Senior Living,11,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Astoria Place,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Avantara Park Ridge,7,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Presence Resurrection Retirement Community,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Sheridan Park Ridge,10,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Niles Nursing and Rehab Center,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,The Carrington Linclonwood,5,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Aperion Care Burbank,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Bellwood Developmental Center,81,1,2020-11-27T00:00:00,Open,0.012345679012345678,1
2020-11-27,Cook,Burbank Rehabilitation,3,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Citadel of Warren Park,9,1,2020-11-27T00:00:00,Open,0.1111111111111111,1
2020-11-27,Cook,Citadel of Skokie  (3),14,2,2020-11-27T00:00:00,Open,0.14285714285714285,1
2020-11-27,Cook,Montgomery Place,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Symphony of Chicago West,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Wesley Place,6,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,MADO Healthcare Uptown #2,3,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Aperion Care Forest Park,3,1,2020-11-27T00:00:00,Open,0.3333333333333333,1
2020-11-27,Cook,The Grove of Northbrook,86,3,2020-11-27T00:00:00,Open,0.03488372093023256,1
2020-11-27,Cook,Addolorata Villa,8,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,St Joseph Home for the Elderly Palatine,13,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Oakridge Healthcare Center ,11,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Pearl of Rolling Meadows,117,7,2020-11-27T00:00:00,Open,0.05982905982905983,1
2020-11-27,Cook,Alexian Village,6,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Randolph County Care Center,6,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Brookdale Hoffman Estates,3,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Symphony of Evanston,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,ManorCare of Arlington Heights,7,3,2020-11-27T00:00:00,Open,0.42857142857142855,1
2020-11-27,Cook,Axelson Assisted Living,7,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Birchwood Plaza,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Citadel of Waterford,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,California Gardens,2,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Kensington Place Nursing And Rehabilitation Center,6,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,AMITA Health Holy Family Medical Center ,4,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,Belmont Village,20,1,2020-11-27T00:00:00,Open,0.05,1
2020-11-27,Cook,Central Nursing Home,4,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Little Village Nursing Home,4,0,2020-11-27T00:00:00,Closed,0.0,1
2020-11-27,Cook,ManorCare of Elk Grove Village,33,3,2020-11-27T00:00:00,Open,0.09090909090909091,1
2020-11-27,Cook,Alden North Shore ,8,1,2020-11-27T00:00:00,Open,0.125,1
2020-11-27,Cook,Palos Heights Rehab,9,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Brookdale Northbrook ,18,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Bella Terra Morton Grove,7,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Citadel Estates of Hazel Crest,6,2,2020-11-27T00:00:00,Open,0.3333333333333333,1
2020-11-27,Cook,Lexington of Schaumburg,14,0,2020-11-27T00:00:00,Open,0.0,1
2020-11-27,Cook,Brandel Care Center,30,4,2020-11-27T00:00:00,Open,0.13333333333333333,1
2020-11-27,Cook,Aperion Care Dolton,2,0,2020-11-27T00:00:00,Open,0.0,1
