reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks,county-facName,CMS_ProvNum,ReportDate
2020-06-26,Will,Willow House,18,0,Closed,0.0,1,WILL-WILLOW HOUSE,No Match,
2020-06-26,Winnebago,Alden Debes Rehab Inc,76,18,Open,0.23684210526315788,1,WINNEBAGO-ALDEN DEBES REHAB INC,145142,
2020-06-26,Winnebago,Alpine Fireside Health Center,2,0,Open,0.0,1,WINNEBAGO-ALPINE FIRESIDE HEALTH CENTER,146066,
2020-06-26,Winnebago,Amberwood,68,8,Open,0.11764705882352941,1,WINNEBAGO-AMBERWOOD,145908,
2020-06-26,Winnebago,Anam Care Facility,21,8,Closed,0.38095238095238093,1,WINNEBAGO-ANAM CARE FACILITY,No Match,
2020-06-26,Winnebago,Ascension St Anne Center,65,9,Open,0.13846153846153847,1,WINNEBAGO-ASCENSION ST ANNE CENTER,145563,
2020-06-26,Winnebago,Brickford of Rockford,2,0,Open,0.0,1,WINNEBAGO-BRICKFORD OF ROCKFORD,No Match,
2020-06-26,Winnebago,Cor Mariae,2,0,Open,0.0,1,WINNEBAGO-COR MARIAE,145972,
2020-06-26,Winnebago,Crimson Pointe Senior Living,23,7,Open,0.30434782608695654,1,WINNEBAGO-CRIMSON POINTE SENIOR LIVING,No Match,
2020-06-26,Winnebago,East Bank Center,2,0,Open,0.0,1,WINNEBAGO-EAST BANK CENTER,146069,
2020-06-26,Winnebago,Fairhaven Christian Retirement Center,9,0,Open,0.0,1,WINNEBAGO-FAIRHAVEN CHRISTIAN RETIREMENT CENTER,14E345,
2020-06-26,Winnebago,Milestone Inc. - Applewood,3,0,Closed,0.0,1,WINNEBAGO-MILESTONE INC. - APPLEWOOD,No Match,
2020-06-26,Winnebago,Mosaic - Applewood Group Home,3,0,Open,0.0,1,WINNEBAGO-MOSAIC - APPLEWOOD GROUP HOME,No Match,
2020-06-26,Winnebago,PA Peterson at theCitadel,18,3,Open,0.16666666666666666,1,WINNEBAGO-PA PETERSON AT THECITADEL,145751,
2020-06-26,Winnebago,Peterson Meadows,4,1,Closed,0.25,1,WINNEBAGO-PETERSON MEADOWS,No Match,
2020-06-26,Winnebago,River Bluff Nursing Home,8,0,Open,0.0,1,WINNEBAGO-RIVER BLUFF NURSING HOME,145771,
2020-06-26,Winnebago,Rock River Health Care,13,1,Open,0.07692307692307693,1,WINNEBAGO-ROCK RIVER HEALTH CARE,145818,
2020-06-26,Winnebago,Stepping Stone of Rockford ,32,1,Open,0.03125,1,WINNEBAGO-STEPPING STONE OF ROCKFORD ,No Match,
2020-06-26,Winnebago,Van Matre Encompas Health,29,3,Open,0.10344827586206896,1,WINNEBAGO-VAN MATRE ENCOMPAS HEALTH,No Match,
2020-07-03,Boone,Park Place of Belvidere,6,0,Open,0.0,1,BOONE-PARK PLACE OF BELVIDERE,146071,
2020-07-03,Boone,Symphony Northwoods,87,14,Open,0.16091954022988506,1,BOONE-SYMPHONY NORTHWOODS,No Match,
2020-07-03,Cass,Walker Nursing Home,50,2,Open,0.04,1,CASS-WALKER NURSING HOME,146100,
2020-07-03,Champaign,Champaign-Urbana Nursing and Rehab,3,0,Open,0.0,1,CHAMPAIGN-CHAMPAIGN-URBANA NURSING AND REHAB,145439,
2020-07-03,Champaign,Reflections Memory Care,31,2,Open,0.06451612903225806,1,CHAMPAIGN-REFLECTIONS MEMORY CARE,No Match,
2020-07-03,Champaign,University Rehab Center,5,0,Closed,0.0,1,CHAMPAIGN-UNIVERSITY REHAB CENTER,145364,
2020-07-03,Christian,Villas of Holly Brook,2,0,Closed,0.0,1,CHRISTIAN-VILLAS OF HOLLY BROOK,No Match,
2020-07-03,Clinton,Carlyle HealthCare Center,85,16,Open,0.18823529411764706,1,CLINTON-CARLYLE HEALTHCARE CENTER,145729,
2020-07-03,Clinton,Clinton Manor Living Facility,29,1,Open,0.034482758620689655,1,CLINTON-CLINTON MANOR LIVING FACILITY,146025,
2020-07-03,Clinton,Villa Catherine,7,0,Open,0.0,1,CLINTON-VILLA CATHERINE,No Match,
2020-07-03,Clinton,Warrren G Murray Develpmental Center,61,0,Open,0.0,1,CLINTON-WARRREN G MURRAY DEVELPMENTAL CENTER,No Match,
2020-07-03,Coles,Charleston Rehab and Healthcare,90,16,Open,0.17777777777777778,1,COLES-CHARLESTON REHAB AND HEALTHCARE,145636,
2020-07-03,Coles,Mattoon Healthcare,2,0,Open,0.0,1,COLES-MATTOON HEALTHCARE,145480,
2020-07-03,Cook,Abington of Glenview,12,1,Open,0.08333333333333333,1,COOK-ABINGTON OF GLENVIEW,145683,
2020-07-03,Cook,Addolorata Villa,105,17,Open,0.1619047619047619,1,COOK-ADDOLORATA VILLA,145724,
2020-07-03,Cook,Albany Care,14,0,Open,0.0,1,COOK-ALBANY CARE,No Match,
2020-07-03,Cook,Alden Estates Des Plaines,13,2,Open,0.15384615384615385,1,COOK-ALDEN ESTATES DES PLAINES,145998,
2020-07-03,Cook,Alden Estates of Barrington,9,0,Open,0.0,1,COOK-ALDEN ESTATES OF BARRINGTON,145557,
2020-07-03,Cook,Alden Estates of Evanston,14,2,Open,0.14285714285714285,1,COOK-ALDEN ESTATES OF EVANSTON,145907,
2020-07-03,Cook,Alden Estates of Northmoor,83,18,Open,0.21686746987951808,1,COOK-ALDEN ESTATES OF NORTHMOOR,145888,
2020-07-03,Cook,Alden Estates of Orland Park,32,13,Open,0.40625,1,COOK-ALDEN ESTATES OF ORLAND PARK,145963,
2020-07-03,Cook,Alden Estates of Skokie,5,0,Open,0.0,1,COOK-ALDEN ESTATES OF SKOKIE,145869,
2020-07-03,Cook,Alden Lakeland,17,2,Open,0.11764705882352941,1,COOK-ALDEN LAKELAND,145450,
2020-07-03,Cook,Alden Lincoln Park Rehab,74,11,Open,0.14864864864864866,1,COOK-ALDEN LINCOLN PARK REHAB,145126,
2020-07-03,Cook,Alden North Shore,3,1,Open,0.3333333333333333,1,COOK-ALDEN NORTH SHORE,145984,
2020-07-03,Cook,Alden PoplarCreek,40,9,Open,0.225,1,COOK-ALDEN POPLARCREEK,145403,
2020-07-03,Cook,Alden Princeton Rehab & Health,52,10,Open,0.19230769230769232,1,COOK-ALDEN PRINCETON REHAB & HEALTH,145688,
2020-07-03,Cook,Alden Town Manor Care,7,0,Open,0.0,1,COOK-ALDEN TOWN MANOR CARE,No Match,
2020-07-03,Cook,Alden Village North,6,0,Open,0.0,1,COOK-ALDEN VILLAGE NORTH,No Match,
2020-07-03,Cook,Alden Wentworth  Rehab & Healthcare Center,68,13,Open,0.19117647058823528,1,COOK-ALDEN WENTWORTH  REHAB & HEALTHCARE CENTER,No Match,
2020-07-03,Cook,All American Nursing Home,43,4,Open,0.09302325581395349,1,COOK-ALL AMERICAN NURSING HOME,14A057,
2020-07-03,Cook,All Saints,2,0,Open,0.0,1,COOK-ALL SAINTS,No Match,
2020-07-03,Cook,Ambassador Nursing,114,11,Open,0.09649122807017543,1,COOK-AMBASSADOR NURSING,145343,
2020-07-03,Cook,AMITA Health Holy Family Medical Center ,23,1,Open,0.043478260869565216,1,COOK-AMITA HEALTH HOLY FAMILY MEDICAL CENTER ,No Match,
2020-07-03,Cook,Aperion Care Burbank,5,1,Closed,0.2,1,COOK-APERION CARE BURBANK,145913,
2020-07-03,Cook,Aperion Care Chicago Heights,15,1,Open,0.06666666666666667,1,COOK-APERION CARE CHICAGO HEIGHTS,145180,
2020-07-03,Cook,Aperion Care Dolton,30,5,Open,0.16666666666666666,1,COOK-APERION CARE DOLTON,145877,
2020-07-03,Cook,Aperion Care Evanston,25,2,Open,0.08,1,COOK-APERION CARE EVANSTON,146058,
2020-07-03,Cook,Aperion Care Forest Park,26,3,Open,0.11538461538461539,1,COOK-APERION CARE FOREST PARK,145969,
2020-07-03,Cook,Aperion Care International of Chicago,122,21,Open,0.1721311475409836,1,COOK-APERION CARE INTERNATIONAL OF CHICAGO,146001,
2020-07-03,Cook,Aperion Care Midlothian,4,0,Open,0.0,1,COOK-APERION CARE MIDLOTHIAN,145947,
2020-07-03,Cook,Aperion Care Oak Lawn,91,20,Open,0.21978021978021978,1,COOK-APERION CARE OAK LAWN,145197,
2020-07-03,Cook,Aperion Care Plum Grove,55,19,Open,0.34545454545454546,1,COOK-APERION CARE PLUM GROVE,145658,
2020-07-03,Cook,Aperion Care West Ridge,33,12,Open,0.36363636363636365,1,COOK-APERION CARE WEST RIDGE,145832,
2020-07-03,Cook,Arbour Health Care Center,60,2,Open,0.03333333333333333,1,COOK-ARBOUR HEALTH CARE CENTER,146169,
2020-07-03,Cook,Arden Courts/Manor Care of South Holland ,26,6,Open,0.23076923076923078,1,COOK-ARDEN COURTS/MANOR CARE OF SOUTH HOLLAND ,No Match,
2020-07-03,Cook,Arden Courts of Elk Grove,31,8,Open,0.25806451612903225,1,COOK-ARDEN COURTS OF ELK GROVE,No Match,
2020-07-03,Cook,Arden Courts of Palos Heights,55,10,Open,0.18181818181818182,1,COOK-ARDEN COURTS OF PALOS HEIGHTS,No Match,
2020-07-03,Cook,Artis Senior Living of Lakeview,34,8,Open,0.23529411764705882,1,COOK-ARTIS SENIOR LIVING OF LAKEVIEW,No Match,
2020-07-03,Cook,Asbury Court Senior Living,6,1,Open,0.16666666666666666,1,COOK-ASBURY COURT SENIOR LIVING,146187,
2020-07-03,Cook,Aspire Living Prospect Heights,13,0,Open,0.0,1,COOK-ASPIRE LIVING PROSPECT HEIGHTS,No Match,
2020-07-03,Cook,Astoria Place of Chicago,105,21,Open,0.2,1,COOK-ASTORIA PLACE OF CHICAGO,145634,
2020-07-03,Cook,Atria Glenview,4,0,Open,0.0,1,COOK-ATRIA GLENVIEW,No Match,
2020-07-03,Cook,Atrium Health Care Center,102,10,Open,0.09803921568627451,1,COOK-ATRIUM HEALTH CARE CENTER,145479,
2020-07-03,Cook,Austin Oasis,107,13,Open,0.12149532710280374,1,COOK-AUSTIN OASIS,145834,
2020-07-03,Cook,Autumn Green at Wright Campus,2,0,Open,0.0,1,COOK-AUTUMN GREEN AT WRIGHT CAMPUS,No Match,
2020-07-03,Cook,Avantara Evergreen Park,79,21,Open,0.26582278481012656,1,COOK-AVANTARA EVERGREEN PARK,145734,
2020-07-03,Cook,Avantara Park Ridge,4,2,Open,0.5,1,COOK-AVANTARA PARK RIDGE,145667,
2020-07-03,Cook,Avanti Wellness & Rehabilitation ,96,17,Open,0.17708333333333334,1,COOK-AVANTI WELLNESS & REHABILITATION ,No Match,
2020-07-03,Cook,Avenues to Independence,14,0,Open,0.0,1,COOK-AVENUES TO INDEPENDENCE,No Match,
2020-07-03,Cook,Balmoral Home,21,0,Open,0.0,1,COOK-BALMORAL HOME,145796,
2020-07-03,Cook,Barton Senior Living,2,0,Open,0.0,1,COOK-BARTON SENIOR LIVING,No Match,
2020-07-03,Cook,Beacon Care Center,86,14,Open,0.16279069767441862,1,COOK-BEACON CARE CENTER,145776,
2020-07-03,Cook,Beechwood Manor,3,0,Open,0.0,1,COOK-BEECHWOOD MANOR,No Match,
2020-07-03,Cook,Bella Terra Morton Grove,65,10,Open,0.15384615384615385,1,COOK-BELLA TERRA MORTON GROVE,145198,
2020-07-03,Cook,Bella Terra Streamwood,14,2,Open,0.14285714285714285,1,COOK-BELLA TERRA STREAMWOOD,145701,
2020-07-03,Cook,Bella Terra Wheeling,33,6,Open,0.18181818181818182,1,COOK-BELLA TERRA WHEELING,145835,
2020-07-03,Cook,Bellhaven Nursing and Rehabilitation,90,9,Open,0.1,1,COOK-BELLHAVEN NURSING AND REHABILITATION,145549,
2020-07-03,Cook,Bellwood Development Center,2,0,Open,0.0,1,COOK-BELLWOOD DEVELOPMENT CENTER,No Match,
2020-07-03,Cook,Belmont Oak Park,6,2,Closed,0.3333333333333333,1,COOK-BELMONT OAK PARK,No Match,
2020-07-03,Cook,Belmont Village Senior Living of Glenview,21,4,Open,0.19047619047619047,1,COOK-BELMONT VILLAGE SENIOR LIVING OF GLENVIEW,No Match,
2020-07-03,Cook,Berkeley Nursing and Rehabilitation Center,4,3,Closed,0.75,1,COOK-BERKELEY NURSING AND REHABILITATION CENTER,146013,
2020-07-03,Cook,Bethesda Rehab and Senior Care,38,6,Open,0.15789473684210525,1,COOK-BETHESDA REHAB AND SENIOR CARE,145844,
2020-07-03,Cook,Bickford of Tinley Park,2,0,Open,0.0,1,COOK-BICKFORD OF TINLEY PARK,No Match,
2020-07-03,Cook,Birchwood Plaza Nursing-Rehab,81,14,Open,0.1728395061728395,1,COOK-BIRCHWOOD PLAZA NURSING-REHAB,145532,
2020-07-03,Cook,Brandel Care Center,10,0,Open,0.0,1,COOK-BRANDEL CARE CENTER,145527,
2020-07-03,Cook,Bria Forest Edge,139,2,Open,0.014388489208633094,1,COOK-BRIA FOREST EDGE,145864,
2020-07-03,Cook,BRIA of Chicago Heights,50,1,Open,0.02,1,COOK-BRIA OF CHICAGO HEIGHTS,145898,
2020-07-03,Cook,Bria of Palos Hills,97,16,Open,0.16494845360824742,1,COOK-BRIA OF PALOS HILLS,145650,
2020-07-03,Cook,Bria Place of Indian Head Park,30,6,Open,0.2,1,COOK-BRIA PLACE OF INDIAN HEAD PARK,145784,
2020-07-03,Cook,Bria River Oaks,97,2,Open,0.020618556701030927,1,COOK-BRIA RIVER OAKS,145735,
2020-07-03,Cook,Bridgeview HC,56,15,Open,0.26785714285714285,1,COOK-BRIDGEVIEW HC,145208,
2020-07-03,Cook,Brookdale Assisted living,5,1,Closed,0.2,1,COOK-BROOKDALE ASSISTED LIVING,No Match,
2020-07-03,Cook,Brookdale Des Plaines,20,6,Open,0.3,1,COOK-BROOKDALE DES PLAINES,No Match,
2020-07-03,Cook,Brookdale Hoffman Estates,8,0,Open,0.0,1,COOK-BROOKDALE HOFFMAN ESTATES,No Match,
2020-07-03,Cook,Brookdale - Lake Shore,8,0,Open,0.0,1,COOK-BROOKDALE - LAKE SHORE,No Match,
2020-07-03,Cook,Brookdale Northbrook ,4,3,Open,0.75,1,COOK-BROOKDALE NORTHBROOK ,No Match,
2020-07-03,Cook,Brookdale Orland Park,14,6,Open,0.42857142857142855,1,COOK-BROOKDALE ORLAND PARK,No Match,
2020-07-03,Cook,Brookdale Prospect Heights,6,0,Open,0.0,1,COOK-BROOKDALE PROSPECT HEIGHTS,145852,
2020-07-03,Cook,Brookdale Senior Living of Chicago,4,0,Open,0.0,1,COOK-BROOKDALE SENIOR LIVING OF CHICAGO,No Match,
2020-07-03,Cook,Bryn Mawr Care,13,0,Open,0.0,1,COOK-BRYN MAWR CARE,No Match,
2020-07-03,Cook,Buckingham Pavilion,71,13,Open,0.18309859154929578,1,COOK-BUCKINGHAM PAVILION,145285,
2020-07-03,Cook,Burbank Rehab - Vera Care Stickney,32,10,Open,0.3125,1,COOK-BURBANK REHAB - VERA CARE STICKNEY,145211,
2020-07-03,Cook,California Gardens Nursing and Rehabilitation Cent,158,5,Open,0.03164556962025317,1,COOK-CALIFORNIA GARDENS NURSING AND REHABILITATION CENT,145625,
2020-07-03,Cook,Carlton at the Lake,125,18,Open,0.144,1,COOK-CARLTON AT THE LAKE,145679,
2020-07-03,Cook,Center Home for Hispanic Elderly,88,30,Open,0.3409090909090909,1,COOK-CENTER HOME FOR HISPANIC ELDERLY,146062,
2020-07-03,Cook,Central Baptist Village,9,0,Open,0.0,1,COOK-CENTRAL BAPTIST VILLAGE,145853,
2020-07-03,Cook,Central Nursing Home,106,17,Open,0.16037735849056603,1,COOK-CENTRAL NURSING HOME,145648,
2020-07-03,Cook,Chalet Living And Rehab Center,94,14,Open,0.14893617021276595,1,COOK-CHALET LIVING AND REHAB CENTER,145670,
2020-07-03,Cook,Chicago Ridge Nursing and Rehab,54,16,Open,0.2962962962962963,1,COOK-CHICAGO RIDGE NURSING AND REHAB,145639,
2020-07-03,Cook,Citadel of Northbrook,25,2,Open,0.08,1,COOK-CITADEL OF NORTHBROOK,145982,
2020-07-03,Cook,Citadel of Skokie,4,2,Open,0.5,1,COOK-CITADEL OF SKOKIE,145468,
2020-07-03,Cook,Citadel of Warren Park,24,4,Open,0.16666666666666666,1,COOK-CITADEL OF WARREN PARK,No Match,
2020-07-03,Cook,Citadel of Waterford,66,14,Open,0.21212121212121213,1,COOK-CITADEL OF WATERFORD,No Match,
2020-07-03,Cook,Citadel of Wilmette,17,5,Open,0.29411764705882354,1,COOK-CITADEL OF WILMETTE,145932,
2020-07-03,Cook,City View Multi Care Center,252,14,Open,0.05555555555555555,1,COOK-CITY VIEW MULTI CARE CENTER,145850,
2020-07-03,Cook,Clark Manor,117,13,Open,0.1111111111111111,1,COOK-CLARK MANOR,145507,
2020-07-03,Cook,Community Care Nursing Home,85,9,Open,0.10588235294117647,1,COOK-COMMUNITY CARE NURSING HOME,146164,
2020-07-03,Cook,Continental Nursing and Rehabilitation Center,77,12,Open,0.15584415584415584,1,COOK-CONTINENTAL NURSING AND REHABILITATION CENTER,145730,
2020-07-03,Cook,Country Club Terrace,8,0,Open,0.0,1,COOK-COUNTRY CLUB TERRACE,No Match,
2020-07-03,Cook,Countryside Nursing and Rehab Center,54,8,Open,0.14814814814814814,1,COOK-COUNTRYSIDE NURSING AND REHAB CENTER,145798,
2020-07-03,Cook,Covenant Enabling Residence,5,0,Closed,0.0,1,COOK-COVENANT ENABLING RESIDENCE,No Match,
2020-07-03,Cook,Covenant Home of Chicago,2,0,Open,0.0,1,COOK-COVENANT HOME OF CHICAGO,No Match,
2020-07-03,Cook,"David Webb, Jr. Senior Living Complex",3,2,Open,0.6666666666666666,1,"COOK-DAVID WEBB, JR. SENIOR LIVING COMPLEX",No Match,
2020-07-03,Cook,Dobson Plaza,74,21,Open,0.28378378378378377,1,COOK-DOBSON PLAZA,145122,
2020-07-03,Cook,Edward Hines VA Community Living Center,7,0,Open,0.0,1,COOK-EDWARD HINES VA COMMUNITY LIVING CENTER,No Match,
2020-07-03,Cook,Elevate Care Chicago North,185,33,Open,0.1783783783783784,1,COOK-ELEVATE CARE CHICAGO NORTH,145484,
2020-07-03,Cook,Elevate Care Irving Park,70,13,Open,0.18571428571428572,1,COOK-ELEVATE CARE IRVING PARK,145415,
2020-07-03,Cook,Elevate Care Niles,11,5,Open,0.45454545454545453,1,COOK-ELEVATE CARE NILES,145662,
2020-07-03,Cook,Elevate Care Northbrook,70,15,Open,0.21428571428571427,1,COOK-ELEVATE CARE NORTHBROOK,145171,
2020-07-03,Cook,Elevate Care South Holland,19,6,Open,0.3157894736842105,1,COOK-ELEVATE CARE SOUTH HOLLAND,No Match,
2020-07-03,Cook,Elevate Saint Andrew,42,9,Open,0.21428571428571427,1,COOK-ELEVATE SAINT ANDREW,146176,
2020-07-03,Cook,Emerald Place Memory Care,10,2,Open,0.2,1,COOK-EMERALD PLACE MEMORY CARE,No Match,
2020-07-03,Cook,Estates of Hyde Park,48,12,Open,0.25,1,COOK-ESTATES OF HYDE PARK,145828,
2020-07-03,Cook,Evergreen Senior Living,14,7,Open,0.5,1,COOK-EVERGREEN SENIOR LIVING,No Match,
2020-07-03,Cook,Fairmont Care,152,30,Open,0.19736842105263158,1,COOK-FAIRMONT CARE,145867,
2020-07-03,Cook,Foster Health & Rehab,32,7,Open,0.21875,1,COOK-FOSTER HEALTH & REHAB,146167,
2020-07-03,Cook,Franciscan Village,4,1,Open,0.25,1,COOK-FRANCISCAN VILLAGE,146029,
2020-07-03,Cook,Friendship Village LTC,18,5,Open,0.2777777777777778,1,COOK-FRIENDSHIP VILLAGE LTC,145341,
2020-07-03,Cook,Generations at Applewood,80,18,Open,0.225,1,COOK-GENERATIONS AT APPLEWOOD,145781,
2020-07-03,Cook,Generations at Elmwood Park,88,19,Open,0.2159090909090909,1,COOK-GENERATIONS AT ELMWOOD PARK,145419,
2020-07-03,Cook,Generations At Oakton,55,13,Open,0.23636363636363636,1,COOK-GENERATIONS AT OAKTON,145626,
2020-07-03,Cook,Generations at Regency,127,29,Open,0.2283464566929134,1,COOK-GENERATIONS AT REGENCY,145237,
2020-07-03,Cook,Glenview Terrace,192,35,Open,0.18229166666666666,1,COOK-GLENVIEW TERRACE,145268,
2020-07-03,Cook,Glenwood Health Care & Rehab,86,5,Open,0.05813953488372093,1,COOK-GLENWOOD HEALTH CARE & REHAB,No Match,
2020-07-03,Cook,Golfview Developmental Center,107,11,Open,0.102803738317757,1,COOK-GOLFVIEW DEVELOPMENTAL CENTER,No Match,
2020-07-03,Cook,Good Shepherd Manor,3,1,Closed,0.3333333333333333,1,COOK-GOOD SHEPHERD MANOR,No Match,
2020-07-03,Cook,Grace Point Place Memory Care,24,8,Open,0.3333333333333333,1,COOK-GRACE POINT PLACE MEMORY CARE,No Match,
2020-07-03,Cook,Greek American Rehab & Care,28,2,Open,0.07142857142857142,1,COOK-GREEK AMERICAN REHAB & CARE,146031,
2020-07-03,Cook,Greenview Place Senior Living,4,0,Open,0.0,1,COOK-GREENVIEW PLACE SENIOR LIVING,No Match,
2020-07-03,Cook,Greenwood Care-Evanston,17,1,Open,0.058823529411764705,1,COOK-GREENWOOD CARE-EVANSTON,No Match,
2020-07-03,Cook,Grosse Pointe Manor,107,19,Open,0.17757009345794392,1,COOK-GROSSE POINTE MANOR,145999,
2020-07-03,Cook,Harbor House Memory Care,36,10,Open,0.2777777777777778,1,COOK-HARBOR HOUSE MEMORY CARE,No Match,
2020-07-03,Cook,Harmony Healthcare and Rehab,138,29,Open,0.21014492753623187,1,COOK-HARMONY HEALTHCARE AND REHAB,145775,
2020-07-03,Cook,Heartis Village of Orland Park,2,0,Open,0.0,1,COOK-HEARTIS VILLAGE OF ORLAND PARK,No Match,
2020-07-03,Cook,Heather Manor Nursing & Rehabilitation Center,23,3,Open,0.13043478260869565,1,COOK-HEATHER MANOR NURSING & REHABILITATION CENTER,No Match,
2020-07-03,Cook,Helping Hands Center Countryside,2,0,Open,0.0,1,COOK-HELPING HANDS CENTER COUNTRYSIDE,No Match,
2020-07-03,Cook,Heritage Woods,5,0,Open,0.0,1,COOK-HERITAGE WOODS,No Match,
2020-07-03,Cook,Holy Family Villa,10,3,Open,0.3,1,COOK-HOLY FAMILY VILLA,146053,
2020-07-03,Cook,Inverness Health and Rehab,14,0,Open,0.0,1,COOK-INVERNESS HEALTH AND REHAB,145994,
2020-07-03,Cook,Jackson Park Assisted living,2,0,Open,0.0,1,COOK-JACKSON PARK ASSISTED LIVING,No Match,
2020-07-03,Cook,Kensington Place Nursing And Rehabilitation Center,15,2,Open,0.13333333333333333,1,COOK-KENSINGTON PLACE NURSING AND REHABILITATION CENTER,145829,
2020-07-03,Cook,Lake Cook Rehab & Healthcare(formerly Rosewood),47,11,Open,0.23404255319148937,1,COOK-LAKE COOK REHAB & HEALTHCARE(FORMERLY ROSEWOOD),145971,
2020-07-03,Cook,Lakefront Nursing,18,0,Open,0.0,1,COOK-LAKEFRONT NURSING,145235,
2020-07-03,Cook,Lakeview Nursing and Rehab,84,20,Open,0.23809523809523808,1,COOK-LAKEVIEW NURSING AND REHAB,145654,
2020-07-03,Cook,Landmark of Des Plaines,91,22,Open,0.24175824175824176,1,COOK-LANDMARK OF DES PLAINES,145334,
2020-07-03,Cook,Landmark of Richton Park,47,8,Open,0.1702127659574468,1,COOK-LANDMARK OF RICHTON PARK,145424,
2020-07-03,Cook,Lee Manor Rehab and Nursing,94,18,Open,0.19148936170212766,1,COOK-LEE MANOR REHAB AND NURSING,145382,
2020-07-03,Cook,Lemont Center,24,6,Open,0.25,1,COOK-LEMONT CENTER,145901,
2020-07-03,Cook,Lexington Healthcare of La Grange,7,2,Open,0.2857142857142857,1,COOK-LEXINGTON HEALTHCARE OF LA GRANGE,145737,
2020-07-03,Cook,Lexington healthcare of Schaumburg,13,1,Open,0.07692307692307693,1,COOK-LEXINGTON HEALTHCARE OF SCHAUMBURG,145678,
2020-07-03,Cook,Lexington Health Care Orland Park,74,15,Open,0.20270270270270271,1,COOK-LEXINGTON HEALTH CARE ORLAND PARK,145899,
2020-07-03,Cook,Lexington of Chicago Ridge,23,12,Closed,0.5217391304347826,1,COOK-LEXINGTON OF CHICAGO RIDGE,145700,
2020-07-03,Cook,Lieberman Geriatric Center,67,7,Open,0.1044776119402985,1,COOK-LIEBERMAN GERIATRIC CENTER,145931,
2020-07-03,Cook,Lincolnwood Place,36,15,Open,0.4166666666666667,1,COOK-LINCOLNWOOD PLACE,145786,
2020-07-03,Cook,Little Sisters of the Poor/St. Marys Home,62,12,Open,0.1935483870967742,1,COOK-LITTLE SISTERS OF THE POOR/ST. MARYS HOME,146185,
2020-07-03,Cook,Little Village Nursing Home,46,8,Open,0.17391304347826086,1,COOK-LITTLE VILLAGE NURSING HOME,146018,
2020-07-03,Cook,Ludeman Developmental Center,331,10,Open,0.030211480362537766,1,COOK-LUDEMAN DEVELOPMENTAL CENTER,No Match,
2020-07-03,Cook,Lutheran Home,55,8,Open,0.14545454545454545,1,COOK-LUTHERAN HOME,145768,
2020-07-03,Cook,Lydia Health Care Center,23,3,Open,0.13043478260869565,1,COOK-LYDIA HEALTH CARE CENTER,No Match,
2020-07-03,Cook,MacNeal Memorial Hospital Rehab/LTC,2,0,Open,0.0,1,COOK-MACNEAL MEMORIAL HOSPITAL REHAB/LTC,145848,
2020-07-03,Cook,Madden Mental Health Center,14,0,Open,0.0,1,COOK-MADDEN MENTAL HEALTH CENTER,No Match,
2020-07-03,Cook,MADO Healthcare Uptown,75,7,Open,0.09333333333333334,1,COOK-MADO HEALTHCARE UPTOWN,146191,
2020-07-03,Cook,Manor Care at Arlington Heights,26,2,Open,0.07692307692307693,1,COOK-MANOR CARE AT ARLINGTON HEIGHTS,145199,
2020-07-03,Cook,ManorCare ElkGrove Village,110,23,Open,0.20909090909090908,1,COOK-MANORCARE ELKGROVE VILLAGE,145689,
2020-07-03,Cook,Manor Care Health Services-Homewood,52,15,Open,0.28846153846153844,1,COOK-MANOR CARE HEALTH SERVICES-HOMEWOOD,145684,
2020-07-03,Cook,ManorCare Health Services-Palos Heights West,54,15,Open,0.2777777777777778,1,COOK-MANORCARE HEALTH SERVICES-PALOS HEIGHTS WEST,145893,
2020-07-03,Cook,Manor Care Oak Lawn EAST. Cook,44,11,Open,0.25,1,COOK-MANOR CARE OAK LAWN EAST. COOK,No Match,
2020-07-03,Cook,ManorCare Oak Lawn West,61,15,Open,0.2459016393442623,1,COOK-MANORCARE OAK LAWN WEST,145087,
2020-07-03,Cook,ManorCare Palos Heights East,62,11,Open,0.1774193548387097,1,COOK-MANORCARE PALOS HEIGHTS EAST,145607,
2020-07-03,Cook,Margaret Manor Central,12,1,Open,0.08333333333333333,1,COOK-MARGARET MANOR CENTRAL,No Match,
2020-07-03,Cook,Mather Place,9,2,Open,0.2222222222222222,1,COOK-MATHER PLACE,No Match,
2020-07-03,Cook,Mayfield Care Center,156,23,Open,0.14743589743589744,1,COOK-MAYFIELD CARE CENTER,145885,
2020-07-03,Cook,Meadowbrook Manor,80,13,Open,0.1625,1,COOK-MEADOWBROOK MANOR,145710,
2020-07-03,Cook,Mercy Circle,10,0,Open,0.0,1,COOK-MERCY CIRCLE,146174,
2020-07-03,Cook,Midway Neuro and Rehab,120,11,Open,0.09166666666666666,1,COOK-MIDWAY NEURO AND REHAB,145778,
2020-07-03,Cook,Misericordia - Marian Center,5,0,Open,0.0,1,COOK-MISERICORDIA - MARIAN CENTER,No Match,
2020-07-03,Cook,Misericordia - McNerney House,6,0,Open,0.0,1,COOK-MISERICORDIA - MCNERNEY HOUSE,No Match,
2020-07-03,Cook,Misericordia - Peteman House,5,0,Open,0.0,1,COOK-MISERICORDIA - PETEMAN HOUSE,No Match,
2020-07-03,Cook,Misericordia - Walsh House,2,0,Open,0.0,1,COOK-MISERICORDIA - WALSH HOUSE,No Match,
