reporting_date,County_x,FacilityName,confirmed_cases,deaths,ReportDate,status,CFR,outbreaks,county-facName,CMS_ProvNum,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,County_y,Provider Zip Code,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Resident Access to Testing in Facility,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,Geolocation
2020-12-04,Cook,Center Home for Hispanic Elderly,122,30,2020-12-04T00:00:00,Open,0.2459016393442623,1,COOK-CENTER HOME FOR HISPANIC ELDERLY,146062,2020-11-22,146062,CENTER HOME HISPANIC ELDERLY,1401 NORTH CALIFORNIA,CHICAGO,IL,Cook,60622.0,N,0.0,13.0,0.0,57.0,0.0,0.0,0.0,6.0,0.0,14.0,156.0,98.0,0.0,15.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,581.6,142.9,24.6,,,POINT (-87.696941 41.906607),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.696941 41.906607)
2020-12-04,Cook,Estates of Hyde Park,57,12,2020-12-04T00:00:00,Closed,0.21052631578947367,1,COOK-ESTATES OF HYDE PARK,145828,2020-11-22,145828,"ESTATES OF HYDE PARK, THE",4505 SOUTH DREXEL,CHICAGO,IL,Cook,60653.0,Y,0.0,5.0,0.0,7.0,0.0,8.0,0.0,18.0,0.0,5.0,155.0,99.0,1.0,27.0,0.0,3.0,0.0,0.0,Y,N,N,N,0.0,0.0,70.7,50.5,71.4,N,N,POINT (-87.603973 41.813074),,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,3.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.603973 41.813074)
2020-12-04,Cook,Symphony of South Shore,188,29,2020-12-04T00:00:00,Open,0.15425531914893617,1,COOK-SYMPHONY OF SOUTH SHORE,145977,2020-11-22,145977,SYMPHONY OF SOUTH SHORE,2425 EAST 71ST STREET,CHICAGO,IL,Cook,60649.0,Y,4.0,85.0,7.0,112.0,0.0,73.0,0.0,42.0,0.0,31.0,236.0,168.0,0.0,39.0,0.0,28.0,0.0,1.0,N,N,N,N,41.7,0.0,666.7,184.5,27.7,Y,N,POINT (-87.564738 41.766303),,Y,3-7 DAYS,Y,N,N,Y,Y,N,Y,3-7 DAYS,Y,N,N,Y,Y,N,Y,4.0,1.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.564738 41.766303)
2020-12-04,Cook,Villa at Windsor Park,160,44,2020-12-04T00:00:00,Closed,0.275,1,COOK-VILLA AT WINDSOR PARK,145970,2020-11-22,145970,VILLA AT WINDSOR PARK,2649 EAST 75TH ST,CHICAGO,IL,Cook,60649.0,Y,0.0,17.0,0.0,20.0,0.0,2.0,1.0,15.0,0.0,9.0,225.0,180.0,2.0,18.0,0.0,5.0,0.0,0.0,N,N,N,N,0.0,0.0,111.1,50.0,45.0,N,N,POINT (-87.559692 41.759323),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,20.0,21.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.559692 41.759323)
2020-12-04,Cook,Symphony of Lincoln Park,179,30,2020-12-04T00:00:00,Closed,0.16759776536312848,1,COOK-SYMPHONY OF LINCOLN PARK,145510,2020-11-22,145510,SYMPHONY OF LINCOLN PARK,1366 WEST FULLERTON AVENUE,CHICAGO,IL,Cook,60614.0,Y,0.0,36.0,0.0,133.0,1.0,21.0,0.0,41.0,0.0,28.0,248.0,181.0,1.0,77.0,0.0,6.0,0.0,0.0,N,N,N,N,0.0,0.0,734.8,154.7,21.1,N,N,POINT (-87.663007 41.925236),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1.0,2.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.663007 41.925236)
2020-12-04,Cook,Symphony of Chicago West,58,7,2020-12-04T00:00:00,Closed,0.1206896551724138,1,COOK-SYMPHONY OF CHICAGO WEST,145661,2020-11-22,145661,SYMPHONY OF CHICAGO WEST,5130 WEST JACKSON BOULEVARD,CHICAGO,IL,Cook,60644.0,Y,0.0,9.0,0.0,18.0,0.0,1.0,0.0,9.0,0.0,2.0,234.0,219.0,2.0,17.0,3.0,11.0,0.0,0.0,N,N,N,N,0.0,0.0,82.2,9.1,11.1,N,N,POINT (-87.75404 41.876683),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,1.0,2.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.75404 41.876683)
2020-12-04,Cook,Covenant Home of Chicago,3,0,2020-12-04T00:00:00,Closed,0.0,1,COOK-COVENANT HOME OF CHICAGO,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Cook,Austin Oasis,105,16,2020-12-04T00:00:00,Open,0.1523809523809524,1,COOK-AUSTIN OASIS,145834,2020-11-22,145834,"AUSTIN OASIS, THE",901 SOUTH AUSTIN BLVD,CHICAGO,IL,Cook,60644.0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.774199 41.870135),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.774199 41.870135)
2020-12-04,Cook,Glenview Terrace,190,33,2020-12-04T00:00:00,Closed,0.1736842105263158,1,COOK-GLENVIEW TERRACE,145268,2020-11-22,145268,GLENVIEW TERRACE NURSING CTR,1511 GREENWOOD ROAD,GLENVIEW,IL,Cook,60025.0,Y,9.0,40.0,0.0,20.0,2.0,19.0,3.0,64.0,0.0,7.0,314.0,224.0,1.0,26.0,0.0,0.0,0.0,1.0,N,N,N,N,0.0,0.0,89.3,31.3,35.0,N,N,POINT (-87.839479 42.082547),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,93.0,149.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.839479 42.082547)
2020-12-04,Cook,Avenues to Independence,11,0,2020-12-04T00:00:00,Closed,0.0,1,COOK-AVENUES TO INDEPENDENCE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Cook,Sunrise of Park Ridge,48,11,2020-12-04T00:00:00,Closed,0.22916666666666666,1,COOK-SUNRISE OF PARK RIDGE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Cook,Birchwood Plaza Nursing-Rehab,85,15,2020-12-04T00:00:00,Closed,0.17647058823529413,1,COOK-BIRCHWOOD PLAZA NURSING-REHAB,145532,2020-11-22,145532,BIRCHWOOD PLAZA,1426 WEST BIRCHWOOD,CHICAGO,IL,Cook,60626.0,Y,0.0,22.0,0.0,53.0,0.0,7.0,0.0,24.0,0.0,12.0,200.0,96.0,0.0,17.0,0.0,14.0,0.0,0.0,N,N,N,N,0.0,0.0,552.1,125.0,22.6,N,N,POINT (-87.666745 42.018205),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,1.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.666745 42.018205)
2020-12-04,Cook,Grace Point Place Memory Care,24,8,2020-12-04T00:00:00,Closed,0.3333333333333333,1,COOK-GRACE POINT PLACE MEMORY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Cook,Sunrise of Flossmore,12,6,2020-12-04T00:00:00,Closed,0.5,1,COOK-SUNRISE OF FLOSSMORE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Cook,Sunrise Palos Park,3,1,2020-12-04T00:00:00,Closed,0.3333333333333333,1,COOK-SUNRISE PALOS PARK,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Cook,Astoria Place of Chicago,104,20,2020-12-04T00:00:00,Closed,0.19230769230769232,1,COOK-ASTORIA PLACE OF CHICAGO,145634,2020-11-22,145634,ASTORIA PLACE LIVING & REHAB,6300 NORTH CALIFORNIA AVENUE,CHICAGO,IL,Cook,60659.0,Y,0.0,25.0,2.0,64.0,0.0,0.0,0.0,33.0,0.0,17.0,164.0,135.0,2.0,44.0,0.0,0.0,0.0,0.0,N,N,N,N,14.8,0.0,474.1,125.9,26.6,N,N,POINT (-87.699598 41.996099),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,,,,,POINT (-87.699598 41.996099)
2020-12-04,Cook,Little Village Nursing Home,43,7,2020-12-04T00:00:00,Closed,0.16279069767441862,1,COOK-LITTLE VILLAGE NURSING HOME,146018,2020-11-22,146018,LITTLE VILLAGE NRSG & RHB CTR,2320 SOUTH LAWNDALE,CHICAGO,IL,Cook,60623.0,Y,0.0,20.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,106.0,88.0,0.0,24.0,0.0,0.0,0.0,1.0,N,N,N,N,11.4,0.0,68.2,45.5,66.7,N,N,POINT (-87.717344 41.849142),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,1.0,2.0,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.717344 41.849142)
2020-12-04,Cook,Park View Rehab,54,11,2020-12-04T00:00:00,Closed,0.2037037037037037,1,COOK-PARK VIEW REHAB,145765,2020-11-22,145765,PARK VIEW REHAB CENTER,5888 NORTH RIDGE,CHICAGO,IL,Cook,60660.0,Y,2.0,47.0,0.0,34.0,0.0,43.0,0.0,16.0,0.0,10.0,128.0,121.0,0.0,25.0,0.0,42.0,0.0,1.0,N,N,N,N,0.0,0.0,281.0,82.6,29.4,N,N,POINT (-87.668556 41.988769000000005),,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,0.0,2.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.668556 41.988769000000005)
2020-12-04,Cook,Southview Manor,26,2,2020-12-04T00:00:00,Closed,0.07692307692307693,1,COOK-SOUTHVIEW MANOR,146161,2020-11-22,146161,SOUTHVIEW MANOR,3311 S. MICHIGAN AVE.,CHICAGO,IL,Cook,60616.0,Y,0.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,161.0,2.0,16.0,0.0,6.0,0.0,1.0,N,N,N,N,0.0,0.0,18.6,6.2,33.3,N,N,POINT (-87.623323 41.834371),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.623323 41.834371)
2020-12-04,Cook,The Grove of Skokie,31,7,2020-12-04T00:00:00,Closed,0.22580645161290322,1,COOK-THE GROVE OF SKOKIE,145860,2020-11-22,145860,"GROVE OF SKOKIE, THE",9000 LA VERGNE AVENUE,SKOKIE,IL,Cook,60077.0,Y,0.0,3.0,0.0,18.0,0.0,9.0,25.0,952.0,0.0,5.0,149.0,143.0,2.0,27.0,0.0,5.0,0.0,0.0,N,N,N,N,0.0,0.0,125.9,35.0,27.8,N,N,POINT (-87.751757 42.044763),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.751757 42.044763)
2020-12-04,Cook,Vi at the Glen,27,4,2020-12-04T00:00:00,Closed,0.14814814814814814,1,COOK-VI AT THE GLEN,146107,2020-11-22,146107,VI AT THE GLEN,2401 INDIGO LANE,GLENVIEW,IL,Cook,60026.0,N,0.0,6.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,4.0,,,0.0,18.0,0.0,7.0,0.0,0.0,,,,,,,,,44.4,,,POINT (-87.81649000000002 42.079823),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.81649000000002 42.079823)
2020-12-04,Cook,Symphony at 87th,184,34,2020-12-04T00:00:00,Open,0.18478260869565216,1,COOK-SYMPHONY AT 87TH,145983,2020-11-22,145983,SYMPHONY AT 87TH STREET,2940 WEST 87TH STREET,CHICAGO,IL,Cook,60652.0,Y,0.0,30.0,0.0,52.0,0.0,20.0,0.0,30.0,0.0,12.0,210.0,141.0,1.0,38.0,0.0,10.0,0.0,0.0,Y,N,N,N,0.0,0.0,368.8,85.1,23.1,N,N,POINT (-87.695578 41.735368),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,POINT (-87.695578 41.735368)
2020-12-04,Cook,Alden North Shore,2,0,2020-12-04T00:00:00,Closed,0.0,1,COOK-ALDEN NORTH SHORE,145984,2020-11-22,145984,ALDEN NORTH SHORE REHAB & HCC,5050 WEST TOUHY AVENUE,SKOKIE,IL,Cook,60077.0,Y,0.0,2.0,3.0,6.0,0.0,2.0,1.0,1.0,1.0,1.0,93.0,32.0,2.0,12.0,0.0,1.0,0.0,0.0,N,N,N,N,93.8,31.3,187.5,31.3,16.7,Y,N,POINT (-87.754504 42.011854),,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,1-2 DAYS,Y,Y,N,Y,Y,N,N,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.754504 42.011854)
2020-12-04,Cook,Lieberman Geriatric Center,105,14,2020-12-04T00:00:00,Open,0.13333333333333333,1,COOK-LIEBERMAN GERIATRIC CENTER,145931,2020-11-22,145931,LIEBERMAN CENTER FOR HEALTH & REHAB,9700 GROSS POINT ROAD,SKOKIE,IL,Cook,60076.0,Y,0.0,9.0,3.0,84.0,0.0,18.0,1.0,14.0,1.0,14.0,240.0,152.0,5.0,78.0,0.0,9.0,0.0,0.0,Y,N,Y,N,19.7,6.6,552.6,92.1,16.7,Y,N,POINT (-87.737756 42.057044),,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.737756 42.057044)
2020-12-04,Cook,Bria Place of Indian Head Park,32,7,2020-12-04T00:00:00,Closed,0.21875,1,COOK-BRIA PLACE OF INDIAN HEAD PARK,145784,2020-11-22,145784,BRIAR PLACE NURSING,6800 WEST JOLIET,INDIAN HEAD PARK,IL,Cook,60525.0,Y,0.0,1.0,0.0,7.0,0.0,9.0,0.0,1.0,0.0,0.0,232.0,213.0,0.0,6.0,0.0,6.0,0.0,0.0,N,N,N,N,0.0,0.0,32.9,0.0,0.0,N,N,,,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
2020-12-04,Cook,Midway Neuro and Rehab,142,12,2020-12-04T00:00:00,Closed,0.08450704225352113,1,COOK-MIDWAY NEURO AND REHAB,145778,2020-11-22,145778,MIDWAY NEUROLOGICAL / REHAB CENTER,8540 SOUTH HARLEM,BRIDGEVIEW,IL,Cook,60455.0,Y,0.0,4.0,2.0,138.0,3.0,33.0,0.0,16.0,0.0,16.0,404.0,369.0,2.0,58.0,0.0,0.0,0.0,0.0,N,N,N,N,5.4,0.0,374.0,43.4,11.6,N,N,POINT (-87.799224 41.735931),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,3.0,3.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.799224 41.735931)
2020-12-04,Cook,Alden Estates of Orland Park,45,13,2020-12-04T00:00:00,Open,0.28888888888888886,1,COOK-ALDEN ESTATES OF ORLAND PARK,145963,2020-11-22,145963,ALDEN ESTATES OF ORLAND PARK,16450 SOUTH 97TH AVENUE,ORLAND PARK,IL,Cook,60462.0,Y,0.0,8.0,0.0,8.0,0.0,3.0,2.0,28.0,0.0,6.0,200.0,114.0,1.0,9.0,0.0,9.0,0.0,0.0,N,N,N,N,0.0,0.0,70.2,52.6,75.0,N,N,POINT (-87.854779 41.590979),,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,10.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12.0,0.0,Y,Y,POINT (-87.854779 41.590979)
2020-12-04,Cook,Landmark of Des Plaines,95,22,2020-12-04T00:00:00,Open,0.23157894736842105,1,COOK-LANDMARK OF DES PLAINES,145334,2020-11-22,145334,LANDMARK OF DES PLAINES REHAB,9300 BALLARD ROAD,DES PLAINES,IL,Cook,60016.0,Y,0.0,9.0,0.0,3.0,0.0,0.0,2.0,28.0,0.0,1.0,191.0,121.0,0.0,5.0,1.0,3.0,0.0,0.0,N,N,N,N,0.0,0.0,24.8,8.3,33.3,N,N,POINT (-87.857047 42.043281),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,11.0,2.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.0,0.0,Y,Y,POINT (-87.857047 42.043281)
2020-12-04,Cook,Symphony at Aria,31,7,2020-12-04T00:00:00,Closed,0.22580645161290322,1,COOK-SYMPHONY AT ARIA,145946,2020-11-22,145946,SYMPHONY AT ARIA,4600 NORTH FRONTAGE ROAD,HILLSIDE,IL,Cook,60162.0,Y,0.0,15.0,0.0,11.0,0.0,0.0,1.0,32.0,0.0,8.0,198.0,128.0,0.0,33.0,0.0,3.0,0.0,2.0,N,N,N,N,0.0,0.0,85.9,62.5,72.7,N,N,,,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,2.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
2020-12-04,Cook,Warren Barr South Loop,61,3,2020-12-04T00:00:00,Open,0.04918032786885246,1,COOK-WARREN BARR SOUTH LOOP,145632,2020-11-22,145632,WARREN BARR SOUTH LOOP,1725 SOUTH WABASH,CHICAGO,IL,Cook,60616.0,Y,1.0,13.0,0.0,26.0,23.0,236.0,1.0,23.0,0.0,2.0,213.0,138.0,5.0,33.0,11.0,46.0,0.0,0.0,Y,N,Y,N,0.0,0.0,188.4,14.5,7.7,N,N,POINT (-87.625643 41.858698),,Y,3-7 DAYS,Y,N,Y,Y,Y,N,Y,3-7 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,26.0,22.0,Y,Y,POINT (-87.625643 41.858698)
2020-12-04,Cook,Westwood Manor,63,2,2020-12-04T00:00:00,Closed,0.031746031746031744,1,COOK-WESTWOOD MANOR,146149,2020-11-22,146149,"WESTWOOD MANOR, THE",2444 WEST TOUHY AVENUE,CHICAGO,IL,Cook,60645.0,Y,0.0,15.0,0.0,46.0,0.0,10.0,0.0,5.0,0.0,2.0,115.0,83.0,0.0,14.0,0.0,3.0,0.0,0.0,Y,N,Y,Y,0.0,0.0,554.2,24.1,4.3,N,N,POINT (-87.692142 42.012273),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.692142 42.012273)
2020-12-04,Cook,Bria Forest Edge,170,2,2020-12-04T00:00:00,Open,0.011764705882352941,1,COOK-BRIA FOREST EDGE,145864,2020-11-22,145864,BRIA OF FOREST EDGE,8001 SOUTH WESTERN AVENUE,CHICAGO,IL,Cook,60620.0,Y,4.0,32.0,2.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,290.0,256.0,0.0,15.0,0.0,1.0,0.0,0.0,N,N,N,N,7.8,0.0,93.8,0.0,0.0,N,N,POINT (-87.682719 41.747748),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,1.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.682719 41.747748)
2020-12-04,Cook,California Gardens Nursing and Rehabilitation Cent,157,6,2020-12-04T00:00:00,Closed,0.03821656050955414,1,COOK-CALIFORNIA GARDENS NURSING AND REHABILITATION CENT,145625,2020-11-22,145625,SYMPHONY ENCORE,2829 SOUTH CALIFORNIA BLVD,CHICAGO,IL,Cook,60608.0,Y,8.0,142.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,248.0,0.0,4.0,0.0,0.0,0.0,0.0,N,N,N,N,8.1,0.0,32.3,0.0,0.0,N,N,POINT (-87.694262 41.840642),,Y,>7 DAYS,Y,N,N,N,Y,N,Y,>7 DAYS,Y,N,N,N,Y,N,Y,0.0,3.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.694262 41.840642)
2020-12-04,Cook,Montgomery Place,40,4,2020-12-04T00:00:00,Closed,0.1,1,COOK-MONTGOMERY PLACE,145748,2020-11-22,145748,MONTGOMERY PLACE,5550 SOUTH SHORE DRIVE,CHICAGO,IL,Cook,60637.0,Y,0.0,2.0,1.0,10.0,0.0,1.0,0.0,11.0,0.0,2.0,40.0,23.0,5.0,34.0,0.0,0.0,0.0,0.0,N,N,N,N,43.5,0.0,434.8,87.0,20.0,N,N,POINT (-87.580433 41.79387),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,2.0,37.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.580433 41.79387)
2020-12-04,Cook,Selfhelp Home,40,4,2020-12-04T00:00:00,Closed,0.1,1,COOK-SELFHELP HOME,146009,2020-11-22,146009,SELFHELP HOME OF CHICAGO,908 WEST ARGYLE STREET,CHICAGO,IL,Cook,60640.0,Y,0.0,6.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,3.0,72.0,41.0,1.0,18.0,0.0,5.0,0.0,0.0,Y,N,N,N,0.0,0.0,73.2,73.2,100.0,N,N,POINT (-87.653243 41.973292),,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,1.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.653243 41.973292)
2020-12-04,Cook,Lydia Health Care Center,22,3,2020-12-04T00:00:00,Closed,0.13636363636363635,1,COOK-LYDIA HEALTH CARE CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Cook,Aperion Care Evanston,25,2,2020-12-04T00:00:00,Closed,0.08,1,COOK-APERION CARE EVANSTON,146058,2020-11-22,146058,APERION CARE EVANSTON,1300 OAK AVENUE,EVANSTON,IL,Cook,60201.0,Y,0.0,3.0,0.0,16.0,0.0,33.0,0.0,2.0,0.0,2.0,57.0,55.0,1.0,10.0,0.0,0.0,0.0,0.0,N,N,N,N,0.0,0.0,290.9,36.4,12.5,N,N,POINT (-87.686957 42.041462),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.686957 42.041462)
