County_x,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities,county-facName,CMS_ProvNum,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,County_y,Provider Zip Code,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Resident Access to Testing in Facility,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,Geolocation
Cook,Mercy Circle,2020-12-04,47,3,0.06382978723404255,2,1,COOK-MERCY CIRCLE,146174,2020-11-22,146174,MERCY CIRCLE,3659 WEST 99TH STREET,CHICAGO,IL,Cook,60655.0,Y,1.0,1.0,0.0,8.0,1.0,19.0,0.0,7.0,0.0,3.0,23.0,20.0,1.0,15.0,0.0,20.0,0.0,0.0,N,N,N,N,0.0,0.0,400.0,150.0,37.5,N,N,POINT (-87.71394500000001 41.71328),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.71394500000001 41.71328)
Cook,Midway Neuro and Rehab,2020-12-04,142,12,0.08450704225352113,1,1,COOK-MIDWAY NEURO AND REHAB,145778,2020-11-22,145778,MIDWAY NEUROLOGICAL / REHAB CENTER,8540 SOUTH HARLEM,BRIDGEVIEW,IL,Cook,60455.0,Y,0.0,4.0,2.0,138.0,3.0,33.0,0.0,16.0,0.0,16.0,404.0,369.0,2.0,58.0,0.0,0.0,0.0,0.0,N,N,N,N,5.4,0.0,374.0,43.4,11.6,N,N,POINT (-87.799224 41.735931),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,3.0,3.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.799224 41.735931)
Cook,Midway Neurological Rehab Center,2020-12-04,6,0,0.0,1,1,COOK-MIDWAY NEUROLOGICAL REHAB CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Misericordia,2020-12-04,68,3,0.04411764705882353,2,1,COOK-MISERICORDIA,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Misericordia - Marian Center,2020-12-04,13,0,0.0,1,1,COOK-MISERICORDIA - MARIAN CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Montclare Supportive Living,2020-12-04,4,0,0.0,1,1,COOK-MONTCLARE SUPPORTIVE LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Montgomery Place,2020-12-04,68,4,0.058823529411764705,2,1,COOK-MONTGOMERY PLACE,145748,2020-11-22,145748,MONTGOMERY PLACE,5550 SOUTH SHORE DRIVE,CHICAGO,IL,Cook,60637.0,Y,0.0,2.0,1.0,10.0,0.0,1.0,0.0,11.0,0.0,2.0,40.0,23.0,5.0,34.0,0.0,0.0,0.0,0.0,N,N,N,N,43.5,0.0,434.8,87.0,20.0,N,N,POINT (-87.580433 41.79387),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,2.0,37.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.580433 41.79387)
Cook,Mosaic of Lakeshore,2020-12-04,126,29,0.23015873015873015,2,1,COOK-MOSAIC OF LAKESHORE,145244,2020-11-22,145244,"MOSAIC OF LAKESHORE, THE",7200 NORTH SHERIDAN ROAD,CHICAGO,IL,Cook,60626.0,N,0.0,15.0,0.0,12.0,0.0,13.0,0.0,4.0,0.0,11.0,313.0,156.0,0.0,4.0,0.0,1.0,0.0,2.0,,,,,0.0,0.0,76.9,70.5,91.7,,,POINT (-87.663674 42.013194),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.663674 42.013194)
Cook,New City Supportive Living,2020-12-04,2,0,0.0,1,1,COOK-NEW CITY SUPPORTIVE LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Niles Nursing and Rehab Center,2020-12-04,225,54,0.24,2,1,COOK-NILES NURSING AND REHAB CENTER,145696,2020-11-22,145696,NILES NSG & REHAB CTR,9777 GREENWOOD,NILES,IL,Cook,60714.0,Y,2.0,73.0,1.0,182.0,0.0,78.0,3.0,81.0,0.0,44.0,301.0,209.0,2.0,63.0,0.0,15.0,0.0,0.0,N,N,N,N,4.8,0.0,870.8,210.5,24.2,N,N,POINT (-87.840248 42.05791200000001),,Y,1-2 DAYS,Y,Y,Y,Y,N,N,Y,1-2 DAYS,Y,N,Y,Y,Y,N,Y,24.0,3.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.840248 42.05791200000001)
Cook,Norridge Gardens,2020-12-04,169,46,0.27218934911242604,1,1,COOK-NORRIDGE GARDENS,145329,2020-11-22,145329,NORRIDGE GARDENS,7001 WEST CULLOM,NORRIDGE,IL,Cook,60634.0,Y,0.0,77.0,0.0,2.0,0.0,0.0,2.0,46.0,2.0,22.0,292.0,223.0,2.0,18.0,0.0,0.0,0.0,1.0,N,N,N,N,0.0,9.0,9.0,98.7,1100.0,N,N,,,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Cook,North Shore Place,2020-12-04,49,2,0.04081632653061224,2,1,COOK-NORTH SHORE PLACE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Northbrook Inn Memory Care,2020-12-04,18,5,0.2777777777777778,1,1,COOK-NORTHBROOK INN MEMORY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Norwood crossing Skilled Nursing,2020-12-04,111,18,0.16216216216216217,1,1,COOK-NORWOOD CROSSING SKILLED NURSING,145974,2020-11-22,145974,NORWOOD CROSSING,6016 NORTH NINA AVENUE,CHICAGO,IL,Cook,60631.0,N,0.0,31.0,0.0,56.0,0.0,36.0,0.0,52.0,0.0,12.0,131.0,102.0,0.0,51.0,0.0,72.0,0.0,0.0,,,,,0.0,0.0,549.0,117.6,21.4,,,POINT (-87.79996 41.99082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.79996 41.99082)
Cook,Oak Lawn Respiratory and Rehab,2020-12-04,9,1,0.1111111111111111,1,1,COOK-OAK LAWN RESPIRATORY AND REHAB,145942,2020-11-22,145942,OAK LAWN RESPIRATORY & REHAB,9525 SOUTH MAYFIELD,OAK LAWN,IL,Cook,60453.0,Y,0.0,19.0,0.0,15.0,0.0,9.0,0.0,7.0,0.0,4.0,143.0,42.0,2.0,7.0,0.0,1.0,0.0,0.0,N,N,N,N,0.0,0.0,357.1,95.2,26.7,N,N,,,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,N,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Cook,Oak Park Arms,2020-12-04,9,2,0.2222222222222222,1,1,COOK-OAK PARK ARMS,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Oak Park Brookdale,2020-12-04,18,1,0.05555555555555555,2,1,COOK-OAK PARK BROOKDALE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Oak Park Oasis,2020-12-04,29,11,0.3793103448275862,1,1,COOK-OAK PARK OASIS,145714,2020-11-22,145714,OAK PARK OASIS,625 NORTH HARLEM,OAK PARK,IL,Cook,60302.0,Y,12.0,27.0,2.0,42.0,5.0,45.0,0.0,17.0,0.0,9.0,204.0,96.0,2.0,16.0,1.0,26.0,0.0,0.0,N,N,N,N,20.8,0.0,437.5,93.8,21.4,N,N,POINT (-87.805111 41.892696),,Y,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,14.0,6.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.805111 41.892696)
Cook,Oakridge Healthcare Center ,2020-12-04,11,2,0.18181818181818182,1,1,COOK-OAKRIDGE HEALTHCARE CENTER ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Oasis,2020-12-04,8,0,0.0,1,1,COOK-OASIS,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,PACTT Learning -Oak Park,2020-12-04,16,0,0.0,1,1,COOK-PACTT LEARNING -OAK PARK,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Palos Heights Nursing and Rehab,2020-12-04,52,10,0.19230769230769232,1,1,COOK-PALOS HEIGHTS NURSING AND REHAB,145681,2020-11-22,145681,PALOS HEIGHTS REHABILITATION,13259 SOUTH CENTRAL AVENUE,CRESTWOOD,IL,Cook,60418.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.757738 41.650919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.757738 41.650919)
Cook,Palos Heights Rehab,2020-12-04,14,1,0.07142857142857142,1,1,COOK-PALOS HEIGHTS REHAB,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Palos Hills Healthcare,2020-12-04,31,2,0.06451612903225806,1,1,COOK-PALOS HILLS HEALTHCARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Park Lawn Residential Center,2020-12-04,2,0,0.0,1,1,COOK-PARK LAWN RESIDENTIAL CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Park Ridge Care Center,2020-12-04,7,0,0.0,1,1,COOK-PARK RIDGE CARE CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Park View Rehab,2020-12-04,57,11,0.19298245614035087,2,1,COOK-PARK VIEW REHAB,145765,2020-11-22,145765,PARK VIEW REHAB CENTER,5888 NORTH RIDGE,CHICAGO,IL,Cook,60660.0,Y,2.0,47.0,0.0,34.0,0.0,43.0,0.0,16.0,0.0,10.0,128.0,121.0,0.0,25.0,0.0,42.0,0.0,1.0,N,N,N,N,0.0,0.0,281.0,82.6,29.4,N,N,POINT (-87.668556 41.988769000000005),,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,0.0,2.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.668556 41.988769000000005)
Cook,Parkshore Estates,2020-12-04,76,1,0.013157894736842105,2,1,COOK-PARKSHORE ESTATES,145938,2020-11-22,145938,PARKSHORE ESTATES NURSING & REHAB,6125 SOUTH KENWOOD,CHICAGO,IL,Cook,60637.0,Y,0.0,5.0,16.0,26.0,0.0,157.0,0.0,3.0,0.0,0.0,318.0,222.0,1.0,7.0,3.0,3.0,0.0,0.0,N,N,N,N,72.1,0.0,117.1,0.0,0.0,Y,N,POINT (-87.593102 41.783468),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,N,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.593102 41.783468)
Cook,Pauls House,2020-12-04,49,6,0.12244897959183673,1,1,COOK-PAULS HOUSE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Pauls House and Healthcare Center,2020-12-04,7,0,0.0,1,1,COOK-PAULS HOUSE AND HEALTHCARE CENTER,145767,2020-11-22,145767,PAUL HOUSE & HEALTH CR CTR,3800 NORTH CALIFORNIA AVENUE,CHICAGO,IL,Cook,60618.0,Y,0.0,7.0,2.0,6.0,0.0,0.0,0.0,8.0,0.0,5.0,171.0,87.0,0.0,10.0,0.0,1.0,0.0,0.0,N,N,N,N,23.0,0.0,69.0,57.5,83.3,N,N,POINT (-87.698119 41.950372),,Y,3-7 DAYS,Y,N,Y,N,Y,N,Y,3-7 DAYS,Y,N,Y,N,Y,N,Y,36.0,16.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.698119 41.950372)
Cook,Peace Village,2020-12-04,4,1,0.25,1,1,COOK-PEACE VILLAGE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Pearl of Rolling Meadows,2020-12-04,124,10,0.08064516129032258,2,1,COOK-PEARL OF ROLLING MEADOWS,145350,2020-11-22,145350,"PEARL OF ROLLING MEADOWS,THE",4225 KIRCHOFF ROAD,ROLLING MEADOWS,IL,Cook,60008.0,Y,2.0,10.0,0.0,29.0,0.0,0.0,2.0,22.0,0.0,6.0,155.0,102.0,0.0,37.0,0.0,2.0,0.0,0.0,N,N,N,N,0.0,0.0,284.3,58.8,20.7,N,N,POINT (-88.035464 42.0843),,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,22.0,47.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.035464 42.0843)
Cook,Pershing Garden,2020-12-04,13,4,0.3076923076923077,1,1,COOK-PERSHING GARDEN,146078,2020-11-22,146078,PERSHING GARDENS HEALTHCARE CENTER,3900 SOUTH OAK PARK AVENUE,STICKNEY,IL,Cook,60402.0,Y,0.0,30.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,40.0,1.0,2.0,0.0,2.0,0.0,0.0,N,N,N,N,0.0,0.0,50.0,0.0,0.0,N,N,POINT (-87.792431 41.820987),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.792431 41.820987)
Cook,Peterson Park Health Care,2020-12-04,225,36,0.16,2,1,COOK-PETERSON PARK HEALTH CARE,145838,2020-11-22,145838,PETERSON PARK HEALTH CARE CTR,6141 NORTH PULASKI ROAD,CHICAGO,IL,Cook,60646.0,Y,0.0,35.0,0.0,115.0,0.0,32.0,1.0,77.0,0.0,32.0,196.0,156.0,0.0,33.0,0.0,8.0,0.0,1.0,N,N,N,N,0.0,0.0,737.2,205.1,27.8,N,N,POINT (-87.728889 41.993262),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.728889 41.993262)
Cook,Pine Crest Healthcare,2020-12-04,4,1,0.25,1,1,COOK-PINE CREST HEALTHCARE,145220,2020-11-22,145220,PINE CREST HEALTH CARE,3300 WEST 175TH STREET,HAZEL CREST,IL,Cook,60429.0,Y,0.0,0.0,1.0,9.0,0.0,4.0,0.0,16.0,0.0,2.0,199.0,172.0,1.0,10.0,0.0,5.0,0.0,0.0,Y,N,Y,Y,5.8,0.0,52.3,11.6,22.2,N,N,POINT (-87.696948 41.571795),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,Y,N,N,Y,N,Y,7.0,11.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.696948 41.571795)
Cook,Pioneer Gardens,2020-12-04,3,0,0.0,1,1,COOK-PIONEER GARDENS,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Plymouth Place Senior Living,2020-12-04,42,11,0.2619047619047619,1,1,COOK-PLYMOUTH PLACE SENIOR LIVING,146128,2020-11-22,146128,PLYMOUTH PLACE,315 NORTH LA GRANGE ROAD,LA GRANGE PARK,IL,Cook,60526.0,Y,1.0,12.0,0.0,16.0,0.0,2.0,1.0,14.0,0.0,5.0,86.0,65.0,3.0,24.0,0.0,4.0,0.0,0.0,N,N,N,N,0.0,0.0,246.2,76.9,31.3,N,N,POINT (-87.870136 41.820046),,Y,3-7 DAYS,Y,Y,N,Y,N,N,Y,3-7 DAYS,Y,Y,Y,Y,N,N,Y,2.0,9.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.870136 41.820046)
Cook,Porter Place,2020-12-04,7,0,0.0,1,1,COOK-PORTER PLACE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Praire Oasis South Holland,2020-12-04,49,14,0.2857142857142857,1,1,COOK-PRAIRE OASIS SOUTH HOLLAND,145927,2020-11-22,145927,PRAIRIE OASIS,16000 SOUTH WABASH,SOUTH HOLLAND,IL,Cook,60473.0,Y,16.0,32.0,0.0,44.0,0.0,4.0,0.0,28.0,0.0,17.0,135.0,94.0,0.0,14.0,0.0,3.0,0.0,0.0,N,N,N,N,0.0,0.0,468.1,180.9,38.6,N,N,,,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Cook,Prairie Green at Dixie Crossing,2020-12-04,18,6,0.3333333333333333,1,1,COOK-PRAIRIE GREEN AT DIXIE CROSSING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Prairie Green at Fays Point,2020-12-04,11,3,0.2727272727272727,1,1,COOK-PRAIRIE GREEN AT FAYS POINT,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Prairie Manor Rehab and Nursing,2020-12-04,40,12,0.3,1,1,COOK-PRAIRIE MANOR REHAB AND NURSING,145629,2020-11-22,145629,PRAIRIE MANOR NRSG & REHAB CTR,345 DIXIE HIGHWAY,CHICAGO HEIGHTS,IL,Cook,60411.0,Y,0.0,36.0,0.0,27.0,0.0,13.0,1.0,57.0,0.0,12.0,148.0,98.0,0.0,16.0,0.0,5.0,0.0,0.0,N,N,N,N,0.0,0.0,275.5,122.4,44.4,N,N,POINT (-87.653224 41.52459),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,4.0,19.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.653224 41.52459)
Cook,Presbyterian Westminster Homes,2020-12-04,46,2,0.043478260869565216,1,1,COOK-PRESBYTERIAN WESTMINSTER HOMES,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Presence Bethlehem Woods,2020-12-04,5,0,0.0,1,1,COOK-PRESENCE BETHLEHEM WOODS,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Presence MaryHaven,2020-12-04,13,4,0.3076923076923077,1,1,COOK-PRESENCE MARYHAVEN,145741,2020-11-22,145741,"CITADEL OF GLENVIEW,THE",1700 EAST LAKE AVENUE,GLENVIEW,IL,Cook,60025.0,N,0.0,5.0,0.0,21.0,0.0,22.0,0.0,29.0,0.0,20.0,135.0,48.0,0.0,18.0,0.0,2.0,0.0,0.0,,,,,0.0,0.0,437.5,416.7,95.2,,,POINT (-87.79983 42.080053),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.79983 42.080053)
Cook,Presence Maryhaven,2020-12-04,10,0,0.0,1,1,COOK-PRESENCE MARYHAVEN,145741,2020-11-22,145741,"CITADEL OF GLENVIEW,THE",1700 EAST LAKE AVENUE,GLENVIEW,IL,Cook,60025.0,N,0.0,5.0,0.0,21.0,0.0,22.0,0.0,29.0,0.0,20.0,135.0,48.0,0.0,18.0,0.0,2.0,0.0,0.0,,,,,0.0,0.0,437.5,416.7,95.2,,,POINT (-87.79983 42.080053),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.79983 42.080053)
Cook,Presence Nazarethville,2020-12-04,33,6,0.18181818181818182,2,1,COOK-PRESENCE NAZARETHVILLE,146180,2020-11-22,146180,ASCENSION NAZARETHVILLE PLACE,300 NORTH RIVER ROAD,DES PLAINES,IL,Cook,60016.0,Y,0.0,1.0,1.0,18.0,0.0,25.0,0.0,12.0,0.0,12.0,68.0,62.0,1.0,18.0,0.0,17.0,0.0,0.0,N,N,N,N,16.1,0.0,290.3,193.5,66.7,N,N,POINT (-87.889623 42.058927),,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,3-7 DAYS,Y,N,N,Y,N,N,N,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.889623 42.058927)
Cook,Presence Resurrection Life Center,2020-12-04,121,12,0.09917355371900827,1,1,COOK-PRESENCE RESURRECTION LIFE CENTER,145960,2020-11-22,145960,ASCENSION RESURRECTION LIFE,7370 WEST TALCOTT AVENUE,CHICAGO,IL,Cook,60631.0,Y,0.0,14.0,0.0,10.0,0.0,0.0,1.0,26.0,1.0,2.0,162.0,111.0,1.0,15.0,0.0,0.0,0.0,0.0,N,N,N,N,0.0,9.0,90.1,18.0,20.0,N,N,POINT (-87.811841 41.988106),,Y,3-7 DAYS,Y,Y,Y,Y,Y,N,Y,3-7 DAYS,Y,Y,Y,Y,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.811841 41.988106)
Cook,Presence Resurrection Nursing and Rehab,2020-12-04,15,0,0.0,1,1,COOK-PRESENCE RESURRECTION NURSING AND REHAB,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Presence Resurrection Retirement Community,2020-12-04,8,0,0.0,2,1,COOK-PRESENCE RESURRECTION RETIREMENT COMMUNITY,145324,2020-11-22,145324,ASCENSION RESURRECTION PLACE,1001 NORTH GREENWOOD AVENUE,PARK RIDGE,IL,Cook,60068.0,Y,2.0,43.0,1.0,96.0,0.0,13.0,0.0,36.0,0.0,15.0,298.0,122.0,2.0,37.0,1.0,10.0,0.0,0.0,N,N,Y,N,8.2,0.0,786.9,123.0,15.6,N,N,POINT (-87.840603 42.026391),,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.840603 42.026391)
